POLE_LAT,POLE_LONG,POLE_ZIPCODE,POLE_POP_SCALED,POLE_SUB_DIST,POLE_SUB_DIST_SCALED,POLE_ZONE,SYNTH_SENSOR_DATA,FAKE_OR_SYNTH,POLE_CRIT_LABEL,POLE_CRIT_CALC,,PERCENT_ERROR,
37.2945064,-121.9559328,95008,0.397310299,1.511481781,0.826099453,0,0.333333333,1,1,,1.05209415,5.21%,
37.3028574,-121.9679561,95051,0.476904035,1.510448659,0.825516167,0,0.333333333,1,1,,1.037511317,3.75%,
37.298107,-121.9807024,95051,0.476904035,1.508210356,0.82425245,0,0.333333333,1,1,,1.037686664,3.77%,
37.298107,-121.9808398,95051,0.476904035,1.507017576,0.823579022,0,1,1,3,,2.435790317,-18.81%,
37.2945064,-121.9830948,95051,0.476904035,1.50476078,0.822304865,0,1,1,3,,2.435967113,-18.80%,
37.3004791,-121.9709377,95051,0.476904035,1.504758471,0.822303562,0,0.666666667,1,1,,1.73696219,73.70%,
37.2945064,-121.9694399,95032,0.22024123,1.501666821,0.820558057,1,1,1,3,,3.148513702,4.95%,
37.2936298,-121.9609228,95032,0.22024123,1.501390326,0.820401952,1,1,1,3,,3.148535363,4.95%,
37.3049715,-121.9663624,95051,0.476904035,1.50123539,0.820314477,0,1,1,3,,2.43624329,-18.79%,
37.298107,-121.9789965,95051,0.476904035,1.500470037,0.819882369,0,1,1,3,,2.436303247,-18.79%,
37.298107,-121.9780979,95051,0.476904035,1.500105753,0.819676699,0,1,1,3,,2.436331785,-18.79%,
37.3004791,-121.9553229,95008,0.397310299,1.499675247,0.819433641,0,0.666666667,1,2,,1.752024173,-12.40%,
37.2945064,-121.9688782,95032,0.22024123,1.496606312,0.817700961,1,0.666666667,1,2,,2.449905035,22.50%,
37.2936298,-121.9612485,95032,0.22024123,1.495948166,0.81732938,1,1,1,3,,3.148961698,4.97%,
37.2899865,-121.9875541,95051,0.476904035,1.49224092,0.815236318,0,0.666666667,1,1,,1.737942807,73.79%,
37.2882109,-121.9903897,95051,0.476904035,1.487741512,0.812696012,0,0.333333333,1,1,,1.039290181,3.93%,
37.2991858,-121.974352,95051,0.476904035,1.487271163,0.812430459,0,0.333333333,1,1,,1.039327028,3.93%,
37.2945064,-121.966783,95032,0.22024123,1.48654385,0.812019828,1,0.666666667,1,2,,2.450693322,22.54%,
37.2918084,-121.9586116,95032,0.22024123,1.486511895,0.812001786,1,0.333333333,1,2,,1.751690719,-12.42%,
37.2831277,-121.9811012,95032,0.22024123,1.478542666,0.807502465,1,0.666666667,1,2,,2.45132013,22.57%,
37.2886359,-121.9902546,95051,0.476904035,1.475333792,0.805690778,0,1,1,3,,2.438272405,-18.72%,
37.2918084,-121.9591384,95032,0.22024123,1.473842167,0.804848626,1,0.333333333,1,2,,1.752683257,-12.37%,
37.2899865,-121.9553966,95008,0.397310299,1.472956791,0.804348754,0,1,1,3,,2.453122385,-18.23%,
37.3005419,-121.9723812,95051,0.476904035,1.471261117,0.803391399,0,0.666666667,1,1,,1.739586352,73.96%,
37.3075707,-121.9537064,95008,0.397310299,1.471190514,0.803351538,0,0.333333333,1,1,,1.055250543,5.53%,
37.2989946,-121.9795277,95051,0.476904035,1.469453582,0.802370889,0,1,1,3,,2.438733057,-18.71%,
37.2989946,-121.9774102,95051,0.476904035,1.469117423,0.802181098,0,0.333333333,1,1,,1.040749181,4.08%,
37.2936298,-121.9633506,95032,0.22024123,1.468655207,0.801920137,1,1,1,3,,3.151099812,5.04%,
37.2882109,-121.9915775,95051,0.476904035,1.467764562,0.80141729,0,0.666666667,1,1,,1.73986027,73.99%,
37.2882109,-121.9916712,95051,0.476904035,1.466372587,0.8006314,0,0.666666667,1,1,,1.739969316,74.00%,
37.3006486,-121.9724591,95051,0.476904035,1.465996253,0.800418927,0,0.666666667,1,1,,1.739998798,74.00%,
37.2991858,-121.9549389,95008,0.397310299,1.464371467,0.799501594,0,0.666666667,1,2,,1.754789849,-12.26%,
37.2991858,-121.9768861,95051,0.476904035,1.464306784,0.799465075,0,0.666666667,1,1,,1.74013115,74.01%,
37.2991858,-121.9769301,95051,0.476904035,1.46408984,0.799342591,0,0.333333333,1,1,,1.041143038,4.11%,
37.2936298,-121.9685237,95032,0.22024123,1.462025036,0.79817683,1,0.666666667,1,2,,2.452614111,22.63%,
37.2991858,-121.9780515,95051,0.476904035,1.460687283,0.797421552,0,1,1,3,,2.439419804,-18.69%,
37.2973888,-121.955024,95008,0.397310299,1.459627816,0.796823392,0,0.666666667,1,2,,1.755161464,-12.24%,
37.2936298,-121.9672694,95032,0.22024123,1.455596205,0.794547197,1,0.666666667,1,2,,2.453117742,22.66%,
37.2899865,-121.975124,95032,0.22024123,1.453890736,0.793584312,1,0.666666667,1,2,,2.453251347,22.66%,
37.2886359,-121.9564142,95032,0.22024123,1.444383839,0.788216844,1,1,1,3,,3.153001216,5.10%,
37.2918084,-121.972091,95032,0.22024123,1.443470981,0.787701456,1,0.666666667,1,2,,2.454067624,22.70%,
37.2899865,-121.9579096,95032,0.22024123,1.443382676,0.787651601,1,1,1,3,,3.153079646,5.10%,
37.3085199,-121.9652343,95051,0.476904035,1.443041414,0.787458929,0,0.666666667,1,1,,1.741797066,74.18%,
37.2899865,-121.9747229,95032,0.22024123,1.442529279,0.787169784,1,0.333333333,1,2,,1.75513629,-12.24%,
37.3004791,-121.9543924,95008,0.397310299,1.436875148,0.783977536,0,0.333333333,1,1,,1.057938788,5.79%,10%
37.2882109,-121.9763759,95032,0.22024123,1.434910795,0.782868489,1,0.666666667,1,2,,2.454738224,22.74%,
37.3005419,-121.9747988,95051,0.476904035,1.432861772,0.781711638,0,1,1,3,,2.441599637,-18.61%,
37.3085199,-121.9654745,95051,0.476904035,1.432617963,0.781573986,0,0.333333333,1,1,,1.043608526,4.36%,
37.2882109,-121.9546855,95008,0.397310299,1.428484694,0.779240397,0,0.333333333,1,1,,1.05859609,5.86%,
37.3075707,-121.966289,95051,0.476904035,1.426101123,0.777894665,0,0.333333333,1,1,,1.044119051,4.41%,
37.2899865,-121.9739618,95032,0.22024123,1.422206336,0.775695719,1,0.666666667,1,2,,2.455733483,22.79%,
37.2886359,-121.9571407,95032,0.22024123,1.421253673,0.775157859,1,0.666666667,1,2,,2.455808114,22.79%,
37.3004791,-121.9773635,95051,0.476904035,1.415024789,0.771641113,0,0.666666667,1,1,,1.743991871,74.40%,
37.3004791,-121.9774605,95051,0.476904035,1.41469466,0.771454727,0,1,1,3,,2.443022838,-18.57%,
37.3004791,-121.9790161,95051,0.476904035,1.4137375,0.770914327,0,0.666666667,1,1,,1.744092716,74.41%,
37.3005419,-121.9814871,95051,0.476904035,1.412579662,0.770260627,0,1,1,3,,2.443188525,-18.56%,
37.2831277,-121.9796294,95032,0.22024123,1.410277019,0.768960585,1,1,1,3,,3.155673123,5.19%,
37.2886359,-121.9751467,95032,0.22024123,1.409819844,0.76870247,1,0.333333333,1,2,,1.757698727,-12.12%,
37.2918084,-121.9699424,95032,0.22024123,1.409777923,0.768678802,1,0.333333333,1,2,,1.757702011,-12.12%,
37.2886359,-121.9544241,95008,0.397310299,1.409115172,0.768304622,0,1,1,3,,2.458123698,-18.06%,
37.3006486,-121.9788248,95051,0.476904035,1.407210836,0.767229459,0,0.333333333,1,1,,1.045598904,4.56%,
37.2918084,-121.9696485,95032,0.22024123,1.406325426,0.766729568,1,0.666666667,1,2,,2.456977584,22.85%,
37.3006486,-121.9537939,95008,0.397310299,1.397964286,0.762008979,0,0.666666667,1,2,,1.759992147,-12.00%,
37.2960894,-121.9845807,95051,0.476904035,1.397523203,0.76175995,0,1,1,3,,2.444368039,-18.52%,
37.3075707,-121.9524881,95008,0.397310299,1.394065483,0.759807767,0,1,1,3,,2.459302681,-18.02%,
37.2816897,-121.9801176,95032,0.22024123,1.393611215,0.759551293,1,0.666666667,1,2,,2.457973607,22.90%,
37.3005419,-121.9537281,95008,0.397310299,1.392646035,0.759006365,0,0.666666667,1,2,,1.760408776,-11.98%,
37.2991858,-121.9826598,95051,0.476904035,1.391815564,0.758537493,0,0.333333333,1,1,,1.04680496,4.68%,
37.2857072,-121.9552982,95032,0.22024123,1.391761433,0.758506931,1,0.666666667,1,2,,2.458118518,22.91%,
37.2918084,-121.9648342,95032,0.22024123,1.391367618,0.758284588,1,1,1,3,,3.157154474,5.24%,
37.3028574,-121.9723283,95051,0.476904035,1.391332214,0.758264599,0,0.666666667,1,1,,1.745847933,74.59%,
37.2899865,-121.9925167,95051,0.476904035,1.391096231,0.758131366,0,1,1,3,,2.444871524,-18.50%,
37.2882109,-121.9749696,95032,0.22024123,1.390516457,0.757804034,1,0.333333333,1,2,,1.759210942,-12.04%,
37.2918084,-121.9652537,95032,0.22024123,1.389513569,0.757237816,1,0.333333333,1,2,,1.759289508,-12.04%,
37.2918084,-121.966909,95032,0.22024123,1.388092549,0.756435527,1,0.666666667,1,2,,2.458405936,22.92%,
37.3049715,-121.9698067,95051,0.476904035,1.383372696,0.753770761,0,1,1,3,,2.445476581,-18.48%,
37.2882109,-121.9579513,95032,0.22024123,1.382994951,0.753557491,1,1,1,3,,3.157810384,5.26%,
37.2945064,-121.9863035,95051,0.476904035,1.382823866,0.753460899,0,0.666666667,1,1,,1.746514471,74.65%,
37.2831277,-121.995419,95070,0.268768215,1.376344303,0.749802623,1,0.333333333,1,2,,1.751380924,-12.43%,
37.2886359,-121.9958347,95070,0.268768215,1.373893223,0.748418776,1,0.333333333,1,2,,1.75157294,-12.42%,
37.2795579,-121.9954484,95070,0.268768215,1.373297235,0.748082289,1,0.333333333,1,2,,1.751619629,-12.42%,
37.2857072,-121.9768024,95032,0.22024123,1.370768067,0.746654354,1,0.333333333,1,2,,1.760758019,-11.96%,
37.2899865,-121.9952944,95051,0.476904035,1.369147755,0.745739548,0,1,1,3,,2.446590954,-18.45%,
37.2960894,-121.985462,95051,0.476904035,1.363477445,0.742538165,0,0.666666667,1,1,,1.748030058,74.80%,
37.2918084,-121.9906506,95051,0.476904035,1.356184328,0.738420568,0,1,1,3,,2.447606501,-18.41%,
37.3028574,-121.9744121,95051,0.476904035,1.354732063,0.737600639,0,0.333333333,1,1,,1.049710059,4.97%,
37.2918084,-121.9913894,95051,0.476904035,1.342669635,0.730790352,0,0.666666667,1,1,,1.749660129,74.97%,
37.2936298,-121.9886419,95051,0.476904035,1.340041151,0.729306345,0,1,1,3,,2.448871147,-18.37%,
37.2899865,-121.9634157,95032,0.22024123,1.336149295,0.727109054,1,0.666666667,1,2,,2.462475139,23.12%,
37.3028574,-121.976084,95051,0.476904035,1.335903864,0.726970487,0,0.333333333,1,1,,1.051185049,5.12%,
37.2857072,-121.9531547,95008,0.397310299,1.335567161,0.726780389,0,0.333333333,1,1,,1.065875193,6.59%,
37.2989946,-121.953034,95008,0.397310299,1.333795539,0.725780155,0,0.333333333,1,1,,1.06601398,6.60%,
37.2882109,-121.9598376,95032,0.22024123,1.33368176,0.725715917,1,0.666666667,1,2,,2.462668444,23.13%,
37.2816897,-121.9960314,95070,0.268768215,1.332130718,0.724840219,1,1,1,3,,3.1528548,5.10%,
37.298107,-121.9530383,95008,0.397310299,1.328130838,0.722581939,0,0.333333333,1,1,,1.06645775,6.65%,
37.3085199,-121.9511797,95008,0.397310299,1.327750265,0.722367073,0,0.333333333,1,1,,1.066487563,6.65%,
37.3028574,-121.9793411,95051,0.476904035,1.327628399,0.722298269,0,0.666666667,1,1,,1.75083845,75.08%,
37.2899865,-121.9680141,95032,0.22024123,1.325977429,0.721366153,1,0.666666667,1,2,,2.463271997,23.16%,
37.2936298,-121.9532422,95008,0.397310299,1.324054294,0.720280377,0,0.666666667,1,2,,1.76578221,-11.71%,
37.2899865,-121.9670408,95032,0.22024123,1.321779794,0.718996224,1,0.333333333,1,2,,1.76459573,-11.77%,
37.3075707,-121.9691253,95051,0.476904035,1.320436691,0.718237926,0,0.333333333,1,1,,1.052396737,5.24%,
37.3049715,-121.9727905,95051,0.476904035,1.307961635,0.711194675,0,0.666666667,1,1,,1.752379132,75.24%,
37.2816897,-121.9781687,95032,0.22024123,1.305284784,0.70968336,1,1,1,3,,3.16389815,5.46%,
37.2973888,-121.9859682,95051,0.476904035,1.304548522,0.709267676,0,0.666666667,1,1,,1.752646514,75.27%,
37.2918084,-121.9957094,95051,0.476904035,1.301471092,0.7075302,0,0.333333333,1,1,,1.053882491,5.39%,
37.2973888,-121.9860742,95051,0.476904035,1.300596978,0.707036687,0,0.666666667,1,1,,1.752956075,75.30%,
37.2886359,-121.9624128,95032,0.22024123,1.299981771,0.706689349,1,1,1,3,,3.164313585,5.48%,
37.2886359,-121.996936,95070,0.268768215,1.299459787,0.706394644,1,0.666666667,1,2,,2.456409116,22.82%,
37.3085199,-121.9688951,95051,0.476904035,1.2982018,0.705684401,0,0.666666667,1,1,,1.753143712,75.31%,
37.2945064,-121.9891903,95051,0.476904035,1.295930571,0.704402095,0,1,1,3,,2.452326743,-18.26%,
37.2886359,-121.9698378,95032,0.22024123,1.294333747,0.703500549,1,0.333333333,1,2,,1.766745836,-11.66%,
37.3028574,-121.9826864,95051,0.476904035,1.294107256,0.703372676,0,0.333333333,1,1,,1.054459369,5.45%,
37.2882109,-121.9707435,95032,0.22024123,1.292378492,0.702396639,1,0.666666667,1,2,,2.465904116,23.30%,
37.2886359,-121.9693154,95032,0.22024123,1.288066147,0.699961946,1,0.666666667,1,2,,2.466241943,23.31%,
37.2857072,-121.9585724,95032,0.22024123,1.281868779,0.696462994,1,0.333333333,1,2,,1.767722334,-11.61%,
37.2886359,-121.9685083,95032,0.22024123,1.280324698,0.695591226,1,0.333333333,1,2,,1.767843297,-11.61%,
37.2989946,-121.952215,95008,0.397310299,1.278342021,0.694471833,0,0.666666667,1,2,,1.769363281,-11.53%,
37.2936298,-121.9914221,95051,0.476904035,1.277580002,0.694041607,0,0.666666667,1,1,,1.754759211,75.48%,
37.2989946,-121.9521803,95008,0.397310299,1.27599473,0.693146584,0,0.333333333,1,1,,1.07054206,7.05%,
37.3049715,-121.9819763,95051,0.476904035,1.272665533,0.691266963,0,0.333333333,1,1,,1.0561391,5.61%,
37.2795579,-121.9787602,95032,0.22024123,1.272650264,0.691258342,1,1,1,3,,3.166454718,5.55%,
37.298107,-121.9863152,95051,0.476904035,1.269478016,0.689467333,0,0.666666667,1,1,,1.755393915,75.54%,
37.2795579,-121.9539787,95032,0.22024123,1.269360954,0.689401241,1,0.333333333,1,2,,1.76870219,-11.57%,
37.3075707,-121.9503694,95008,0.397310299,1.262090092,0.685296209,0,0.333333333,1,1,,1.071631341,7.16%,
37.3004791,-121.9847882,95051,0.476904035,1.26031456,0.684293767,0,1,1,3,,2.455116879,-18.16%,
37.3006486,-121.9847584,95051,0.476904035,1.256770656,0.682292926,0,0.666666667,1,1,,1.756389402,75.64%,
37.2882109,-121.9660897,95032,0.22024123,1.25602881,0.68187409,1,0.333333333,1,2,,1.769746621,-11.51%,
37.3049715,-121.9800709,95051,0.476904035,1.253929645,0.680688929,0,0.333333333,1,1,,1.057606858,5.76%,
37.2882109,-121.9521044,95008,0.397310299,1.251030552,0.679052139,0,1,1,3,,2.47050795,-17.65%,
37.2989946,-121.9861406,95051,0.476904035,1.248874764,0.67783501,0,0.333333333,1,1,,1.058002855,5.80%,
37.3049715,-121.978246,95051,0.476904035,1.248800779,0.677793239,0,1,1,3,,2.456018862,-18.13%,
37.2960894,-121.9519983,95008,0.397310299,1.246129784,0.676285231,0,0.333333333,1,1,,1.072881662,7.29%,
37.3049715,-121.9507507,95008,0.397310299,1.246087214,0.676261196,0,1,1,3,,2.470895208,-17.64%,
37.2991858,-121.9861696,95051,0.476904035,1.241948347,0.673924446,0,0.333333333,1,1,,1.058545466,5.86%,
37.2831277,-121.9754498,95032,0.22024123,1.241624233,0.673741456,1,0.666666667,1,2,,2.469880174,23.49%,
37.3075707,-121.9718232,95051,0.476904035,1.240479422,0.673095111,0,0.333333333,1,1,,1.058660541,5.87%,
37.2857072,-121.9975929,95070,0.268768215,1.235852624,0.670482883,1,0.666666667,1,2,,2.461392062,23.07%,
37.2936298,-121.9964758,95051,0.476904035,1.234516947,0.669728776,0,1,1,3,,2.457137849,-18.10%,
37.2857072,-121.9604665,95032,0.22024123,1.232865778,0.668796549,1,0.666666667,1,2,,2.470566306,23.53%,
37.3028574,-121.984025,95051,0.476904035,1.229075878,0.666656821,0,0.333333333,1,1,,1.059553887,5.96%,
37.2795579,-121.9975566,95070,0.268768215,1.227754909,0.66591102,1,0.333333333,1,2,,1.763021325,-11.85%,
37.2899865,-121.9981833,95070,0.268768215,1.22765814,0.665856385,1,1,1,3,,3.161039117,5.37%,
37.2960894,-121.9516144,95008,0.397310299,1.219811769,0.661426428,0,0.666666667,1,1,,1.773948505,77.40%,
37.2795579,-121.9550796,95032,0.22024123,1.219499168,0.661249937,1,1,1,3,,3.170618542,5.69%,
37.2991858,-121.9513028,95008,0.397310299,1.218216655,0.660525848,0,0.666666667,1,1,,1.774073466,77.41%,
37.2945064,-121.9934579,95051,0.476904035,1.217008511,0.659843746,0,0.666666667,1,1,,1.759504344,75.95%,
37.2936298,-121.9516816,95008,0.397310299,1.216359542,0.659477346,0,0.666666667,1,1,,1.774218951,77.42%,
