POLE_LAT,POLE_LONG,POLE_ZIPCODE,POLE_POP_SCALED,POLE_SUB_DIST,POLE_SUB_DIST_SCALED,POLE_ZONE,SYNTH_SENSOR_DATA,FAKE_OR_SYNTH,POLE_CRIT_LABEL,POLE_CRIT_CALC,POP_CLASS,DIST_CLASS,ZONE_CLASS,TILT_CLASS
37.3049715,-122.0049427,95051,0.476904034551774,1.018067248822100,0.547524144,0,1,1,,,,,,
37.2936298,-121.9964758,95051,0.476904034551774,1.234516946534510,0.669728776,0,1,1,,,,,,
37.2991858,-122.015265,95070,0.268768215176094,0.664333104,0.347810532,1,0.333333333,1,,,,,,
37.2989946,-122.0029307,95070,0.268768215176094,1.078561561726080,0.581678432,1,1,1,,,,,,
37.2886359,-121.9751467,95032,0.220241230380280,1.409819843724810,0.76870247,1,0.333333333,1,,,,,,
37.3085199,-121.9884254,95051,0.476904034551774,0.873569833,0.465942817,0,0.333333333,1,,,,,,
37.3085199,-122.0053858,95051,0.476904034551774,0.937239382,0.501889802,0,0.333333333,1,,,,,,
37.3075707,-121.9605941,95051,0.476904034551774,1.687730311456200,0.925607039,0,1,1,,,,,,
37.2918084,-121.9840365,95051,0.476904034551774,1.548537029125400,0.847020356,0,0.333333333,1,,,,,,
37.3075707,-121.966289,95051,0.476904034551774,1.426101122960750,0.777894665,0,0.333333333,1,,,,,,
37.3005419,-121.9925096,95051,0.476904034551774,1.013750102656230,0.545086741,0,0.333333333,1,,,,,,
37.2918084,-121.9829285,95051,0.476904034551774,1.591356931544070,0.871195905,0,0.333333333,1,,,,,,
37.2973888,-121.9507834,95008,0.397310298816671,1.170127457678460,0.633375324,0,0.333333333,1,,,,,,
37.2816897,-121.9855373,95032,0.220241230380280,1.672048423460130,0.916753253,1,0.666666667,1,,,,,,
37.3004791,-122.0147355,95070,0.268768215176094,0.712793071,0.375170387,1,0.333333333,1,,,,,,
37.2831277,-121.9658901,95032,0.220241230380280,1.070403386304020,0.577072434,1,1,1,,,,,,
37.2973888,-121.955024,95008,0.397310298816671,1.459627816211470,0.796823392,0,0.666666667,1,,,,,,
37.3005419,-122.012478,95070,0.268768215176094,0.740260043,0.390677875,1,0.333333333,1,,,,,,
37.2857072,-121.9374106,95008,0.397310298816671,0.320846387,0.153882481,0,1,1,,,,,,
37.3085199,-122.0109769,95070,0.268768215176094,1.049741279000000,0.565406882,1,1,1,,,,,,
37.2795579,-121.9675657,95032,0.220241230380280,0.943220721,0.505266786,1,1,1,,,,,,
37.2795579,-121.9701014,95032,0.220241230380280,0.974774247,0.523081489,1,0.666666667,1,,,,,,
37.2795579,-121.9744865,95032,0.220241230380280,1.095327185799170,0.591144081,1,1,1,,,,,,
37.2831277,-121.9715694,95032,0.220241230380280,1.129479356702290,0.610425945,1,0.333333333,1,,,,,,
37.2918084,-122.0077142,95070,0.268768215176094,0.656160945,0.343196639,1,0.333333333,1,,,,,,
37.3049715,-122.0110735,95070,0.268768215176094,0.923765693,0.494282735,1,0.333333333,1,,,,,,
37.2886359,-121.9813154,95032,0.220241230380280,1.639665539458940,0.898470305,1,0.333333333,1,,,,,,
37.2886359,-121.9564142,95032,0.220241230380280,1.444383838697730,0.788216844,1,1,1,,,,,,
37.2989946,-121.9861406,95051,0.476904034551774,1.248874764429530,0.67783501,0,0.333333333,1,,,,,,
37.2882109,-121.9546855,95008,0.397310298816671,1.428484694159090,0.779240397,0,0.333333333,1,,,,,,
37.2882109,-122.0195862,95070,0.268768215176094,0.395248107,0.195888706,1,0.333333333,1,,,,,,
37.2857072,-121.9630836,95032,0.220241230380280,1.185773608775930,0.642208934,1,0.666666667,1,,,,,,
37.3075707,-121.9691253,95051,0.476904034551774,1.320436690562830,0.718237926,0,0.333333333,1,,,,,,
37.2960894,-122.0076438,95070,0.268768215176094,0.764091446,0.40413277,1,0.666666667,1,,,,,,
37.2857072,-121.9910889,95051,0.476904034551774,1.564617222134230,0.85609902,0,1,1,,,,,,
37.2936298,-121.9609228,95032,0.220241230380280,1.501390326314860,0.820401952,1,1,1,,,,,,
37.3004791,-122.0092043,95070,0.268768215176094,0.827207981,0.43976753,1,1,1,,,,,,
37.2831277,-121.988599,95051,0.476904034551774,1.701663620316830,0.933473601,0,0.666666667,1,,,,,,
37.2795579,-121.988956,95051,0.476904034551774,1.819495643412400,1.000000000000000,0,0.666666667,1,,,,,,
37.298107,-121.964688,95032,0.220241230380280,1.621900991048650,0.888440677,1,0.333333333,1,,,,,,
37.3005419,-122.013203,95070,0.268768215176094,0.728640462,0.384117614,1,0.333333333,1,,,,,,
37.2960894,-121.9845807,95051,0.476904034551774,1.397523203327720,0.76175995,0,1,1,,,,,,
37.2899865,-122.0175883,95070,0.268768215176094,0.363316932,0.177860788,1,0.333333333,1,,,,,,
37.3028574,-122.0127834,95070,0.268768215176094,0.81761357,0.434350653,1,1,1,,,,,,
37.2795579,-121.9954484,95070,0.268768215176094,1.373297235249720,0.748082289,1,0.333333333,1,,,,,,
37.2945064,-122.0107829,95070,0.268768215176094,0.583670133,0.302269287,1,1,1,,,,,,
37.2989946,-121.9899802,95051,0.476904034551774,1.123188234846310,0.606874061,0,1,1,,,,,,
37.2936298,-121.9612485,95032,0.220241230380280,1.495948166222770,0.81732938,1,1,1,,,,,,
37.2899865,-121.982439,95051,0.476904034551774,1.665381606118730,0.912989256,0,0.333333333,1,,,,,,
37.2936298,-121.9633506,95032,0.220241230380280,1.468655206964200,0.801920137,1,1,1,,,,,,
37.2960894,-122.0025432,95070,0.268768215176094,1.039838678917880,0.559816005,1,0.333333333,1,,,,,,
37.3049715,-121.9873176,95051,0.476904034551774,1.023260347170770,0.550456099,0,0.666666667,1,,,,,,
37.3005419,-122.0195403,95070,0.268768215176094,0.771627984,0.4083878,1,0.666666667,1,,,,,,
37.2857072,-122.0156579,95070,0.268768215176094,0.172294858,0.070012256,1,1,1,,,,,,
37.3028574,-121.9901786,95051,0.476904034551774,0.988149498,0.530632979,0,0.666666667,1,,,,,,
37.2989946,-121.953034,95008,0.397310298816671,1.333795538786190,0.725780155,0,0.333333333,1,,,,,,
37.2936298,-121.9672694,95032,0.220241230380280,1.455596205004270,0.794547197,1,0.666666667,1,,,,,,
37.2945064,-121.9891903,95051,0.476904034551774,1.295930570566430,0.704402095,0,1,1,,,,,,
37.2857072,-121.9419646,95008,0.397310298816671,0.588055346,0.30474512,0,0.666666667,1,,,,,,
37.298107,-121.968819,95032,0.220241230380280,1.627054594344300,0.891350333,1,0.333333333,1,,,,,,
37.2882109,-122.0169681,95070,0.268768215176094,0.286307445,0.134382252,1,1,1,,,,,,
37.3004791,-121.9885193,95051,0.476904034551774,1.117386904123150,0.603598706,0,1,1,,,,,,
37.3004791,-121.9933314,95051,0.476904034551774,1.003262591545910,0.539165631,0,0.333333333,1,,,,,,
37.3085199,-122.0117867,95070,0.268768215176094,1.035192731730110,0.557192965,1,0.333333333,1,,,,,,
37.3028574,-122.017103,95070,0.268768215176094,0.808422228,0.429161342,1,0.666666667,1,,,,,,
37.2960894,-121.95032,95008,0.397310298816671,1.131146823192800,0.611367374,0,0.333333333,1,,,,,,
37.2960894,-121.985462,95051,0.476904034551774,1.363477444596470,0.742538165,0,0.666666667,1,,,,,,
37.3049715,-122.0065653,95070,0.268768215176094,1.064211284969020,0.573576456,1,0.666666667,1,,,,,,
37.2936298,-121.9685237,95032,0.220241230380280,1.462025035532270,0.79817683,1,0.666666667,1,,,,,,
37.3004791,-122.0073567,95070,0.268768215176094,0.899010578,0.480306325,1,0.666666667,1,,,,,,
37.3075707,-122.0136877,95070,0.268768215176094,0.977884336,0.524837404,1,0.333333333,1,,,,,,
37.2960894,-122.0130191,95070,0.268768215176094,0.573125907,0.296316157,1,0.666666667,1,,,,,,
37.3075707,-122.0115176,95070,0.268768215176094,1.006105820796780,0.54077088,1,0.333333333,1,,,,,,
37.3049715,-121.9862594,95051,0.476904034551774,1.068687413816200,0.576103619,0,0.666666667,1,,,,,,
37.2899865,-121.9875541,95051,0.476904034551774,1.492240920488680,0.815236318,0,0.666666667,1,,,,,,
37.3049715,-121.9840374,95051,0.476904034551774,1.173216734213420,0.635119489,0,1,1,,,,,,
37.2973888,-121.9602637,95032,0.220241230380280,1.645914745711030,0.901998524,1,0.333333333,1,,,,,,
37.2816897,-122.0137783,95070,0.268768215176094,0.108220189,0.033836546,1,0.666666667,1,,,,,,
37.3006486,-121.9847584,95051,0.476904034551774,1.256770655725260,0.682292926,0,0.666666667,1,,,,,,
37.2831277,-122.0189932,95070,0.268768215176094,0.26580554,0.122807148,1,0.333333333,1,,,,,,
37.2882109,-121.9521044,95008,0.397310298816671,1.251030551742630,0.679052139,0,1,1,,,,,,
37.2795579,-121.9787602,95032,0.220241230380280,1.272650264180200,0.691258342,1,1,1,,,,,,
37.2882109,-121.9579513,95032,0.220241230380280,1.382994951294930,0.753557491,1,1,1,,,,,,
37.3004791,-122.0042391,95070,0.268768215176094,1.044639644112340,0.562526567,1,0.333333333,1,,,,,,
37.2973888,-121.9599255,95032,0.220241230380280,1.652019967318580,0.905445452,1,1,1,,,,,,
37.3005419,-122.0116961,95070,0.268768215176094,0.756318707,0.399744385,1,0.333333333,1,,,,,,
37.3028574,-121.9679561,95051,0.476904034551774,1.510448659473350,0.825516167,0,0.333333333,1,,,,,,
37.2973888,-121.9591477,95032,0.220241230380280,1.667219360234810,0.914026828,1,0.333333333,1,,,,,,
37.2991858,-121.9920423,95051,0.476904034551774,1.070076525303990,0.576887893,0,0.666666667,1,,,,,,
37.2991858,-121.9639199,95032,0.220241230380280,1.665730848102810,0.913186433,1,0.333333333,1,,,,,,
37.3075707,-121.9718232,95051,0.476904034551774,1.240479421832630,0.673095111,0,0.333333333,1,,,,,,
37.2918084,-122.0037682,95070,0.268768215176094,0.889373987,0.474865633,1,1,1,,,,,,
37.2857072,-121.9431663,95008,0.397310298816671,0.665521978,0.348481754,0,1,1,,,,,,
37.2936298,-121.9998436,95070,0.268768215176094,1.163599880663710,0.62968994,1,0.666666667,1,,,,,,
37.2899865,-121.9925167,95051,0.476904034551774,1.391096230982530,0.758131366,0,1,1,,,,,,
37.2960894,-122.0189223,95070,0.268768215176094,0.604907533,0.314259642,1,0.666666667,1,,,,,,
37.2936298,-121.9750516,95032,0.220241230380280,1.574066729944790,0.861434086,1,0.333333333,1,,,,,,
37.2795579,-121.9975566,95070,0.268768215176094,1.227754909384660,0.66591102,1,0.333333333,1,,,,,,
37.2991858,-121.9861696,95051,0.476904034551774,1.241948346560480,0.673924446,0,0.333333333,1,,,,,,
37.2816897,-121.9906291,95070,0.268768215176094,1.705371560134030,0.935567054,1,1,1,,,,,,
37.3085199,-121.9858154,95051,0.476904034551774,0.994613615,0.534282534,0,0.333333333,1,,,,,,
37.2960894,-121.9909321,95051,0.476904034551774,1.200626045878750,0.650594423,0,1,1,,,,,,
37.2945064,-121.9863035,95051,0.476904034551774,1.382823865700830,0.753460899,0,0.666666667,1,,,,,,
37.2945064,-122.0042816,95070,0.268768215176094,0.907365828,0.485023588,1,1,1,,,,,,
37.2960894,-121.9916046,95051,0.476904034551774,1.187387694586180,0.643120225,0,0.666666667,1,,,,,,
37.2989946,-122.0090149,95070,0.268768215176094,0.788066809,0.417668943,1,1,1,,,,,,
37.2886359,-121.9958347,95070,0.268768215176094,1.373893223294140,0.748418776,1,0.333333333,1,,,,,,
37.2989946,-121.9941333,95051,0.476904034551774,1.047644564804580,0.564223105,0,0.333333333,1,,,,,,
37.2989946,-121.9965092,95051,0.476904034551774,1.038174018060700,0.55887616,0,0.666666667,1,,,,,,
37.2960894,-122.0208775,95070,0.268768215176094,0.672065604,0.352176199,1,0.666666667,1,,,,,,
37.2831277,-122.0147021,95070,0.268768215176094,0.086829498,0.021759645,1,1,1,,,,,,
37.3006486,-121.98972,95051,0.476904034551774,1.074844883306700,0.579580045,0,1,1,,,,,,
37.298107,-121.9698493,95051,0.476904034551774,1.612614476593630,0.883197634,0,0.333333333,1,,,,,,
37.2973888,-121.9632039,95032,0.220241230380280,1.606242023795220,0.879599831,1,1,1,,,,,,
37.2945064,-121.9993336,95070,0.268768215176094,1.208768242816790,0.655191399,1,0.666666667,1,,,,,,
37.3005419,-121.9873893,95051,0.476904034551774,1.154522943666890,0.624565222,0,1,1,,,,,,
37.2899865,-121.9952944,95051,0.476904034551774,1.369147755428560,0.745739548,0,1,1,,,,,,
37.2831277,-121.9916682,95070,0.268768215176094,1.635181913816970,0.89593891,1,1,1,,,,,,
37.2960894,-121.9516144,95008,0.397310298816671,1.219811768589070,0.661426428,0,0.666666667,1,,,,,,
37.2831277,-121.9754498,95032,0.220241230380280,1.241624232932110,0.673741456,1,0.666666667,1,,,,,,
37.2857072,-121.9491126,95008,0.397310298816671,1.061310606404920,0.571938771,0,0.666666667,1,,,,,,
37.298107,-121.974871,95051,0.476904034551774,1.519852829905900,0.830825637,0,0.333333333,1,,,,,,
37.298107,-121.9780979,95051,0.476904034551774,1.500105753160250,0.819676699,0,1,1,,,,,,
37.3004791,-121.9970566,95051,0.476904034551774,0.985406322,0.529084218,0,1,1,,,,,,
37.2857072,-121.9604665,95032,0.220241230380280,1.232865778033680,0.668796549,1,0.666666667,1,,,,,,
37.2991858,-121.9826598,95051,0.476904034551774,1.391815564476850,0.758537493,0,0.333333333,1,,,,,,
37.3006486,-121.9975118,95051,0.476904034551774,0.981630215,0.526952278,0,0.666666667,1,,,,,,
37.3028574,-122.0200333,95070,0.268768215176094,0.863040384,0.45999803,1,0.333333333,1,,,,,,
37.2918084,-122.0032118,95070,0.268768215176094,0.923996733,0.494413177,1,0.333333333,1,,,,,,
37.2960894,-121.9519983,95008,0.397310298816671,1.246129784304510,0.676285231,0,0.333333333,1,,,,,,
37.3028574,-121.9723283,95051,0.476904034551774,1.391332213897670,0.758264599,0,0.666666667,1,,,,,,
37.2960894,-121.9573979,95008,0.397310298816671,1.617018088952240,0.885683855,0,1,1,,,,,,
37.2795579,-121.9842032,95032,0.220241230380280,1.551429536424860,0.848653427,1,1,1,,,,,,
37.2816897,-121.9825733,95032,0.220241230380280,1.514651418037780,0.827888988,1,0.333333333,1,,,,,,
37.2857072,-121.9531547,95008,0.397310298816671,1.335567160842800,0.726780389,0,0.333333333,1,,,,,,
37.3004791,-122.0026398,95051,0.476904034551774,1.079785547431810,0.582369478,0,0.333333333,1,,,,,,
37.3004791,-122.0025453,95051,0.476904034551774,1.077107872571360,0.580857698,0,0.666666667,1,,,,,,
37.3075707,-122.0048461,95051,0.476904034551774,0.938913507,0.50283499,0,0.666666667,1,,,,,,
37.2816897,-122.011514,95070,0.268768215176094,0.263158328,0.121312567,1,0.333333333,1,,,,,,
37.2945064,-121.9414237,95008,0.397310298816671,0.514968731,0.263481385,0,1,1,,,,,,
37.2936298,-122.0147542,95070,0.268768215176094,0.462382893,0.233792118,1,1,1,,,,,,
37.298107,-122.001449,95051,0.476904034551774,1.130399377970160,0.610945376,0,0.666666667,1,,,,,,
37.3075707,-121.9995789,95051,0.476904034551774,0.760808023,0.402278993,0,1,1,,,,,,
37.3006486,-121.9912645,95051,0.476904034551774,1.035000035185310,0.557084171,0,0.666666667,1,,,,,,
37.2936298,-121.9764668,95032,0.220241230380280,1.614032956776690,0.883998489,1,1,1,,,,,,
37.2936298,-122.0170253,95070,0.268768215176094,0.475857761,0.241399849,1,0.666666667,1,,,,,,
37.2882109,-122.0104479,95070,0.268768215176094,0.426074879,0.213293094,1,1,1,,,,,,
37.3006486,-122.0024081,95051,0.476904034551774,1.067591848627370,0.575485077,0,1,1,,,,,,
37.3085199,-121.9652343,95051,0.476904034551774,1.443041414223450,0.787458929,0,0.666666667,1,,,,,,
37.3028574,-121.9793411,95051,0.476904034551774,1.327628399088780,0.722298269,0,0.666666667,1,,,,,,
37.3085199,-121.9601713,95051,0.476904034551774,1.685932955414850,0.924592276,0,0.333333333,1,,,,,,
37.2816897,-121.9801176,95032,0.220241230380280,1.393611214764350,0.759551293,1,0.666666667,1,,,,,,
37.2882109,-121.9598376,95032,0.220241230380280,1.333681760245860,0.725715917,1,0.666666667,1,,,,,,
37.2882109,-121.998313,95070,0.268768215176094,1.203197077830320,0.652045993,1,0.333333333,1,,,,,,
