Index,POLE_SUB_DIST
117,0.808422227977484
118,0.817613570259640
119,0.891644709992871
120,0.939687482034519
121,0.887696274625976
122,0.919686077000000
123,0.923765692744741
124,1.064211284969020
125,0.977884335506890
126,1.006105820796780
127,1.035192731730110
128,1.049741279000000
129,0.052533365000000
130,0.072845989000000
131,0.093839557000000
132,0.116962930959865
133,0.137613097550775
134,0.141920914321054
135,0.126610920291422
136,0.141786307787260
137,0.134415631381216
138,0.164613907480804
139,0.186405343684352
140,0.184544626508522
141,5.362432963739880
142,0.196660301978136
143,0.197249373688975
144,0.208856780000000
145,0.161209893309260
146,0.126065146201758
147,0.129073161776978
148,0.144258241347043
149,0.142269956636698
150,0.147737683465979
151,0.132550327165834
152,0.176669771659552
153,0.204590996452326
154,0.227121232666134
155,0.261433247228821
156,0.244805275123147
157,0.296817345037699
158,0.333198726589262
159,0.410636903270918
160,0.405778765274551
161,0.433045528896024
162,0.479558752206143
163,0.516276096827857
164,0.552052041174462
165,0.551847093963690
166,0.544532028488574
167,0.528014980962765
168,0.384797486261309
169,0.424763709083068
170,0.422601849126626
171,1.819495643412400
172,1.701663620316830
173,1.564617222134230
174,1.598849573597520
175,1.466372587071800
176,1.467764561892460
177,1.487741511777640
178,1.670805315859520
179,1.475333792465780
180,1.523959348045350
181,1.574522038953970
182,1.369147755428560
183,1.391096230982530
184,1.492240920488680
185,1.665381606118730
186,1.301471091841200
187,1.342669634694970
188,1.356184327975620
189,1.548537029125400
190,1.591356931544070
191,1.234516946534510
192,1.277580002180500
193,1.340041151390710
194,1.564705758793270
195,1.217008510698650
196,1.295930570566430
197,1.382823865700830
198,1.504760779561090
199,1.572362549633270
200,1.632471115348330
201,1.144504888195290
202,1.148332718514870
203,1.173692036475960
204,1.187387694586180
205,1.200626045878750
206,1.363477444596470
207,1.397523203327720
208,1.574183358736510
209,1.099296272737730
210,1.097065453032550
211,1.142504558722170
212,1.300596978125390
213,1.304548522227590
214,1.529028564869670
215,1.527663917161250
216,1.558065574834710
217,1.573396629861260
218,1.130399377970160
219,1.071043274457790
220,1.082264440470930
221,1.175279218232980
222,1.269478016407090
223,1.507017576264840
224,1.508210355514670
225,1.500470037426440
226,1.500105753160250
227,1.519852829905900
228,1.612614476593630
229,1.038174018060700
230,1.047644564804580
231,1.123188234846310
232,1.248874764429530
233,1.469453581804760
234,1.469117422869870
235,1.547741152261950
236,1.082396159515170
237,1.067121199710050
238,1.048305456588620
239,1.034682508786800
240,1.070076525303990
241,1.241948346560480
242,1.391815564476850
243,1.460687282570670
244,1.464089840199270
245,1.464306783530200
246,1.487271163024150
247,1.598548383567960
248,1.079785547431810
249,1.077107872571360
250,0.985406321975915
251,1.003262591545910
252,1.117386904123150
253,1.260314560000000
254,1.413737499556280
255,1.414694660000000
256,1.415024788592890
257,1.504758471476520
258,1.540552086040380
259,1.637142325876130
260,1.068757575177820
261,0.999430303000000
262,1.013750102656230
263,1.154522943666890
264,1.412579662457300
265,1.432861772000000
266,1.471261116964090
267,1.526052197359030
268,1.616710757633450
269,1.651284872765270
270,1.067591848627370
271,0.981630215364852
272,0.978630964287481
273,1.035000035185310
274,1.074844883306700
275,1.256770655725260
276,1.407210836084180
277,1.465996252980910
278,1.546144275305680
279,1.648977375081080
280,1.000384724919970
281,0.909565901655493
282,0.899781392644760
283,0.905458915588881
284,0.909259789459043
285,0.920367980884098
286,0.988149498142795
287,1.062212749546920
288,1.081243611222430
289,1.229075877542700
290,1.294107256334910
291,1.327628399088780
292,1.335903864020110
293,1.354732062811310
294,1.391332213897670
295,1.510448659473350
296,1.527080830178280
297,1.018067248822100
298,0.876021767877240
299,0.825266849850134
300,0.829345901712721
301,0.884227037722287
302,1.023260347170770
303,1.068687413816200
304,1.173216734213420
305,1.272665532752650
306,1.253929644539710
307,1.248800779378510
308,1.307961635420750
309,1.383372696187410
310,1.501235390450740
311,1.648893763348160
312,0.938913507389238
313,0.760808023471217
314,0.731116874403782
315,0.906251646741616
316,1.101949547520930
317,1.153835899213580
318,1.240479421832630
319,1.320436690562830
320,1.426101122960750
321,1.687730311456200
322,0.937239382446593
323,0.854631270024630
324,0.802527978507962
325,0.689494312614559
326,0.736183891259843
327,0.873569833271235
328,0.994613615485641
329,1.091936742285860
330,1.118907987967540
331,1.127491817741100
332,1.155700424163130
333,1.298201800212910
334,1.432617962903100
335,1.443041414223450
336,1.685932955414850
337,1.779432708881060
338,1.814536432977730
339,1.551429536424860
340,1.272650264180200
341,1.095327185799170
342,0.974774246922754
343,0.943220721125396
344,0.947764616627942
345,1.041372384217460
346,1.053969687663160
347,1.063057603282850
348,1.219499167668740
349,1.269360953710300
350,1.672048423460130
351,1.514651418037780
352,1.393611214764350
353,1.305284784347600
354,1.080357496934690
355,1.067355262092380
356,1.063413587673470
357,1.044379520355280
358,1.020004146554940
359,1.071350357550420
360,1.730388894808350
361,1.478542666302150
362,1.410277019366380
363,1.241624232932110
364,1.129479356702290
365,1.070403386304020
366,1.071348404897940
367,1.080901671295650
368,1.087962217931130
369,1.623482194835690
370,1.370768066539990
371,1.213793253914310
372,1.171188650454510
373,1.185773608775930
374,1.232865778033680
375,1.281868779161290
376,1.391761433000000
377,1.525925162148950
378,1.434910794943350
379,1.390516456747400
380,1.292378492247900
381,1.256028810142470
382,1.333681760245860
383,1.382994951294930
384,1.639665539458940
385,1.409819843724810
386,1.294333746544850
387,1.288066147248640
388,1.280324697869690
389,1.299981771398320
390,1.421253673361610
391,1.444383838697730
392,1.601495445427750
393,1.453890736480130
394,1.442529279399540
395,1.422206335717870
396,1.325977428571540
397,1.321779794065010
398,1.336149294862330
399,1.443382675867890
400,1.601433203702950
401,1.443470980780730
402,1.409777923113850
403,1.406325425995750
404,1.388092549262460
405,1.389513568629530
406,1.391367618265090
407,1.473842166504210
408,1.486511894686680
409,1.526332954212090
410,1.614032956776690
411,1.574066729944790
412,1.462025035532270
413,1.455596205004270
414,1.468655206964200
415,1.495948166222770
416,1.501390326314860
417,1.545690320385310
418,1.604150888525640
419,1.536926255696900
420,1.501666820722390
421,1.496606312146070
422,1.486543849517990
423,1.519686232338300
424,1.604163843400190
425,1.592937333285960
426,1.583411046254090
427,1.545607631762260
428,1.568014593096590
429,1.591732762959370
430,1.606242023795220
431,1.645914745711030
432,1.652019967318580
433,1.667219360234810
434,1.627054594344300
435,1.621900991048650
436,1.675038240820250
437,1.683009229115980
438,1.652474294277900
439,1.707867498877010
440,1.665730848102810
441,1.720436817372000
442,1.768529064235260
443,1.721381062257890
444,1.736514034294650
445,1.718001963802420
446,1.758723727060540
447,1.179330858188670
448,1.335567160842800
449,1.061310606404920
450,0.665521978436485
451,0.588055346091223
452,0.320846387377167
453,0.258994159064808
454,0.381602724607259
455,0.754511233031476
456,1.428484694159090
457,1.251030551742630
458,0.834754493503718
459,1.409115172325360
460,1.021065689506990
461,0.630848025306149
462,1.472956790896500
463,1.179774604550320
464,1.163875053066170
465,1.103132952118540
466,1.044368933246700
467,1.551238539088640
468,1.324054294318560
469,1.216359541801940
470,0.889306920250263
471,1.511481781141570
472,1.086950816558450
473,0.722600225751422
474,0.514968731000000
475,1.617018088952240
476,1.246129784304510
477,1.219811768589070
478,1.131146823192800
479,1.459627816211470
480,1.170127457678460
481,0.941775738903725
482,1.328130837593520
483,1.551455867742630
484,1.333795538786190
485,1.278342020877690
486,1.275994730494470
487,1.052691440475770
488,0.905602513144878
489,0.618054897728978
490,0.284499654528783
491,1.640376762787600
492,1.464371467381280
493,1.218216655181730
494,0.806861499000000
495,0.727833152095402
496,1.499675247137540
497,1.436875147914870
498,1.104834537776990
499,1.074939893319310
500,1.625564505857210
501,1.392646034565850
502,1.132183036755640
503,1.730476597136090
504,1.397964286222770
505,1.008396857994990
506,0.863528278312177
507,0.550174450936846
508,0.322364778890352
509,0.371024157554584
510,1.671829202739940
511,1.622173227864780
512,1.246087213995280
513,1.518421740985830
514,1.471190514062800
515,1.394065482836850
516,1.262090091780010
517,0.991538334938760
518,0.700174906017465
519,0.635163093139241
520,0.625378814846850
521,0.575241844238951
522,1.626271762184440
523,1.327750265021410
524,0.990296546778804
525,0.952929176274968
526,0.964009852932498
