POLE_LAT,POLE_LONG,POLE_ZIPCODE,POLE_POP_SCALED,POLE_SUB_DIST,POLE_SUB_DIST_SCALED,POLE_ZONE,SYNTH_SENSOR_DATA,FAKE_OR_SYNTH,POLE_CRIT_LABEL,POLE_CRIT_CALC
37.2776032,-122.0146409,95070,0.268768215,0.134415631,,1,1,0,,
37.2791201,-122.0169299,95070,0.268768215,0.132550327,,1,1,0,,
37.2777964,-122.0213324,95070,0.268768215,0.433045529,,1,1,0,,
37.2777927,-122.0198096,95070,0.268768215,0.333198727,,1,1,0,,
37.2776294,-122.0143476,95070,0.268768215,0.141786308,,1,1,0,,
37.2776046,-122.0151653,95070,0.268768215,0.12661092,,1,1,0,,
37.2777932,-122.0192406,95070,0.268768215,0.296817345,,1,1,0,,
37.2786135,-122.0186063,95070,0.268768215,0.244805275,,1,1,0,,
37.2774861,-122.0145025,95070,0.268768215,0.141920914,,1,1,0,,
37.2795579,-121.9894266,95070,0.268768215,1.789135851,,1,1,1,,
37.2886359,-121.9624128,95032,0.22024123,1.299981771,,1,1,1,,
37.2989946,-121.9651317,95032,0.22024123,1.652474294,,1,1,1,,
37.2857072,-121.9827065,95032,0.22024123,1.623482195,,1,1,1,,
37.298107,-121.9596214,95032,0.22024123,1.683009229,,1,1,1,,
37.2989946,-121.9599711,95032,0.22024123,1.707867499,,1,1,1,,
37.2945064,-121.9750673,95032,0.22024123,1.604150889,,1,1,1,,
37.2886359,-121.9564142,95032,0.22024123,1.444383839,,1,1,1,,
37.2936298,-121.9609228,95032,0.22024123,1.501390326,,1,1,1,,
37.2936298,-121.9612485,95032,0.22024123,1.495948166,,1,1,1,,
37.2936298,-121.9633506,95032,0.22024123,1.468655207,,1,1,1,,
37.2795579,-121.9787602,95032,0.22024123,1.272650264,,1,1,1,,
37.2882109,-121.9579513,95032,0.22024123,1.382994951,,1,1,1,,
37.2973888,-121.9599255,95032,0.22024123,1.652019967,,1,1,1,,
37.2816897,-121.9906291,95070,0.268768215,1.70537156,,1,1,1,,
37.2973888,-121.9632039,95032,0.22024123,1.606242024,,1,1,1,,
37.2831277,-121.9916682,95070,0.268768215,1.635181914,,1,1,1,,
37.2795579,-121.9842032,95032,0.22024123,1.551429536,,1,1,1,,
37.2936298,-121.9764668,95032,0.22024123,1.614032957,,1,1,1,,
37.2816897,-121.9960314,95070,0.268768215,1.332130718,,1,1,1,,
37.2945064,-121.9617397,95032,0.22024123,1.519686232,,1,1,1,,
37.2831277,-121.9796294,95032,0.22024123,1.410277019,,1,1,1,,
37.2899865,-121.9794375,95032,0.22024123,1.601495445,,1,1,1,,
37.3004791,-121.9629688,95032,0.22024123,1.720436817,,1,1,1,,
37.3004791,-121.9595143,95032,0.22024123,1.768529064,,1,1,1,,
37.2945064,-121.9694399,95032,0.22024123,1.501666821,,1,1,1,,
37.2918084,-121.9648342,95032,0.22024123,1.391367618,,1,1,1,,
37.2960894,-121.9673096,95032,0.22024123,1.545607632,,1,1,1,,
37.2899865,-121.9579096,95032,0.22024123,1.443382676,,1,1,1,,
37.2816897,-121.9781687,95032,0.22024123,1.305284784,,1,1,1,,
37.3006486,-121.964071,95032,0.22024123,1.718001964,,1,1,1,,
37.2795579,-121.9550796,95032,0.22024123,1.219499168,,1,1,1,,
37.2899865,-121.9981833,95070,0.268768215,1.22765814,,1,1,1,,
37.2857072,-122.003931,95070,0.268768215,0.804371799,,1,1,1,,
37.2991858,-122.0064041,95070,0.268768215,0.905365944,,1,1,1,,
37.3049715,-122.0112639,95070,0.268768215,0.919686077,,1,1,1,,
37.2899865,-122.0065505,95070,0.268768215,0.687931338,,1,1,1,,
37.3049715,-122.0173599,95070,0.268768215,0.887696275,,1,1,1,,
37.2991858,-122.0026931,95070,0.268768215,1.095852344,,1,1,1,,
37.3028574,-122.0081437,95070,0.268768215,0.939687482,,1,1,1,,
37.2795579,-121.964513,95032,0.22024123,0.947764617,,1,1,1,,
37.2991858,-122.008831,95070,0.268768215,0.800943254,,1,1,1,,
37.3028574,-122.0095728,95070,0.268768215,0.89164471,,1,1,1,,
37.2989946,-122.0029307,95070,0.268768215,1.078561562,,1,1,1,,
37.2831277,-121.9658901,95032,0.22024123,1.070403386,,1,1,1,,
37.3085199,-122.0109769,95070,0.268768215,1.049741279,,1,1,1,,
37.2795579,-121.9675657,95032,0.22024123,0.943220721,,1,1,1,,
37.2795579,-121.9744865,95032,0.22024123,1.095327186,,1,1,1,,
37.3004791,-122.0092043,95070,0.268768215,0.827207981,,1,1,1,,
37.3028574,-122.0127834,95070,0.268768215,0.81761357,,1,1,1,,
37.2918084,-122.0037682,95070,0.268768215,0.889373987,,1,1,1,,
37.2945064,-122.0042816,95070,0.268768215,0.907365828,,1,1,1,,
37.2989946,-122.0090149,95070,0.268768215,0.788066809,,1,1,1,,
37.2816897,-121.998489,95070,0.268768215,1.162346557,,1,1,1,,
37.2882109,-122.0036151,95070,0.268768215,0.84940964,,1,1,1,,
37.2989946,-122.0120156,95070,0.268768215,0.695538221,,1,1,1,,
37.2816897,-121.9614736,95032,0.22024123,1.071350358,,1,1,1,,
37.2816897,-121.9673963,95032,0.22024123,1.020004147,,1,1,1,,
37.2816897,-121.9697496,95032,0.22024123,1.04437952,,1,1,1,,
37.2989946,-122.0125282,95070,0.268768215,0.684778399,,1,1,1,,
37.2816897,-121.9715948,95032,0.22024123,1.080357497,,1,1,1,,
37.3006486,-122.0139739,95070,0.268768215,0.723789334,,1,1,1,,
37.2989946,-122.016216,95070,0.268768215,0.660325446,,1,1,1,,
37.3006486,-122.0205322,95070,0.268768215,0.803623968,,1,1,1,,
37.2886359,-122.0066008,95070,0.268768215,0.662661029,,1,1,1,,
37.2857072,-121.9712965,95032,0.22024123,1.213793254,,1,0.666666667,1,,
37.2795579,-121.9594172,95032,0.22024123,1.053969688,,1,0.666666667,1,,
37.2899865,-122.0037534,95070,0.268768215,0.862836533,,1,0.666666667,1,,
37.2831277,-121.9634813,95032,0.22024123,1.087962218,,1,0.666666667,1,,
37.2795579,-121.9598291,95032,0.22024123,1.041372384,,1,0.666666667,1,,
37.2831277,-121.9641137,95032,0.22024123,1.080901671,,1,0.666666667,1,,
37.2831277,-121.9655457,95032,0.22024123,1.071348405,,1,0.666666667,1,,
37.2795579,-121.9701014,95032,0.22024123,0.974774247,,1,0.666666667,1,,
37.2857072,-121.9630836,95032,0.22024123,1.185773609,,1,0.666666667,1,,
37.2960894,-122.0076438,95070,0.268768215,0.764091446,,1,0.666666667,1,,
37.3005419,-122.0195403,95070,0.268768215,0.771627984,,1,0.666666667,1,,
37.3028574,-122.017103,95070,0.268768215,0.808422228,,1,0.666666667,1,,
37.3049715,-122.0065653,95070,0.268768215,1.064211285,,1,0.666666667,1,,
37.3004791,-122.0073567,95070,0.268768215,0.899010578,,1,0.666666667,1,,
37.2936298,-121.9998436,95070,0.268768215,1.163599881,,1,0.666666667,1,,
37.2960894,-122.0208775,95070,0.268768215,0.672065604,,1,0.666666667,1,,
37.2945064,-121.9993336,95070,0.268768215,1.208768243,,1,0.666666667,1,,
37.2973888,-122.020521,95070,0.268768215,0.698593721,,1,0.666666667,1,,
37.2882109,-122.0013375,95070,0.268768215,1.000275978,,1,0.666666667,1,,
37.3006486,-122.0090668,95070,0.268768215,0.837408335,,1,0.666666667,1,,
37.2816897,-121.971006,95032,0.22024123,1.067355262,,1,0.666666667,1,,
37.2973888,-122.0117128,95070,0.268768215,0.647965131,,1,0.666666667,1,,
37.2886359,-122.0021944,95070,0.268768215,0.947711132,,1,0.666666667,1,,
37.298107,-122.0081138,95070,0.268768215,0.798360189,,1,0.666666667,1,,
37.2973888,-122.0070765,95070,0.268768215,0.82557894,,1,0.666666667,1,,
37.3005419,-122.0059436,95070,0.268768215,0.963483008,,1,0.666666667,1,,
37.2886359,-121.9571407,95032,0.22024123,1.421253673,,1,0.666666667,1,,
37.2886359,-121.9693154,95032,0.22024123,1.288066147,,1,0.666666667,1,,
37.2857072,-121.9975929,95070,0.268768215,1.235852624,,1,0.666666667,1,,
37.2936298,-121.9587466,95032,0.22024123,1.54569032,,1,0.666666667,1,,
37.298107,-121.9600532,95032,0.22024123,1.675038241,,1,0.666666667,1,,
37.2816897,-121.9855373,95032,0.22024123,1.672048423,,1,0.666666667,1,,
37.2936298,-121.9672694,95032,0.22024123,1.455596205,,1,0.666666667,1,,
37.2936298,-121.9685237,95032,0.22024123,1.462025036,,1,0.666666667,1,,
37.2831277,-121.9754498,95032,0.22024123,1.241624233,,1,0.666666667,1,,
37.2857072,-121.9604665,95032,0.22024123,1.232865778,,1,0.666666667,1,,
37.2816897,-121.9801176,95032,0.22024123,1.393611215,,1,0.666666667,1,,
37.2882109,-121.9598376,95032,0.22024123,1.33368176,,1,0.666666667,1,,
37.2973888,-121.966552,95032,0.22024123,1.591732763,,1,0.666666667,1,,
37.2882109,-121.9763759,95032,0.22024123,1.434910795,,1,0.666666667,1,,
37.2945064,-121.966783,95032,0.22024123,1.48654385,,1,0.666666667,1,,
37.2918084,-121.9571268,95032,0.22024123,1.526332954,,1,0.666666667,1,,
37.2831277,-121.9811012,95032,0.22024123,1.478542666,,1,0.666666667,1,,
37.2882109,-121.9707435,95032,0.22024123,1.292378492,,1,0.666666667,1,,
37.2918084,-121.972091,95032,0.22024123,1.443470981,,1,0.666666667,1,,
37.3005419,-121.9617148,95032,0.22024123,1.736514034,,1,0.666666667,1,,
37.2945064,-121.9688782,95032,0.22024123,1.496606312,,1,0.666666667,1,,
37.2918084,-121.9696485,95032,0.22024123,1.406325426,,1,0.666666667,1,,
37.2918084,-121.966909,95032,0.22024123,1.388092549,,1,0.666666667,1,,
37.2960894,-121.9726218,95032,0.22024123,1.604163843,,1,0.666666667,1,,
37.2899865,-121.975124,95032,0.22024123,1.453890736,,1,0.666666667,1,,
37.2886359,-121.996936,95070,0.268768215,1.299459787,,1,0.666666667,1,,
37.2960894,-121.971993,95032,0.22024123,1.592937333,,1,0.666666667,1,,
37.2899865,-121.9634157,95032,0.22024123,1.336149295,,1,0.666666667,1,,
37.2831277,-121.9920513,95070,0.268768215,1.608739778,,1,0.666666667,1,,
37.3006486,-121.9604334,95032,0.22024123,1.758723727,,1,0.666666667,1,,
37.2857072,-121.9552982,95032,0.22024123,1.391761433,,1,0.666666667,1,,
37.2831277,-121.9928545,95070,0.268768215,1.553304934,,1,0.666666667,1,,
37.2899865,-121.9680141,95032,0.22024123,1.325977429,,1,0.666666667,1,,
37.2899865,-121.9739618,95032,0.22024123,1.422206336,,1,0.666666667,1,,
37.2857072,-121.9768024,95032,0.22024123,1.370768067,,1,0.333333333,1,,
37.2886359,-121.9685083,95032,0.22024123,1.280324698,,1,0.333333333,1,,
37.2886359,-121.9698378,95032,0.22024123,1.294333747,,1,0.333333333,1,,
37.2795579,-121.9539787,95032,0.22024123,1.269360954,,1,0.333333333,1,,
37.2886359,-121.9751467,95032,0.22024123,1.409819844,,1,0.333333333,1,,
37.2886359,-121.9813154,95032,0.22024123,1.639665539,,1,0.333333333,1,,
37.298107,-121.964688,95032,0.22024123,1.621900991,,1,0.333333333,1,,
37.2795579,-121.9954484,95070,0.268768215,1.373297235,,1,0.333333333,1,,
37.298107,-121.968819,95032,0.22024123,1.627054594,,1,0.333333333,1,,
37.2973888,-121.9602637,95032,0.22024123,1.645914746,,1,0.333333333,1,,
37.2973888,-121.9591477,95032,0.22024123,1.66721936,,1,0.333333333,1,,
37.2991858,-121.9639199,95032,0.22024123,1.665730848,,1,0.333333333,1,,
37.2936298,-121.9750516,95032,0.22024123,1.57406673,,1,0.333333333,1,,
37.2886359,-121.9958347,95070,0.268768215,1.373893223,,1,0.333333333,1,,
37.2816897,-121.9825733,95032,0.22024123,1.514651418,,1,0.333333333,1,,
37.2831277,-121.9860147,95032,0.22024123,1.730388895,,1,0.333333333,1,,
37.2882109,-121.9660897,95032,0.22024123,1.25602881,,1,0.333333333,1,,
37.2960894,-121.9623835,95032,0.22024123,1.568014593,,1,0.333333333,1,,
37.3005419,-121.9631152,95032,0.22024123,1.721381062,,1,0.333333333,1,,
37.2795579,-121.9888017,95032,0.22024123,1.814536433,,1,0.333333333,1,,
37.2918084,-121.9699424,95032,0.22024123,1.409777923,,1,0.333333333,1,,
37.2918084,-121.9586116,95032,0.22024123,1.486511895,,1,0.333333333,1,,
37.2882109,-121.9749696,95032,0.22024123,1.390516457,,1,0.333333333,1,,
37.2918084,-121.9591384,95032,0.22024123,1.473842167,,1,0.333333333,1,,
37.2918084,-121.9652537,95032,0.22024123,1.389513569,,1,0.333333333,1,,
37.2918084,-121.9779033,95032,0.22024123,1.601433204,,1,0.333333333,1,,
37.2945064,-121.9719968,95032,0.22024123,1.536926256,,1,0.333333333,1,,
37.2899865,-121.9670408,95032,0.22024123,1.321779794,,1,0.333333333,1,,
37.2882109,-121.9788748,95032,0.22024123,1.525925162,,1,0.333333333,1,,
37.2960894,-121.9714027,95032,0.22024123,1.583411046,,1,0.333333333,1,,
37.2857072,-121.9585724,95032,0.22024123,1.281868779,,1,0.333333333,1,,
37.2899865,-121.9747229,95032,0.22024123,1.442529279,,1,0.333333333,1,,
37.2831277,-121.995419,95070,0.268768215,1.376344303,,1,0.333333333,1,,
37.2795579,-121.9591318,95032,0.22024123,1.063057603,,1,0.333333333,1,,
37.2857072,-121.9681649,95032,0.22024123,1.17118865,,1,0.333333333,1,,
37.2991858,-122.015265,95070,0.268768215,0.664333104,,1,0.333333333,1,,
37.3004791,-122.0147355,95070,0.268768215,0.712793071,,1,0.333333333,1,,
37.3005419,-122.012478,95070,0.268768215,0.740260043,,1,0.333333333,1,,
37.2831277,-121.9715694,95032,0.22024123,1.129479357,,1,0.333333333,1,,
37.2918084,-122.0077142,95070,0.268768215,0.656160945,,1,0.333333333,1,,
37.3049715,-122.0110735,95070,0.268768215,0.923765693,,1,0.333333333,1,,
37.3005419,-122.013203,95070,0.268768215,0.728640462,,1,0.333333333,1,,
37.2960894,-122.0025432,95070,0.268768215,1.039838679,,1,0.333333333,1,,
37.3085199,-122.0117867,95070,0.268768215,1.035192732,,1,0.333333333,1,,
37.3075707,-122.0136877,95070,0.268768215,0.977884336,,1,0.333333333,1,,
37.3075707,-122.0115176,95070,0.268768215,1.006105821,,1,0.333333333,1,,
37.3004791,-122.0042391,95070,0.268768215,1.044639644,,1,0.333333333,1,,
37.3005419,-122.0116961,95070,0.268768215,0.756318707,,1,0.333333333,1,,
37.2795579,-121.9975566,95070,0.268768215,1.227754909,,1,0.333333333,1,,
37.3028574,-122.0200333,95070,0.268768215,0.863040384,,1,0.333333333,1,,
37.2918084,-122.0032118,95070,0.268768215,0.923996733,,1,0.333333333,1,,
37.2882109,-121.998313,95070,0.268768215,1.203197078,,1,0.333333333,1,,
37.2918084,-122.0012886,95070,0.268768215,1.045729969,,1,0.333333333,1,,
37.2918084,-122.0017196,95070,0.268768215,1.018206361,,1,0.333333333,1,,
37.2816897,-122.0036798,95070,0.268768215,0.80378006,,1,0.333333333,1,,
37.2795579,-122.002583,95070,0.268768215,0.880923186,,1,0.333333333,1,,
37.3005419,-122.0068941,95070,0.268768215,0.920672619,,1,0.333333333,1,,
37.2936298,-122.0036207,95070,0.268768215,0.929711675,,1,0.333333333,1,,
37.2816897,-121.9708138,95032,0.22024123,1.063413588,,1,0.333333333,1,,
37.298107,-122.0119065,95070,0.268768215,0.667512894,,1,0.333333333,1,,
37.2886359,-121.9994561,95070,0.268768215,1.129968252,,1,0.333333333,1,,
37.298107,-122.0025593,95070,0.268768215,1.079893013,,1,0.333333333,1,,
37.2936298,-122.0050771,95070,0.268768215,0.843784058,,1,0.333333333,1,,
37.298107,-122.0098737,95070,0.268768215,0.728900549,,1,0.333333333,1,,
37.3005419,-122.0066063,95070,0.268768215,0.933354581,,1,0.333333333,1,,
37.298107,-122.0096394,95070,0.268768215,0.73736862,,1,0.333333333,1,,
37.2831277,-121.9979445,95070,0.268768215,1.202143967,,1,0.333333333,1,,
37.2831277,-122.0029731,95070,0.268768215,0.855659333,,1,0.333333333,1,,
37.2973888,-122.0036609,95070,0.268768215,1.002846513,,1,0.333333333,1,,
37.2831277,-122.0056585,95070,0.268768215,0.671042769,,1,0.333333333,1,,
37.3049715,-121.9943138,95051,0.476904035,0.829345902,,0,0.666666667,1,,
37.3028574,-121.9939976,95051,0.476904035,0.909259789,,0,0.666666667,1,,
37.3085199,-121.9964838,95051,0.476904035,0.689494313,,0,0.666666667,1,,
37.3049715,-121.9947377,95051,0.476904035,0.82526685,,0,0.666666667,1,,
37.3085199,-121.9924486,95051,0.476904035,0.736183891,,0,0.666666667,1,,
37.3028574,-121.9950849,95051,0.476904035,0.899781393,,0,0.666666667,1,,
37.3028574,-121.9943559,95051,0.476904035,0.905458916,,0,0.666666667,1,,
37.2991858,-121.9974636,95051,0.476904035,1.034682509,,0,0.666666667,1,,
37.3085199,-122.0021441,95051,0.476904035,0.802527979,,0,0.666666667,1,,
37.2991858,-122.0009642,95051,0.476904035,1.08239616,,0,0.666666667,1,,
37.2973888,-121.9972767,95051,0.476904035,1.099296273,,0,0.666666667,1,,
37.2945064,-121.9934579,95051,0.476904035,1.217008511,,0,0.666666667,1,,
37.3049715,-122.000688,95051,0.476904035,0.876021768,,0,0.666666667,1,,
37.3049715,-121.9873176,95051,0.476904035,1.023260347,,0,0.666666667,1,,
37.3028574,-121.9901786,95051,0.476904035,0.988149498,,0,0.666666667,1,,
37.3049715,-121.9862594,95051,0.476904035,1.068687414,,0,0.666666667,1,,
37.2991858,-121.9920423,95051,0.476904035,1.070076525,,0,0.666666667,1,,
37.2960894,-121.9916046,95051,0.476904035,1.187387695,,0,0.666666667,1,,
37.2989946,-121.9965092,95051,0.476904035,1.038174018,,0,0.666666667,1,,
37.3006486,-121.9975118,95051,0.476904035,0.981630215,,0,0.666666667,1,,
37.3004791,-122.0025453,95051,0.476904035,1.077107873,,0,0.666666667,1,,
37.3075707,-122.0048461,95051,0.476904035,0.938913507,,0,0.666666667,1,,
37.298107,-122.001449,95051,0.476904035,1.130399378,,0,0.666666667,1,,
37.3006486,-121.9912645,95051,0.476904035,1.035000035,,0,0.666666667,1,,
37.3006486,-121.9954784,95051,0.476904035,0.978630964,,0,0.666666667,1,,
37.3085199,-121.9783381,95051,0.476904035,1.118907988,,0,0.666666667,1,,
37.298107,-121.9956717,95051,0.476904035,1.071043274,,0,0.666666667,1,,
37.298107,-121.9891695,95051,0.476904035,1.175279218,,0,0.666666667,1,,
37.2960894,-121.9948015,95051,0.476904035,1.148332719,,0,0.666666667,1,,
37.2857072,-121.9359549,95008,0.397310299,0.258994159,,0,1,1,,
37.2857072,-121.9374106,95008,0.397310299,0.320846387,,0,1,1,,
37.2945064,-121.9414237,95008,0.397310299,0.514968731,,0,1,1,,
37.3075707,-121.9346659,95008,0.397310299,0.575241844,,0,1,1,,
37.3075707,-121.93804,95008,0.397310299,0.635163093,,0,1,1,,
37.3006486,-121.9345425,95008,0.397310299,0.322364779,,0,1,1,,
37.2989946,-121.9357585,95008,0.397310299,0.284499655,,0,1,1,,
37.2973888,-121.9474158,95008,0.397310299,0.941775739,,0,0.666666667,1,,
37.2960894,-121.9516144,95008,0.397310299,1.219811769,,0,0.666666667,1,,
37.2857072,-121.9491126,95008,0.397310299,1.061310606,,0,0.666666667,1,,
37.2899865,-121.9491844,95008,0.397310299,1.044368933,,0,0.666666667,1,,
37.2945064,-121.9444669,95008,0.397310299,0.722600226,,0,0.666666667,1,,
37.2882109,-121.9460277,95008,0.397310299,0.834754494,,0,0.666666667,1,,
37.2899865,-121.9509173,95008,0.397310299,1.163875053,,0,0.666666667,1,,
37.2936298,-121.9516816,95008,0.397310299,1.216359542,,0,0.666666667,1,,
37.3075707,-121.9399063,95008,0.397310299,0.700174906,,0,0.666666667,1,,
37.3004791,-121.9494295,95008,0.397310299,1.104834538,,0,0.666666667,1,,
37.2991858,-121.9451195,95008,0.397310299,0.806861499,,0,0.666666667,1,,
37.3006486,-121.9479375,95008,0.397310299,1.008396858,,0,0.666666667,1,,
37.2991858,-121.9513028,95008,0.397310299,1.218216655,,0,0.666666667,1,,
37.3005419,-121.9498323,95008,0.397310299,1.132183037,,0,0.666666667,1,,
37.2989946,-121.9488637,95008,0.397310299,1.05269144,,0,0.666666667,1,,
37.3028574,-121.9931802,95051,0.476904035,0.920367981,,0,1,1,,
37.3028574,-121.9984143,95051,0.476904035,0.909565902,,0,1,1,,
37.2973888,-121.9915585,95051,0.476904035,1.142504559,,0,1,1,,
37.2991858,-121.9989416,95051,0.476904035,1.048305457,,0,1,1,,
37.3049715,-121.9913735,95051,0.476904035,0.884227038,,0,1,1,,
37.2991858,-122.0001791,95051,0.476904035,1.0671212,,0,1,1,,
37.3085199,-122.0035075,95051,0.476904035,0.85463127,,0,1,1,,
37.3049715,-122.0049427,95051,0.476904035,1.018067249,,0,1,1,,
37.2989946,-121.9899802,95051,0.476904035,1.123188235,,0,1,1,,
37.3004791,-121.9885193,95051,0.476904035,1.117386904,,0,1,1,,
37.3049715,-121.9840374,95051,0.476904035,1.173216734,,0,1,1,,
37.2960894,-121.9909321,95051,0.476904035,1.200626046,,0,1,1,,
37.3006486,-121.98972,95051,0.476904035,1.074844883,,0,1,1,,
37.3005419,-121.9873893,95051,0.476904035,1.154522944,,0,1,1,,
37.3004791,-121.9970566,95051,0.476904035,0.985406322,,0,1,1,,
37.3075707,-121.9995789,95051,0.476904035,0.760808023,,0,1,1,,
37.3006486,-122.0024081,95051,0.476904035,1.067591849,,0,1,1,,
37.3075707,-121.9781053,95051,0.476904035,1.153835899,,0,1,1,,
37.3075707,-121.9947162,95051,0.476904035,0.731116874,,0,1,1,,
37.2960894,-121.9924144,95051,0.476904035,1.173692036,,0,1,1,,
37.3085199,-121.9742352,95051,0.476904035,1.155700424,,0,1,1,,
37.3085199,-121.9764113,95051,0.476904035,1.127491818,,0,1,1,,
37.3028574,-121.987948,95051,0.476904035,1.06221275,,0,1,1,,
37.2960894,-121.9964966,95051,0.476904035,1.144504888,,0,1,1,,
37.3005419,-121.9989353,95051,0.476904035,0.999430303,,0,0.333333333,1,,
37.3005419,-122.0023205,95051,0.476904035,1.068757575,,0,0.333333333,1,,
37.2973888,-121.9965805,95051,0.476904035,1.097065453,,0,0.333333333,1,,
37.3028574,-122.0026166,95051,0.476904035,1.000384725,,0,0.333333333,1,,
37.3085199,-121.9884254,95051,0.476904035,0.873569833,,0,0.333333333,1,,
37.3085199,-122.0053858,95051,0.476904035,0.937239382,,0,0.333333333,1,,
37.3005419,-121.9925096,95051,0.476904035,1.013750103,,0,0.333333333,1,,
37.3004791,-121.9933314,95051,0.476904035,1.003262592,,0,0.333333333,1,,
37.3085199,-121.9858154,95051,0.476904035,0.994613615,,0,0.333333333,1,,
37.2989946,-121.9941333,95051,0.476904035,1.047644565,,0,0.333333333,1,,
37.3004791,-122.0026398,95051,0.476904035,1.079785547,,0,0.333333333,1,,
37.3075707,-121.9883041,95051,0.476904035,0.906251647,,0,0.333333333,1,,
37.3075707,-121.9841704,95051,0.476904035,1.101949548,,0,0.333333333,1,,
37.3085199,-121.9839364,95051,0.476904035,1.091936742,,0,0.333333333,1,,
37.3028574,-121.984025,95051,0.476904035,1.229075878,,0,0.333333333,1,,
37.3028574,-121.9874452,95051,0.476904035,1.081243611,,0,0.333333333,1,,
37.298107,-121.9938828,95051,0.476904035,1.08226444,,0,0.333333333,1,,
37.3004791,-121.9664577,95051,0.476904035,1.637142326,,0,1,1,,
37.2989946,-121.9795277,95051,0.476904035,1.469453582,,0,1,1,,
37.2918084,-121.9906506,95051,0.476904035,1.356184328,,0,1,1,,
37.3004791,-121.9774605,95051,0.476904035,1.41469466,,0,1,1,,
37.2936298,-121.9822742,95051,0.476904035,1.564705759,,0,1,1,,
37.3004791,-121.9847882,95051,0.476904035,1.26031456,,0,1,1,,
37.2973888,-121.9728856,95051,0.476904035,1.57339663,,0,1,1,,
37.2936298,-121.9886419,95051,0.476904035,1.340041151,,0,1,1,,
37.2936298,-121.9964758,95051,0.476904035,1.234516947,,0,1,1,,
37.3075707,-121.9605941,95051,0.476904035,1.687730311,,0,1,1,,
37.2857072,-121.9910889,95051,0.476904035,1.564617222,,0,1,1,,
37.2960894,-121.9845807,95051,0.476904035,1.397523203,,0,1,1,,
37.2945064,-121.9891903,95051,0.476904035,1.295930571,,0,1,1,,
37.2899865,-121.9925167,95051,0.476904035,1.391096231,,0,1,1,,
37.2899865,-121.9952944,95051,0.476904035,1.369147755,,0,1,1,,
37.298107,-121.9780979,95051,0.476904035,1.500105753,,0,1,1,,
37.298107,-121.9789965,95051,0.476904035,1.500470037,,0,1,1,,
