,POLE_LAT,POLE_LONG,POLE_ZIPCODE,POLE_POP_SCALED,POLE_SUB_DIST,POLE_SUB_DIST_SCALED,POLE_ZONE,SYNTH_SENSOR_DATA,FAKE_OR_SYNTH,POLE_CRIT_LABEL,POLE_CRIT_CALC,Population,Distance,Zone,Tilt Angle
73,37.2973888,-121.9860742,95051,0.476904035,1.300596978,0.707036687,0,0.666666667,1,,,High,High,Urban,Medium
74,37.3004791,-121.9847882,95051,0.476904035,1.26031456,0.684293767,0,1,1,,,High,High,Urban,High
75,37.3004791,-121.9790161,95051,0.476904035,1.4137375,0.770914327,0,0.666666667,1,,,High,High,Urban,Medium
76,37.2945064,-121.9750673,95032,0.22024123,1.604150889,0.878419204,1,1,1,,,Low,High,Forest,High
77,37.2882109,-121.9915775,95051,0.476904035,1.467764562,0.80141729,0,0.666666667,1,,,High,High,Urban,Medium
78,37.2831277,-121.9641137,95032,0.22024123,1.080901671,0.582999627,1,0.666666667,1,,,Low,Medium,Forest,Medium
79,37.2991858,-122.0026931,95070,0.268768215,1.095852344,0.591440579,1,1,1,,,Low,Medium,Forest,High
80,37.3028574,-122.0081437,95070,0.268768215,0.939687482,0.503271966,1,1,1,,,Low,Medium,Forest,High
81,37.3028574,-122.0026166,95051,0.476904035,1.000384725,0.537540826,0,0.333333333,1,,,High,Medium,Urban,Low
82,37.2973888,-121.9738842,95051,0.476904035,1.558065575,0.852400046,0,0.333333333,1,,,High,High,Urban,Low
83,37.2857072,-121.9296438,95008,0.397310299,0.381602725,0.188184705,0,0.666666667,1,,,Medium,Low,Urban,Medium
84,37.2857072,-121.9975929,95070,0.268768215,1.235852624,0.670482883,1,0.666666667,1,,,Low,High,Forest,Medium
85,37.2973888,-121.9728856,95051,0.476904035,1.57339663,0.861055757,0,1,1,,,High,High,Urban,High
86,37.2936298,-121.9587466,95032,0.22024123,1.54569032,0.845413141,1,0.666666667,1,,,Low,High,Forest,Medium
87,37.3006486,-121.9724591,95051,0.476904035,1.465996253,0.800418927,0,0.666666667,1,,,High,High,Urban,Medium
88,37.3006486,-121.9788248,95051,0.476904035,1.407210836,0.767229459,0,0.333333333,1,,,High,High,Urban,Low
89,37.2960894,-121.9789385,95051,0.476904035,1.574183359,0.861499934,0,0.666666667,1,,,High,High,Urban,Medium
90,37.2795579,-121.964513,95032,0.22024123,0.947764617,0.507832209,1,1,1,,,Low,Medium,Forest,High
91,37.2973888,-121.9859682,95051,0.476904035,1.304548522,0.709267676,0,0.666666667,1,,,High,High,Urban,Medium
92,37.2936298,-121.9886419,95051,0.476904035,1.340041151,0.729306345,0,1,1,,,High,High,Urban,High
93,37.298107,-121.9600532,95032,0.22024123,1.675038241,0.918441264,1,0.666666667,1,,,Low,High,Forest,Medium
94,37.3006486,-121.9691414,95051,0.476904035,1.546144275,0.845669438,0,0.333333333,1,,,High,High,Urban,Low
95,37.3006486,-121.9659739,95051,0.476904035,1.648977375,0.903727644,0,0.333333333,1,,,High,High,Urban,Low
96,37.2795579,-121.9539787,95032,0.22024123,1.269360954,0.689401241,1,0.333333333,1,,,Low,High,Forest,Low
97,37.2973888,-121.9797593,95051,0.476904035,1.529028565,0.836006135,0,0.333333333,1,,,High,High,Urban,Low
98,37.2936298,-121.9914221,95051,0.476904035,1.277580002,0.694041607,0,0.666666667,1,,,High,High,Urban,Medium
99,37.2991858,-122.008831,95070,0.268768215,0.800943254,0.424938813,1,1,1,,,Low,Medium,Forest,High
100,37.3085199,-122.0035075,95051,0.476904035,0.85463127,0.455250356,0,1,1,,,High,Medium,Urban,High
101,37.2973888,-121.9774598,95051,0.476904035,1.527663917,0.835235673,0,0.666666667,1,,,High,High,Urban,Medium
102,37.2882109,-121.9916712,95051,0.476904035,1.466372587,0.8006314,0,0.666666667,1,,,High,High,Urban,Medium
103,37.2918084,-122.0138652,95070,0.268768215,0.406477551,0.202228702,1,0.333333333,1,,,Low,Low,Forest,Low
104,37.3028574,-122.0095728,95070,0.268768215,0.89164471,0.476147653,1,1,1,,,Low,Medium,Forest,High
105,37.2857072,-121.9892108,95051,0.476904035,1.598849574,0.875426152,0,0.333333333,1,,,High,High,Urban,Low
106,37.2831277,-121.9655457,95032,0.22024123,1.071348405,0.577605979,1,0.666666667,1,,,Low,Medium,Forest,Medium
107,37.2857072,-121.9236807,95008,0.397310299,0.754511233,0.398723909,0,0.333333333,1,,,Medium,Medium,Urban,Low
108,37.3028574,-121.9674622,95051,0.476904035,1.52708083,0.83490647,0,0.666666667,1,,,High,High,Urban,Medium
109,37.3049715,-122.0049427,95051,0.476904035,1.018067249,0.547524144,0,1,1,,,High,Medium,Urban,High
110,37.2936298,-121.9964758,95051,0.476904035,1.234516947,0.669728776,0,1,1,,,High,High,Urban,High
111,37.2991858,-122.015265,95070,0.268768215,0.664333104,0.347810532,1,0.333333333,1,,,Low,Medium,Forest,Low
112,37.2989946,-122.0029307,95070,0.268768215,1.078561562,0.581678432,1,1,1,,,Low,Medium,Forest,High
113,37.2886359,-121.9751467,95032,0.22024123,1.409819844,0.76870247,1,0.333333333,1,,,Low,High,Forest,Low
114,37.3085199,-121.9884254,95051,0.476904035,0.873569833,0.465942817,0,0.333333333,1,,,High,Medium,Urban,Low
115,37.3085199,-122.0053858,95051,0.476904035,0.937239382,0.501889802,0,0.333333333,1,,,High,Medium,Urban,Low
116,37.3075707,-121.9605941,95051,0.476904035,1.687730311,0.925607039,0,1,1,,,High,High,Urban,High
117,37.2918084,-121.9840365,95051,0.476904035,1.548537029,0.847020356,0,0.333333333,1,,,High,High,Urban,Low
118,37.3075707,-121.966289,95051,0.476904035,1.426101123,0.777894665,0,0.333333333,1,,,High,High,Urban,Low
119,37.3005419,-121.9925096,95051,0.476904035,1.013750103,0.545086741,0,0.333333333,1,,,High,Medium,Urban,Low
120,37.2918084,-121.9829285,95051,0.476904035,1.591356932,0.871195905,0,0.333333333,1,,,High,High,Urban,Low
121,37.2973888,-121.9507834,95008,0.397310299,1.170127458,0.633375324,0,0.333333333,1,,,Medium,Medium,Urban,Low
122,37.2816897,-121.9855373,95032,0.22024123,1.672048423,0.916753253,1,0.666666667,1,,,Low,High,Forest,Medium
123,37.3004791,-122.0147355,95070,0.268768215,0.712793071,0.375170387,1,0.333333333,1,,,Low,Medium,Forest,Low
124,37.2831277,-121.9658901,95032,0.22024123,1.070403386,0.577072434,1,1,1,,,Low,Medium,Forest,High
125,37.2973888,-121.955024,95008,0.397310299,1.459627816,0.796823392,0,0.666666667,1,,,Medium,High,Urban,Medium
126,37.3005419,-122.012478,95070,0.268768215,0.740260043,0.390677875,1,0.333333333,1,,,Low,Medium,Forest,Low
127,37.2857072,-121.9374106,95008,0.397310299,0.320846387,0.153882481,0,1,1,,,Medium,Low,Urban,High
128,37.3085199,-122.0109769,95070,0.268768215,1.049741279,0.565406882,1,1,1,,,Low,Medium,Forest,High
129,37.2795579,-121.9675657,95032,0.22024123,0.943220721,0.505266786,1,1,1,,,Low,Medium,Forest,High
130,37.2795579,-121.9701014,95032,0.22024123,0.974774247,0.523081489,1,0.666666667,1,,,Low,Medium,Forest,Medium
131,37.2795579,-121.9744865,95032,0.22024123,1.095327186,0.591144081,1,1,1,,,Low,Medium,Forest,High
132,37.2831277,-121.9715694,95032,0.22024123,1.129479357,0.610425945,1,0.333333333,1,,,Low,Medium,Forest,Low
133,37.2918084,-122.0077142,95070,0.268768215,0.656160945,0.343196639,1,0.333333333,1,,,Low,Medium,Forest,Low
134,37.3049715,-122.0110735,95070,0.268768215,0.923765693,0.494282735,1,0.333333333,1,,,Low,Medium,Forest,Low
135,37.2886359,-121.9813154,95032,0.22024123,1.639665539,0.898470305,1,0.333333333,1,,,Low,High,Forest,Low
136,37.2886359,-121.9564142,95032,0.22024123,1.444383839,0.788216844,1,1,1,,,Low,High,Forest,High
137,37.2989946,-121.9861406,95051,0.476904035,1.248874764,0.67783501,0,0.333333333,1,,,High,High,Urban,Low
138,37.2882109,-121.9546855,95008,0.397310299,1.428484694,0.779240397,0,0.333333333,1,,,Medium,High,Urban,Low
139,37.2882109,-122.0195862,95070,0.268768215,0.395248107,0.195888706,1,0.333333333,1,,,Low,Low,Forest,Low
140,37.2857072,-121.9630836,95032,0.22024123,1.185773609,0.642208934,1,0.666666667,1,,,Low,Medium,Forest,Medium
141,37.3075707,-121.9691253,95051,0.476904035,1.320436691,0.718237926,0,0.333333333,1,,,High,High,Urban,Low
142,37.2960894,-122.0076438,95070,0.268768215,0.764091446,0.40413277,1,0.666666667,1,,,Low,Medium,Forest,Medium
143,37.2857072,-121.9910889,95051,0.476904035,1.564617222,0.85609902,0,1,1,,,High,High,Urban,High
144,37.2936298,-121.9609228,95032,0.22024123,1.501390326,0.820401952,1,1,1,,,Low,High,Forest,High
145,37.3004791,-122.0092043,95070,0.268768215,0.827207981,0.43976753,1,1,1,,,Low,Medium,Forest,High
146,37.2831277,-121.988599,95051,0.476904035,1.70166362,0.933473601,0,0.666666667,1,,,High,High,Urban,Medium
147,37.2795579,-121.988956,95051,0.476904035,1.819495643,1,0,0.666666667,1,,,High,High,Urban,Medium
148,37.298107,-121.964688,95032,0.22024123,1.621900991,0.888440677,1,0.333333333,1,,,Low,High,Forest,Low
149,37.3005419,-122.013203,95070,0.268768215,0.728640462,0.384117614,1,0.333333333,1,,,Low,Medium,Forest,Low
150,37.2960894,-121.9845807,95051,0.476904035,1.397523203,0.76175995,0,1,1,,,High,High,Urban,High
151,37.2899865,-122.0175883,95070,0.268768215,0.363316932,0.177860788,1,0.333333333,1,,,Low,Low,Forest,Low
152,37.3028574,-122.0127834,95070,0.268768215,0.81761357,0.434350653,1,1,1,,,Low,Medium,Forest,High
153,37.2795579,-121.9954484,95070,0.268768215,1.373297235,0.748082289,1,0.333333333,1,,,Low,High,Forest,Low
154,37.2945064,-122.0107829,95070,0.268768215,0.583670133,0.302269287,1,1,1,,,Low,Low,Forest,High
155,37.2989946,-121.9899802,95051,0.476904035,1.123188235,0.606874061,0,1,1,,,High,Medium,Urban,High
156,37.2936298,-121.9612485,95032,0.22024123,1.495948166,0.81732938,1,1,1,,,Low,High,Forest,High
157,37.2899865,-121.982439,95051,0.476904035,1.665381606,0.912989256,0,0.333333333,1,,,High,High,Urban,Low
158,37.2936298,-121.9633506,95032,0.22024123,1.468655207,0.801920137,1,1,1,,,Low,High,Forest,High
159,37.2960894,-122.0025432,95070,0.268768215,1.039838679,0.559816005,1,0.333333333,1,,,Low,Medium,Forest,Low
160,37.3049715,-121.9873176,95051,0.476904035,1.023260347,0.550456099,0,0.666666667,1,,,High,Medium,Urban,Medium
161,37.3005419,-122.0195403,95070,0.268768215,0.771627984,0.4083878,1,0.666666667,1,,,Low,Medium,Forest,Medium
162,37.2857072,-122.0156579,95070,0.268768215,0.172294858,0.070012256,1,1,1,,,Low,Low,Forest,High
163,37.3028574,-121.9901786,95051,0.476904035,0.988149498,0.530632979,0,0.666666667,1,,,High,Medium,Urban,Medium
164,37.2989946,-121.953034,95008,0.397310299,1.333795539,0.725780155,0,0.333333333,1,,,Medium,High,Urban,Low
165,37.2936298,-121.9672694,95032,0.22024123,1.455596205,0.794547197,1,0.666666667,1,,,Low,High,Forest,Medium
166,37.2945064,-121.9891903,95051,0.476904035,1.295930571,0.704402095,0,1,1,,,High,High,Urban,High
167,37.2857072,-121.9419646,95008,0.397310299,0.588055346,0.30474512,0,0.666666667,1,,,Medium,Low,Urban,Medium
168,37.298107,-121.968819,95032,0.22024123,1.627054594,0.891350333,1,0.333333333,1,,,Low,High,Forest,Low
169,37.2882109,-122.0169681,95070,0.268768215,0.286307445,0.134382252,1,1,1,,,Low,Low,Forest,High
170,37.3004791,-121.9885193,95051,0.476904035,1.117386904,0.603598706,0,1,1,,,High,Medium,Urban,High
171,37.3004791,-121.9933314,95051,0.476904035,1.003262592,0.539165631,0,0.333333333,1,,,High,Medium,Urban,Low
172,37.3085199,-122.0117867,95070,0.268768215,1.035192732,0.557192965,1,0.333333333,1,,,Low,Medium,Forest,Low
173,37.3028574,-122.017103,95070,0.268768215,0.808422228,0.429161342,1,0.666666667,1,,,Low,Medium,Forest,Medium
174,37.2960894,-121.95032,95008,0.397310299,1.131146823,0.611367374,0,0.333333333,1,,,Medium,Medium,Urban,Low
175,37.2960894,-121.985462,95051,0.476904035,1.363477445,0.742538165,0,0.666666667,1,,,High,High,Urban,Medium
176,37.3049715,-122.0065653,95070,0.268768215,1.064211285,0.573576456,1,0.666666667,1,,,Low,Medium,Forest,Medium
177,37.2936298,-121.9685237,95032,0.22024123,1.462025036,0.79817683,1,0.666666667,1,,,Low,High,Forest,Medium
178,37.3004791,-122.0073567,95070,0.268768215,0.899010578,0.480306325,1,0.666666667,1,,,Low,Medium,Forest,Medium
179,37.3075707,-122.0136877,95070,0.268768215,0.977884336,0.524837404,1,0.333333333,1,,,Low,Medium,Forest,Low
180,37.2960894,-122.0130191,95070,0.268768215,0.573125907,0.296316157,1,0.666666667,1,,,Low,Low,Forest,Medium
181,37.3075707,-122.0115176,95070,0.268768215,1.006105821,0.54077088,1,0.333333333,1,,,Low,Medium,Forest,Low
182,37.3049715,-121.9862594,95051,0.476904035,1.068687414,0.576103619,0,0.666666667,1,,,High,Medium,Urban,Medium
183,37.2899865,-121.9875541,95051,0.476904035,1.49224092,0.815236318,0,0.666666667,1,,,High,High,Urban,Medium
184,37.3049715,-121.9840374,95051,0.476904035,1.173216734,0.635119489,0,1,1,,,High,Medium,Urban,High
185,37.2973888,-121.9602637,95032,0.22024123,1.645914746,0.901998524,1,0.333333333,1,,,Low,High,Forest,Low
186,37.2816897,-122.0137783,95070,0.268768215,0.108220189,0.033836546,1,0.666666667,1,,,Low,Low,Forest,Medium
187,37.3006486,-121.9847584,95051,0.476904035,1.256770656,0.682292926,0,0.666666667,1,,,High,High,Urban,Medium
188,37.2831277,-122.0189932,95070,0.268768215,0.26580554,0.122807148,1,0.333333333,1,,,Low,Low,Forest,Low
189,37.2882109,-121.9521044,95008,0.397310299,1.251030552,0.679052139,0,1,1,,,Medium,High,Urban,High
190,37.2795579,-121.9787602,95032,0.22024123,1.272650264,0.691258342,1,1,1,,,Low,High,Forest,High
191,37.2882109,-121.9579513,95032,0.22024123,1.382994951,0.753557491,1,1,1,,,Low,High,Forest,High
192,37.3004791,-122.0042391,95070,0.268768215,1.044639644,0.562526567,1,0.333333333,1,,,Low,Medium,Forest,Low
193,37.2973888,-121.9599255,95032,0.22024123,1.652019967,0.905445452,1,1,1,,,Low,High,Forest,High
194,37.3005419,-122.0116961,95070,0.268768215,0.756318707,0.399744385,1,0.333333333,1,,,Low,Medium,Forest,Low
195,37.3028574,-121.9679561,95051,0.476904035,1.510448659,0.825516167,0,0.333333333,1,,,High,High,Urban,Low
196,37.2973888,-121.9591477,95032,0.22024123,1.66721936,0.914026828,1,0.333333333,1,,,Low,High,Forest,Low
197,37.2991858,-121.9920423,95051,0.476904035,1.070076525,0.576887893,0,0.666666667,1,,,High,Medium,Urban,Medium
198,37.2991858,-121.9639199,95032,0.22024123,1.665730848,0.913186433,1,0.333333333,1,,,Low,High,Forest,Low
199,37.3075707,-121.9718232,95051,0.476904035,1.240479422,0.673095111,0,0.333333333,1,,,High,High,Urban,Low
200,37.2918084,-122.0037682,95070,0.268768215,0.889373987,0.474865633,1,1,1,,,Low,Medium,Forest,High
201,37.2857072,-121.9431663,95008,0.397310299,0.665521978,0.348481754,0,1,1,,,Medium,Medium,Urban,High
202,37.2936298,-121.9998436,95070,0.268768215,1.163599881,0.62968994,1,0.666666667,1,,,Low,Medium,Forest,Medium
203,37.2899865,-121.9925167,95051,0.476904035,1.391096231,0.758131366,0,1,1,,,High,High,Urban,High
204,37.2960894,-122.0189223,95070,0.268768215,0.604907533,0.314259642,1,0.666666667,1,,,Low,Low,Forest,Medium
205,37.2936298,-121.9750516,95032,0.22024123,1.57406673,0.861434086,1,0.333333333,1,,,Low,High,Forest,Low
206,37.2795579,-121.9975566,95070,0.268768215,1.227754909,0.66591102,1,0.333333333,1,,,Low,Medium,Forest,Low
207,37.2991858,-121.9861696,95051,0.476904035,1.241948347,0.673924446,0,0.333333333,1,,,High,High,Urban,Low
208,37.2816897,-121.9906291,95070,0.268768215,1.70537156,0.935567054,1,1,1,,,Low,High,Forest,High
209,37.3085199,-121.9858154,95051,0.476904035,0.994613615,0.534282534,0,0.333333333,1,,,High,Medium,Urban,Low
210,37.2960894,-121.9909321,95051,0.476904035,1.200626046,0.650594423,0,1,1,,,High,Medium,Urban,High
211,37.2945064,-121.9863035,95051,0.476904035,1.382823866,0.753460899,0,0.666666667,1,,,High,High,Urban,Medium
212,37.2945064,-122.0042816,95070,0.268768215,0.907365828,0.485023588,1,1,1,,,Low,Medium,Forest,High
213,37.2960894,-121.9916046,95051,0.476904035,1.187387695,0.643120225,0,0.666666667,1,,,High,Medium,Urban,Medium
214,37.2989946,-122.0090149,95070,0.268768215,0.788066809,0.417668943,1,1,1,,,Low,Medium,Forest,High
215,37.2886359,-121.9958347,95070,0.268768215,1.373893223,0.748418776,1,0.333333333,1,,,Low,High,Forest,Low
216,37.2989946,-121.9941333,95051,0.476904035,1.047644565,0.564223105,0,0.333333333,1,,,High,Medium,Urban,Low
217,37.2989946,-121.9965092,95051,0.476904035,1.038174018,0.55887616,0,0.666666667,1,,,High,Medium,Urban,Medium
218,37.2960894,-122.0208775,95070,0.268768215,0.672065604,0.352176199,1,0.666666667,1,,,Low,Medium,Forest,Medium
219,37.2831277,-122.0147021,95070,0.268768215,0.086829498,0.021759645,1,1,1,,,Low,Low,Forest,High
220,37.3006486,-121.98972,95051,0.476904035,1.074844883,0.579580045,0,1,1,,,High,Medium,Urban,High
221,37.298107,-121.9698493,95051,0.476904035,1.612614477,0.883197634,0,0.333333333,1,,,High,High,Urban,Low
222,37.2973888,-121.9632039,95032,0.22024123,1.606242024,0.879599831,1,1,1,,,Low,High,Forest,High
223,37.2945064,-121.9993336,95070,0.268768215,1.208768243,0.655191399,1,0.666666667,1,,,Low,Medium,Forest,Medium
224,37.3005419,-121.9873893,95051,0.476904035,1.154522944,0.624565222,0,1,1,,,High,Medium,Urban,High
225,37.2899865,-121.9952944,95051,0.476904035,1.369147755,0.745739548,0,1,1,,,High,High,Urban,High
226,37.2831277,-121.9916682,95070,0.268768215,1.635181914,0.89593891,1,1,1,,,Low,High,Forest,High
227,37.2960894,-121.9516144,95008,0.397310299,1.219811769,0.661426428,0,0.666666667,1,,,Medium,Medium,Urban,Medium
228,37.2831277,-121.9754498,95032,0.22024123,1.241624233,0.673741456,1,0.666666667,1,,,Low,High,Forest,Medium
229,37.2857072,-121.9491126,95008,0.397310299,1.061310606,0.571938771,0,0.666666667,1,,,Medium,Medium,Urban,Medium
230,37.298107,-121.974871,95051,0.476904035,1.51985283,0.830825637,0,0.333333333,1,,,High,High,Urban,Low
