,POLE_LAT,POLE_LONG,POLE_ZIPCODE,POLE_POP_SCALED,POLE_SUB_DIST,POLE_SUB_DIST_SCALED,POLE_ZONE,SYNTH_SENSOR_DATA,FAKE_OR_SYNTH,POLE_CRIT_LABEL,POLE_CRIT_CALC
47,37.3004791,-121.9695423,95051,0.476904035,1.540552086040380,0.842512162,0,0,1,,
48,37.2989946,-121.9774102,95051,0.476904035,1.469117422869870,0.802181098,0,0,1,,
49,37.2973888,-121.9915585,95051,0.476904035,1.142504558722170,0.617779801,0,0,1,,
50,37.2945064,-122.0177152,95070,0.268768215,0.520249064,0.266462591,1,0,1,,
51,37.3085199,-122.0021441,95051,0.476904035,0.802527979,0.425833527,0,0,1,,
52,37.2989946,-121.9712997,95051,0.476904035,1.547741152261950,0.846571014,0,0,1,,
53,37.3004791,-121.9709377,95051,0.476904035,1.504758471476520,0.822303562,0,0,1,,
54,37.2991858,-122.0009642,95051,0.476904035,1.082396159515170,0.583843395,0,0,1,,
55,37.3049715,-122.0173599,95070,0.268768215,0.887696275,0.473918419,1,0,1,,
56,37.2989946,-121.9795277,95051,0.476904035,1.469453581804760,0.802370889,0,0,1,,
57,37.2918084,-121.9906506,95051,0.476904035,1.356184327975620,0.738420568,0,0,1,,
58,37.3004791,-121.9773635,95051,0.476904035,1.415024788592890,0.771641113,0,0,1,,
59,37.2973888,-121.9972767,95051,0.476904035,1.099296272737730,0.593384975,0,0,1,,
60,37.2991858,-121.9989416,95051,0.476904035,1.048305456588620,0.564596236,0,0,1,,
61,37.2918084,-121.9957094,95051,0.476904035,1.301471091841200,0.7075302,0,0,1,,
62,37.2945064,-122.0192713,95070,0.268768215,0.563922499,0.291120034,1,0,1,,
63,37.3004791,-121.9774605,95051,0.476904035,1.414694660000000,0.771454727,0,0,1,,
64,37.2899865,-122.0128469,95070,0.268768215,0.368850569,0.180985006,1,0,1,,
65,37.3049715,-121.9913735,95051,0.476904035,0.884227038,0.471959734,0,0,1,,
66,37.2816897,-122.0159186,95070,0.268768215,0.048288662,0,1,0,1,,
67,37.2945064,-121.9934579,95051,0.476904035,1.217008510698650,0.659843746,0,0,1,,
68,37.3049715,-122.000688,95051,0.476904035,0.876021768,0.467327147,0,0,1,,
69,37.2886359,-121.9698378,95032,0.22024123,1.294333746544850,0.703500549,1,0,1,,
70,37.2936298,-121.9822742,95051,0.476904035,1.564705758793270,0.856149006,0,0,1,,
71,37.2991858,-122.0001791,95051,0.476904035,1.067121199710050,0.575219355,0,0,1,,
72,37.2795579,-121.9598291,95032,0.22024123,1.041372384217460,0.560681915,1,0,1,,
73,37.2973888,-121.9860742,95051,0.476904035,1.300596978125390,0.707036687,0,0,1,,
74,37.3004791,-121.9847882,95051,0.476904035,1.260314560000000,0.684293767,0,0,1,,
75,37.3004791,-121.9790161,95051,0.476904035,1.413737499556280,0.770914327,0,0,1,,
76,37.2945064,-121.9750673,95032,0.22024123,1.604150888525640,0.878419204,1,0,1,,
77,37.2882109,-121.9915775,95051,0.476904035,1.467764561892460,0.80141729,0,0,1,,
78,37.2831277,-121.9641137,95032,0.22024123,1.080901671295650,0.582999627,1,0,1,,
79,37.2991858,-122.0026931,95070,0.268768215,1.095852344438470,0.591440579,1,0,1,,
80,37.3028574,-122.0081437,95070,0.268768215,0.939687482,0.503271966,1,0,1,,
81,37.3028574,-122.0026166,95051,0.476904035,1.000384724919970,0.537540826,0,0,1,,
82,37.2973888,-121.9738842,95051,0.476904035,1.558065574834710,0.852400046,0,0,1,,
83,37.2857072,-121.9296438,95008,0.397310299,0.381602725,0.188184705,0,0,1,,
84,37.2857072,-121.9975929,95070,0.268768215,1.235852624481860,0.670482883,1,0,1,,
85,37.2973888,-121.9728856,95051,0.476904035,1.573396629861260,0.861055757,0,0,1,,
86,37.2936298,-121.9587466,95032,0.22024123,1.545690320385310,0.845413141,1,0,1,,
87,37.3006486,-121.9724591,95051,0.476904035,1.465996252980910,0.800418927,0,0,1,,
88,37.3006486,-121.9788248,95051,0.476904035,1.407210836084180,0.767229459,0,0,1,,
89,37.2960894,-121.9789385,95051,0.476904035,1.574183358736510,0.861499934,0,0,1,,
90,37.2795579,-121.964513,95032,0.22024123,0.947764617,0.507832209,1,0,1,,
91,37.2973888,-121.9859682,95051,0.476904035,1.304548522227590,0.709267676,0,0,1,,
92,37.2936298,-121.9886419,95051,0.476904035,1.340041151390710,0.729306345,0,0,1,,
93,37.298107,-121.9600532,95032,0.22024123,1.675038240820250,0.918441264,1,0,1,,
94,37.3006486,-121.9691414,95051,0.476904035,1.546144275305680,0.845669438,0,0,1,,
95,37.3006486,-121.9659739,95051,0.476904035,1.648977375081080,0.903727644,0,0,1,,
96,37.2795579,-121.9539787,95032,0.22024123,1.269360953710300,0.689401241,1,0,1,,
97,37.2973888,-121.9797593,95051,0.476904035,1.529028564869670,0.836006135,0,0,1,,
98,37.2936298,-121.9914221,95051,0.476904035,1.277580002180500,0.694041607,0,0,1,,
99,37.2991858,-122.008831,95070,0.268768215,0.800943254,0.424938813,1,0,1,,
100,37.3085199,-122.0035075,95051,0.476904035,0.85463127,0.455250356,0,0,1,,
101,37.2973888,-121.9774598,95051,0.476904035,1.527663917161250,0.835235673,0,0,1,,
102,37.2882109,-121.9916712,95051,0.476904035,1.466372587071800,0.8006314,0,0,1,,
103,37.2918084,-122.0138652,95070,0.268768215,0.406477551,0.202228702,1,0,1,,
104,37.3028574,-122.0095728,95070,0.268768215,0.89164471,0.476147653,1,0,1,,
105,37.2857072,-121.9892108,95051,0.476904035,1.598849573597520,0.875426152,0,0,1,,
106,37.2831277,-121.9655457,95032,0.22024123,1.071348404897940,0.577605979,1,0,1,,
107,37.2857072,-121.9236807,95008,0.397310299,0.754511233,0.398723909,0,0,1,,
108,37.3028574,-121.9674622,95051,0.476904035,1.527080830178280,0.83490647,0,0,1,,
109,37.3049715,-122.0049427,95051,0.476904035,1.018067248822100,0.547524144,0,0,1,,
110,37.2936298,-121.9964758,95051,0.476904035,1.234516946534510,0.669728776,0,0,1,,
111,37.2991858,-122.015265,95070,0.268768215,0.664333104,0.347810532,1,0,1,,
112,37.2989946,-122.0029307,95070,0.268768215,1.078561561726080,0.581678432,1,0,1,,
113,37.2886359,-121.9751467,95032,0.22024123,1.409819843724810,0.76870247,1,0,1,,
114,37.3085199,-121.9884254,95051,0.476904035,0.873569833,0.465942817,0,0,1,,
115,37.3085199,-122.0053858,95051,0.476904035,0.937239382,0.501889802,0,0,1,,
116,37.3075707,-121.9605941,95051,0.476904035,1.687730311456200,0.925607039,0,0,1,,
117,37.2918084,-121.9840365,95051,0.476904035,1.548537029125400,0.847020356,0,0,1,,
118,37.3075707,-121.966289,95051,0.476904035,1.426101122960750,0.777894665,0,0,1,,
119,37.3005419,-121.9925096,95051,0.476904035,1.013750102656230,0.545086741,0,0,1,,
120,37.2918084,-121.9829285,95051,0.476904035,1.591356931544070,0.871195905,0,0,1,,
121,37.2973888,-121.9507834,95008,0.397310299,1.170127457678460,0.633375324,0,0,1,,
122,37.2816897,-121.9855373,95032,0.22024123,1.672048423460130,0.916753253,1,0,1,,
123,37.3004791,-122.0147355,95070,0.268768215,0.712793071,0.375170387,1,0,1,,
124,37.2831277,-121.9658901,95032,0.22024123,1.070403386304020,0.577072434,1,0,1,,
125,37.2973888,-121.955024,95008,0.397310299,1.459627816211470,0.796823392,0,0,1,,
126,37.3005419,-122.012478,95070,0.268768215,0.740260043,0.390677875,1,0,1,,
127,37.2857072,-121.9374106,95008,0.397310299,0.320846387,0.153882481,0,0,1,,
128,37.3085199,-122.0109769,95070,0.268768215,1.049741279000000,0.565406882,1,0,1,,
129,37.2795579,-121.9675657,95032,0.22024123,0.943220721,0.505266786,1,0,1,,
130,37.2795579,-121.9701014,95032,0.22024123,0.974774247,0.523081489,1,0,1,,
131,37.2795579,-121.9744865,95032,0.22024123,1.095327185799170,0.591144081,1,0,1,,
132,37.2831277,-121.9715694,95032,0.22024123,1.129479356702290,0.610425945,1,0,1,,
133,37.2918084,-122.0077142,95070,0.268768215,0.656160945,0.343196639,1,0,1,,
134,37.3049715,-122.0110735,95070,0.268768215,0.923765693,0.494282735,1,0,1,,
135,37.2886359,-121.9813154,95032,0.22024123,1.639665539458940,0.898470305,1,0,1,,
136,37.2886359,-121.9564142,95032,0.22024123,1.444383838697730,0.788216844,1,0,1,,
137,37.2989946,-121.9861406,95051,0.476904035,1.248874764429530,0.67783501,0,0,1,,
138,37.2882109,-121.9546855,95008,0.397310299,1.428484694159090,0.779240397,0,0,1,,
139,37.2882109,-122.0195862,95070,0.268768215,0.395248107,0.195888706,1,0,1,,
140,37.2857072,-121.9630836,95032,0.22024123,1.185773608775930,0.642208934,1,0,1,,
141,37.3075707,-121.9691253,95051,0.476904035,1.320436690562830,0.718237926,0,0,1,,
142,37.2960894,-122.0076438,95070,0.268768215,0.764091446,0.40413277,1,0,1,,
143,37.2857072,-121.9910889,95051,0.476904035,1.564617222134230,0.85609902,0,0,1,,
144,37.2936298,-121.9609228,95032,0.22024123,1.501390326314860,0.820401952,1,0,1,,
145,37.3004791,-122.0092043,95070,0.268768215,0.827207981,0.43976753,1,0,1,,
146,37.2831277,-121.988599,95051,0.476904035,1.701663620316830,0.933473601,0,0,1,,
147,37.2795579,-121.988956,95051,0.476904035,1.819495643412400,1.000000000000000,0,0,1,,
148,37.298107,-121.964688,95032,0.22024123,1.621900991048650,0.888440677,1,0,1,,
149,37.3005419,-122.013203,95070,0.268768215,0.728640462,0.384117614,1,0,1,,
150,37.2960894,-121.9845807,95051,0.476904035,1.397523203327720,0.76175995,0,0,1,,
151,37.2899865,-122.0175883,95070,0.268768215,0.363316932,0.177860788,1,0,1,,
152,37.3028574,-122.0127834,95070,0.268768215,0.81761357,0.434350653,1,0,1,,
153,37.2795579,-121.9954484,95070,0.268768215,1.373297235249720,0.748082289,1,0,1,,
154,37.2945064,-122.0107829,95070,0.268768215,0.583670133,0.302269287,1,0,1,,
155,37.2989946,-121.9899802,95051,0.476904035,1.123188234846310,0.606874061,0,0,1,,
156,37.2936298,-121.9612485,95032,0.22024123,1.495948166222770,0.81732938,1,0,1,,
157,37.2899865,-121.982439,95051,0.476904035,1.665381606118730,0.912989256,0,0,1,,
158,37.2936298,-121.9633506,95032,0.22024123,1.468655206964200,0.801920137,1,0,1,,
159,37.2960894,-122.0025432,95070,0.268768215,1.039838678917880,0.559816005,1,0,1,,
160,37.3049715,-121.9873176,95051,0.476904035,1.023260347170770,0.550456099,0,0,1,,
161,37.3005419,-122.0195403,95070,0.268768215,0.771627984,0.4083878,1,0,1,,
162,37.2857072,-122.0156579,95070,0.268768215,0.172294858,0.070012256,1,0,1,,
163,37.3028574,-121.9901786,95051,0.476904035,0.988149498,0.530632979,0,0,1,,
164,37.2989946,-121.953034,95008,0.397310299,1.333795538786190,0.725780155,0,0,1,,
165,37.2936298,-121.9672694,95032,0.22024123,1.455596205004270,0.794547197,1,0,1,,
166,37.2945064,-121.9891903,95051,0.476904035,1.295930570566430,0.704402095,0,0,1,,
167,37.2857072,-121.9419646,95008,0.397310299,0.588055346,0.30474512,0,0,1,,
168,37.298107,-121.968819,95032,0.22024123,1.627054594344300,0.891350333,1,0,1,,
169,37.2882109,-122.0169681,95070,0.268768215,0.286307445,0.134382252,1,0,1,,
170,37.3004791,-121.9885193,95051,0.476904035,1.117386904123150,0.603598706,0,0,1,,
171,37.3004791,-121.9933314,95051,0.476904035,1.003262591545910,0.539165631,0,0,1,,
172,37.3085199,-122.0117867,95070,0.268768215,1.035192731730110,0.557192965,1,0,1,,
173,37.3028574,-122.017103,95070,0.268768215,0.808422228,0.429161342,1,0,1,,
174,37.2960894,-121.95032,95008,0.397310299,1.131146823192800,0.611367374,0,0,1,,
175,37.2960894,-121.985462,95051,0.476904035,1.363477444596470,0.742538165,0,0,1,,
176,37.3049715,-122.0065653,95070,0.268768215,1.064211284969020,0.573576456,1,0,1,,
177,37.2936298,-121.9685237,95032,0.22024123,1.462025035532270,0.79817683,1,0,1,,
178,37.3004791,-122.0073567,95070,0.268768215,0.899010578,0.480306325,1,0,1,,
179,37.3075707,-122.0136877,95070,0.268768215,0.977884336,0.524837404,1,0,1,,
180,37.2960894,-122.0130191,95070,0.268768215,0.573125907,0.296316157,1,0,1,,
181,37.3075707,-122.0115176,95070,0.268768215,1.006105820796780,0.54077088,1,0,1,,
182,37.3049715,-121.9862594,95051,0.476904035,1.068687413816200,0.576103619,0,0,1,,
183,37.2899865,-121.9875541,95051,0.476904035,1.492240920488680,0.815236318,0,0,1,,
184,37.3049715,-121.9840374,95051,0.476904035,1.173216734213420,0.635119489,0,0,1,,
185,37.2973888,-121.9602637,95032,0.22024123,1.645914745711030,0.901998524,1,0,1,,
186,37.2816897,-122.0137783,95070,0.268768215,0.108220189,0.033836546,1,0,1,,
187,37.3006486,-121.9847584,95051,0.476904035,1.256770655725260,0.682292926,0,0,1,,
188,37.2831277,-122.0189932,95070,0.268768215,0.26580554,0.122807148,1,0,1,,
189,37.2882109,-121.9521044,95008,0.397310299,1.251030551742630,0.679052139,0,0,1,,
190,37.2795579,-121.9787602,95032,0.22024123,1.272650264180200,0.691258342,1,0,1,,
191,37.2882109,-121.9579513,95032,0.22024123,1.382994951294930,0.753557491,1,0,1,,
192,37.3004791,-122.0042391,95070,0.268768215,1.044639644112340,0.562526567,1,0,1,,
193,37.2973888,-121.9599255,95032,0.22024123,1.652019967318580,0.905445452,1,0,1,,
194,37.3005419,-122.0116961,95070,0.268768215,0.756318707,0.399744385,1,0,1,,
195,37.3028574,-121.9679561,95051,0.476904035,1.510448659473350,0.825516167,0,0,1,,
196,37.2973888,-121.9591477,95032,0.22024123,1.667219360234810,0.914026828,1,0,1,,
197,37.2991858,-121.9920423,95051,0.476904035,1.070076525303990,0.576887893,0,0,1,,
198,37.2991858,-121.9639199,95032,0.22024123,1.665730848102810,0.913186433,1,0,1,,
199,37.3075707,-121.9718232,95051,0.476904035,1.240479421832630,0.673095111,0,0,1,,
200,37.2918084,-122.0037682,95070,0.268768215,0.889373987,0.474865633,1,0,1,,
201,37.2857072,-121.9431663,95008,0.397310299,0.665521978,0.348481754,0,0,1,,
202,37.2936298,-121.9998436,95070,0.268768215,1.163599880663710,0.62968994,1,0,1,,
203,37.2899865,-121.9925167,95051,0.476904035,1.391096230982530,0.758131366,0,0,1,,
204,37.2960894,-122.0189223,95070,0.268768215,0.604907533,0.314259642,1,0,1,,
205,37.2936298,-121.9750516,95032,0.22024123,1.574066729944790,0.861434086,1,0,1,,
206,37.2795579,-121.9975566,95070,0.268768215,1.227754909384660,0.66591102,1,0,1,,
207,37.2991858,-121.9861696,95051,0.476904035,1.241948346560480,0.673924446,0,0,1,,
208,37.2816897,-121.9906291,95070,0.268768215,1.705371560134030,0.935567054,1,0,1,,
209,37.3085199,-121.9858154,95051,0.476904035,0.994613615,0.534282534,0,0,1,,
210,37.2960894,-121.9909321,95051,0.476904035,1.200626045878750,0.650594423,0,0,1,,
211,37.2945064,-121.9863035,95051,0.476904035,1.382823865700830,0.753460899,0,0,1,,
212,37.2945064,-122.0042816,95070,0.268768215,0.907365828,0.485023588,1,0,1,,
213,37.2960894,-121.9916046,95051,0.476904035,1.187387694586180,0.643120225,0,0,1,,
214,37.2989946,-122.0090149,95070,0.268768215,0.788066809,0.417668943,1,0,1,,
215,37.2886359,-121.9958347,95070,0.268768215,1.373893223294140,0.748418776,1,0,1,,
216,37.2989946,-121.9941333,95051,0.476904035,1.047644564804580,0.564223105,0,0,1,,
217,37.2989946,-121.9965092,95051,0.476904035,1.038174018060700,0.55887616,0,0,1,,
218,37.2960894,-122.0208775,95070,0.268768215,0.672065604,0.352176199,1,0,1,,
219,37.2831277,-122.0147021,95070,0.268768215,0.086829498,0.021759645,1,0,1,,
220,37.3006486,-121.98972,95051,0.476904035,1.074844883306700,0.579580045,0,0,1,,
221,37.298107,-121.9698493,95051,0.476904035,1.612614476593630,0.883197634,0,0,1,,
222,37.2973888,-121.9632039,95032,0.22024123,1.606242023795220,0.879599831,1,0,1,,
223,37.2945064,-121.9993336,95070,0.268768215,1.208768242816790,0.655191399,1,0,1,,
224,37.3005419,-121.9873893,95051,0.476904035,1.154522943666890,0.624565222,0,0,1,,
225,37.2899865,-121.9952944,95051,0.476904035,1.369147755428560,0.745739548,0,0,1,,
226,37.2831277,-121.9916682,95070,0.268768215,1.635181913816970,0.89593891,1,0,1,,
227,37.2960894,-121.9516144,95008,0.397310299,1.219811768589070,0.661426428,0,0,1,,
228,37.2831277,-121.9754498,95032,0.22024123,1.241624232932110,0.673741456,1,0,1,,
229,37.2857072,-121.9491126,95008,0.397310299,1.061310606404920,0.571938771,0,0,1,,
230,37.298107,-121.974871,95051,0.476904035,1.519852829905900,0.830825637,0,0,1,,
231,37.298107,-121.9780979,95051,0.476904035,1.500105753160250,0.819676699,0,0,1,,
232,37.3004791,-121.9970566,95051,0.476904035,0.985406322,0.529084218,0,0,1,,
233,37.2857072,-121.9604665,95032,0.22024123,1.232865778033680,0.668796549,1,0,1,,
234,37.2991858,-121.9826598,95051,0.476904035,1.391815564476850,0.758537493,0,0,1,,
235,37.3006486,-121.9975118,95051,0.476904035,0.981630215,0.526952278,0,0,1,,
236,37.3028574,-122.0200333,95070,0.268768215,0.863040384,0.45999803,1,0,1,,
237,37.2918084,-122.0032118,95070,0.268768215,0.923996733,0.494413177,1,0,1,,
238,37.2960894,-121.9519983,95008,0.397310299,1.246129784304510,0.676285231,0,0,1,,
239,37.3028574,-121.9723283,95051,0.476904035,1.391332213897670,0.758264599,0,0,1,,
240,37.2960894,-121.9573979,95008,0.397310299,1.617018088952240,0.885683855,0,0,1,,
241,37.2795579,-121.9842032,95032,0.22024123,1.551429536424860,0.848653427,1,0,1,,
242,37.2816897,-121.9825733,95032,0.22024123,1.514651418037780,0.827888988,1,0,1,,
243,37.2857072,-121.9531547,95008,0.397310299,1.335567160842800,0.726780389,0,0,1,,
244,37.3004791,-122.0026398,95051,0.476904035,1.079785547431810,0.582369478,0,0,1,,
245,37.3004791,-122.0025453,95051,0.476904035,1.077107872571360,0.580857698,0,0,1,,
246,37.3075707,-122.0048461,95051,0.476904035,0.938913507,0.50283499,0,0,1,,
247,37.2816897,-122.011514,95070,0.268768215,0.263158328,0.121312567,1,0,1,,
248,37.2945064,-121.9414237,95008,0.397310299,0.514968731,0.263481385,0,0,1,,
249,37.2936298,-122.0147542,95070,0.268768215,0.462382893,0.233792118,1,0,1,,
250,37.298107,-122.001449,95051,0.476904035,1.130399377970160,0.610945376,0,0,1,,
251,37.3075707,-121.9995789,95051,0.476904035,0.760808023,0.402278993,0,0,1,,
252,37.3006486,-121.9912645,95051,0.476904035,1.035000035185310,0.557084171,0,0,1,,
253,37.2936298,-121.9764668,95032,0.22024123,1.614032956776690,0.883998489,1,0,1,,
254,37.2936298,-122.0170253,95070,0.268768215,0.475857761,0.241399849,1,0,1,,
255,37.2882109,-122.0104479,95070,0.268768215,0.426074879,0.213293094,1,0,1,,
256,37.3006486,-122.0024081,95051,0.476904035,1.067591848627370,0.575485077,0,0,1,,
257,37.3085199,-121.9652343,95051,0.476904035,1.443041414223450,0.787458929,0,0,1,,
258,37.3028574,-121.9793411,95051,0.476904035,1.327628399088780,0.722298269,0,0,1,,
259,37.3085199,-121.9601713,95051,0.476904035,1.685932955414850,0.924592276,0,0,1,,
260,37.2816897,-121.9801176,95032,0.22024123,1.393611214764350,0.759551293,1,0,1,,
261,37.2882109,-121.9598376,95032,0.22024123,1.333681760245860,0.725715917,1,0,1,,
262,37.2882109,-121.998313,95070,0.268768215,1.203197077830320,0.652045993,1,0,1,,
263,37.2918084,-122.0012886,95070,0.268768215,1.045729968568820,0.563142149,1,0,1,,
264,37.3006486,-121.9954784,95051,0.476904035,0.978630964,0.52525894,0,0,1,,
265,37.2918084,-122.0017196,95070,0.268768215,1.018206361426970,0.547602685,1,0,1,,
266,37.3075707,-121.9781053,95051,0.476904035,1.153835899213580,0.624177326,0,0,1,,
267,37.2831277,-121.9860147,95032,0.22024123,1.730388894808350,0.94969151,1,0,1,,
268,37.2973888,-121.966552,95032,0.22024123,1.591732762959370,0.871408095,1,0,1,,
269,37.2882109,-121.9763759,95032,0.22024123,1.434910794943350,0.782868489,1,0,1,,
270,37.2882109,-122.008093,95070,0.268768215,0.563282467,0.290758681,1,0,1,,
271,37.3075707,-121.9947162,95051,0.476904035,0.731116874,0.385515764,0,0,1,,
272,37.2945064,-121.966783,95032,0.22024123,1.486543849517990,0.812019828,1,0,1,,
273,37.2882109,-122.0079206,95070,0.268768215,0.573851324,0.296725717,1,0,1,,
274,37.2816897,-121.9960314,95070,0.268768215,1.332130718205120,0.724840219,1,0,1,,
275,37.2918084,-121.9571268,95032,0.22024123,1.526332954212090,0.834484229,1,0,1,,
276,37.2973888,-122.020521,95070,0.268768215,0.698593721,0.367153622,1,0,1,,
277,37.2816897,-121.998489,95070,0.268768215,1.162346556957880,0.62898233,1,0,1,,
278,37.3049715,-121.9819763,95051,0.476904035,1.272665532752650,0.691266963,0,0,1,,
279,37.2899865,-121.9491844,95008,0.397310299,1.044368933246700,0.562373727,0,0,1,,
280,37.3075707,-121.9883041,95051,0.476904035,0.906251647,0.484394536,0,0,1,,
281,37.3028574,-121.9744121,95051,0.476904035,1.354732062811310,0.737600639,0,0,1,,
282,37.3085199,-121.9654745,95051,0.476904035,1.432617962903100,0.781573986,0,0,1,,
283,37.2882109,-122.0036151,95070,0.268768215,0.84940964,0.452302292,1,0,1,,
284,37.2816897,-122.0036798,95070,0.268768215,0.80378006,0.426540436,1,0,1,,
285,37.298107,-121.9789965,95051,0.476904035,1.500470037426440,0.819882369,0,0,1,,
286,37.3028574,-121.976084,95051,0.476904035,1.335903864020110,0.726970487,0,0,1,,
287,37.2899865,-121.9500366,95008,0.397310299,1.103132952118540,0.595551114,0,0,1,,
288,37.2882109,-121.9660897,95032,0.22024123,1.256028810142470,0.68187409,1,0,1,,
289,37.3075707,-121.9841704,95051,0.476904035,1.101949547520930,0.594882979,0,0,1,,
290,37.2960894,-121.9623835,95032,0.22024123,1.568014593096590,0.85801713,1,0,1,,
291,37.2882109,-122.0013375,95070,0.268768215,1.000275978172710,0.537479429,1,0,1,,
292,37.2945064,-121.9617397,95032,0.22024123,1.519686232338300,0.830731578,1,0,1,,
293,37.2831277,-121.9796294,95032,0.22024123,1.410277019366380,0.768960585,1,0,1,,
294,37.2899865,-121.9794375,95032,0.22024123,1.601495445427750,0.876919976,1,0,1,,
295,37.3005419,-121.9631152,95032,0.22024123,1.721381062257890,0.944605807,1,0,1,,
296,37.2795579,-121.9888017,95032,0.22024123,1.814536432977730,0.997200095,1,0,1,,
297,37.2991858,-121.9690143,95051,0.476904035,1.598548383567960,0.875256104,0,0,1,,
298,37.2918084,-121.9699424,95032,0.22024123,1.409777923113850,0.768678802,1,0,1,,
299,37.2989946,-122.0120156,95070,0.268768215,0.695538221,0.365428528,1,0,1,,
300,37.2831277,-121.9811012,95032,0.22024123,1.478542666302150,0.807502465,1,0,1,,
301,37.2945064,-121.9444669,95008,0.397310299,0.722600226,0.380707377,0,0,1,,
302,37.2882109,-121.9460277,95008,0.397310299,0.834754494,0.444028191,0,0,1,,
