POLE_LAT,POLE_LONG,POLE_ZIPCODE,POLE_POP_SCALED,POLE_SUB_DIST,POLE_SUB_DIST_SCALED,POLE_ZONE,SYNTH_SENSOR_DATA,POLE_CRIT_LABEL,POLE_CRIT_CALC
37.28298499541484,-121.8312929,,,,,,,,
37.28298499541484,-121.82883,,,,,,,,
37.28298499541484,-121.8244385,,,,,,,,
37.28298499541484,-121.8230757,,,,,,,,
37.28298499541484,-121.8201105,,,,,,,,
37.28298499541484,-121.8182736,,,,,,,,
37.28298499541484,-121.8180332,,,,,,,,
37.28298499541484,-121.8136647,,,,,,,,
37.28298499541484,-121.8133226,,,,,,,,
37.28298499541484,-121.8121469,,,,,,,,
37.28298499541484,-121.8117835,,,,,,,,
37.28298499541484,-121.8098606,,,,,,,,
37.28298499541484,-121.8086273,,,,,,,,
37.28298499541484,-121.8021871,,,,,,,,
37.28298499541484,-121.7987489,,,,,,,,
37.28298499541484,-121.7932387,,,,,,,,
37.28298499541484,-121.79166,,,,,,,,
37.28298499541484,-121.7858756,,,,,,,,
37.28298499541484,-121.7850497,,,,,,,,
37.28298499541484,-121.7813357,,,,,,,,
37.28298499541484,-121.7805456,,,,,,,,
37.28298499541484,-121.7787956,,,,,,,,
37.28298499541484,-121.7730772,,,,,,,,
37.28298499541484,-121.7717005,,,,,,,,
37.28298499541484,-121.7676769,,,,,,,,
37.28298499541484,-121.7652165,,,,,,,,
37.28388274258498,-122.0206709,,,,,,,,
37.28388274258498,-122.0166528,,,,,,,,
37.28388274258498,-122.0101713,,,,,,,,
37.28388274258498,-122.0058344,,,,,,,,
37.28388274258498,-121.9995528,,,,,,,,
37.28388274258498,-121.9981692,,,,,,,,
37.28388274258498,-121.9977852,,,,,,,,
37.28388274258498,-121.9927663,,,,,,,,
37.28388274258498,-121.988316,,,,,,,,
37.28388274258498,-121.9828077,,,,,,,,
37.28388274258498,-121.9810078,,,,,,,,
37.28388274258498,-121.9807734,,,,,,,,
37.28388274258498,-121.9805235,,,,,,,,
37.28388274258498,-121.977137,,,,,,,,
37.28388274258498,-121.9730395,,,,,,,,
37.28388274258498,-121.9707533,,,,,,,,
37.28388274258498,-121.9678067,,,,,,,,
37.28388274258498,-121.9677674,,,,,,,,
37.28388274258498,-121.9657169,,,,,,,,
37.28388274258498,-121.9608868,,,,,,,,
37.28388274258498,-121.9578206,,,,,,,,
37.28388274258498,-121.9549085,,,,,,,,
37.28388274258498,-121.9510815,,,,,,,,
37.28388274258498,-121.9496318,,,,,,,,
37.28388274258498,-121.946285,,,,,,,,
37.28388274258498,-121.943009,,,,,,,,
37.28388274258498,-121.94251,,,,,,,,
37.28388274258498,-121.9421408,,,,,,,,
37.28388274258498,-121.940017,,,,,,,,
37.28388274258498,-121.9396901,,,,,,,,
37.28388274258498,-121.9394847,,,,,,,,
37.28388274258498,-121.9384529,,,,,,,,
37.28388274258498,-121.9344557,,,,,,,,
37.28388274258498,-121.9310556,,,,,,,,
37.28388274258498,-121.9249746,,,,,,,,
37.28388274258498,-121.9247315,,,,,,,,
37.28388274258498,-121.9203844,,,,,,,,
37.28388274258498,-121.9158603,,,,,,,,
37.28388274258498,-121.9157427,,,,,,,,
37.28388274258498,-121.9143632,,,,,,,,
37.28388274258498,-121.9114866,,,,,,,,
37.28388274258498,-121.9052784,,,,,,,,
37.28388274258498,-121.8996464,,,,,,,,
37.28388274258498,-121.8958613,,,,,,,,
37.28388274258498,-121.8935844,,,,,,,,
37.28388274258498,-121.8898974,,,,,,,,
37.28388274258498,-121.8884843,,,,,,,,
37.28388274258498,-121.8854717,,,,,,,,
37.28388274258498,-121.8804426,,,,,,,,
37.28388274258498,-121.879493,,,,,,,,
37.28388274258498,-121.8735754,,,,,,,,
37.28388274258498,-121.8669411,,,,,,,,
37.28388274258498,-121.866471,,,,,,,,
37.28388274258498,-121.8600617,,,,,,,,
37.28388274258498,-121.8556868,,,,,,,,
37.28388274258498,-121.8518853,,,,,,,,
37.28388274258498,-121.8481325,,,,,,,,
37.28388274258498,-121.8473755,,,,,,,,
37.28388274258498,-121.8462345,,,,,,,,
37.28388274258498,-121.844085,,,,,,,,
37.28388274258498,-121.8410932,,,,,,,,
37.28388274258498,-121.8352935,,,,,,,,
37.28388274258498,-121.834618,,,,,,,,
37.28388274258498,-121.8311251,,,,,,,,
37.28388274258498,-121.8291943,,,,,,,,
37.28388274258498,-121.8277392,,,,,,,,
37.28388274258498,-121.8268189,,,,,,,,
37.28388274258498,-121.8241524,,,,,,,,
37.28388274258498,-121.8211358,,,,,,,,
37.28388274258498,-121.8182971,,,,,,,,
37.28388274258498,-121.8149657,,,,,,,,
37.28388274258498,-121.8138032,,,,,,,,
37.28388274258498,-121.8123891,,,,,,,,
37.28388274258498,-121.8107781,,,,,,,,
37.28388274258498,-121.8069961,,,,,,,,
37.28388274258498,-121.8059599,,,,,,,,
37.28388274258498,-121.7997088,,,,,,,,
37.28388274258498,-121.794344,,,,,,,,
37.286462812949644,-122.0170968,,,,,,,,
37.286462812949644,-122.013952,,,,,,,,
37.286462812949644,-122.0083862,,,,,,,,
37.286462812949644,-122.003483,,,,,,,,
37.286462812949644,-121.9982881,,,,,,,,
37.286462812949644,-121.9978051,,,,,,,,
37.286462812949644,-121.9964368,,,,,,,,
37.286462812949644,-121.9963932,,,,,,,,
37.286462812949644,-121.9961854,,,,,,,,
37.286462812949644,-121.992619,,,,,,,,
37.286462812949644,-121.9918582,,,,,,,,
37.286462812949644,-121.9913349,,,,,,,,
37.286462812949644,-121.9908065,,,,,,,,
37.286462812949644,-121.9847734,,,,,,,,
37.286462812949644,-121.9794053,,,,,,,,
37.286462812949644,-121.9742436,,,,,,,,
37.286462812949644,-121.9702358,,,,,,,,
37.286462812949644,-121.9697133,,,,,,,,
37.286462812949644,-121.9676821,,,,,,,,
37.286462812949644,-121.9675256,,,,,,,,
37.286462812949644,-121.9630212,,,,,,,,
37.286462812949644,-121.9564177,,,,,,,,
37.286462812949644,-121.9547355,,,,,,,,
37.286462812949644,-121.9526579,,,,,,,,
37.286462812949644,-121.9477785,,,,,,,,
37.286462812949644,-121.9421372,,,,,,,,
37.286462812949644,-121.9393781,,,,,,,,
37.286462812949644,-121.9326712,,,,,,,,
37.286462812949644,-121.9306331,,,,,,,,
37.286462812949644,-121.9289053,,,,,,,,
37.286462812949644,-121.9269051,,,,,,,,
37.286462812949644,-121.9261335,,,,,,,,
37.286462812949644,-121.9210152,,,,,,,,
37.286462812949644,-121.9155261,,,,,,,,
37.286462812949644,-121.9105898,,,,,,,,
37.286462812949644,-121.9082655,,,,,,,,
37.286462812949644,-121.9028261,,,,,,,,
37.286462812949644,-121.8996736,,,,,,,,
37.286462812949644,-121.8951511,,,,,,,,
37.286462812949644,-121.8907905,,,,,,,,
37.286462812949644,-121.8870446,,,,,,,,
37.286462812949644,-121.8812033,,,,,,,,
37.286462812949644,-121.8774288,,,,,,,,
37.286462812949644,-121.8745075,,,,,,,,
37.286462812949644,-121.8722715,,,,,,,,
37.286462812949644,-121.8718991,,,,,,,,
37.286462812949644,-121.8680005,,,,,,,,
37.286462812949644,-121.8643999,,,,,,,,
37.286462812949644,-121.8589097,,,,,,,,
37.286462812949644,-121.8582276,,,,,,,,
37.286462812949644,-121.8571005,,,,,,,,
37.286462812949644,-121.8560141,,,,,,,,
37.286462812949644,-121.8559486,,,,,,,,
37.286462812949644,-121.8500572,,,,,,,,
37.286462812949644,-121.8473768,,,,,,,,
37.286462812949644,-121.8429528,,,,,,,,
37.286462812949644,-121.8380393,,,,,,,,
37.286462812949644,-121.8363409,,,,,,,,
37.286462812949644,-121.8335132,,,,,,,,
37.286462812949644,-121.8282641,,,,,,,,
37.286462812949644,-121.8273942,,,,,,,,
37.286462812949644,-121.8232088,,,,,,,,
37.286462812949644,-121.8191838,,,,,,,,
37.286462812949644,-121.8152237,,,,,,,,
37.286462812949644,-121.8138482,,,,,,,,
37.286462812949644,-121.8123413,,,,,,,,
37.286462812949644,-121.8101554,,,,,,,,
37.286462812949644,-121.8044378,,,,,,,,
37.286462812949644,-121.7987464,,,,,,,,
37.286462812949644,-121.7979677,,,,,,,,
37.286462812949644,-121.7964457,,,,,,,,
37.286462812949644,-121.79437,,,,,,,,
37.286462812949644,-121.7906603,,,,,,,,
37.286462812949644,-121.7904382,,,,,,,,
37.286462812949644,-121.7897454,,,,,,,,
37.286462812949644,-121.7840598,,,,,,,,
37.286462812949644,-121.7823389,,,,,,,,
37.286462812949644,-121.7802974,,,,,,,,
37.28886783536321,-122.0184364,,,,,,,,
37.28886783536321,-122.0141242,,,,,,,,
37.28886783536321,-122.0104044,,,,,,,,
37.28886783536321,-122.0057413,,,,,,,,
37.28886783536321,-122.0053237,,,,,,,,
37.28886783536321,-122.0044847,,,,,,,,
37.28886783536321,-122.0028695,,,,,,,,
37.28886783536321,-122.0017921,,,,,,,,
37.28886783536321,-122.0003524,,,,,,,,
37.28886783536321,-122.0002943,,,,,,,,
37.28886783536321,-121.9980791,,,,,,,,
37.28886783536321,-121.9931448,,,,,,,,
37.28886783536321,-121.9897337,,,,,,,,
37.28886783536321,-121.9895237,,,,,,,,
37.28886783536321,-121.985655,,,,,,,,
37.28886783536321,-121.9833336,,,,,,,,
37.28886783536321,-121.9792773,,,,,,,,
37.28886783536321,-121.9765238,,,,,,,,
37.28886783536321,-121.971467,,,,,,,,
37.28886783536321,-121.971155,,,,,,,,
37.28886783536321,-121.9707978,,,,,,,,
37.28886783536321,-121.9705326,,,,,,,,
37.28886783536321,-121.9675015,,,,,,,,
37.28886783536321,-121.9643139,,,,,,,,
37.28886783536321,-121.9622746,,,,,,,,
37.28886783536321,-121.9610837,,,,,,,,
37.28886783536321,-121.9558974,,,,,,,,
37.28886783536321,-121.9526134,,,,,,,,
37.28886783536321,-121.9478235,,,,,,,,
37.28886783536321,-121.9456603,,,,,,,,
37.28886783536321,-121.9448194,,,,,,,,
37.28886783536321,-121.9407898,,,,,,,,
37.28886783536321,-121.9373564,,,,,,,,
37.28886783536321,-121.9344579,,,,,,,,
37.28886783536321,-121.9304662,,,,,,,,
37.28886783536321,-121.9298519,,,,,,,,
37.28886783536321,-121.9242723,,,,,,,,
37.28886783536321,-121.9231944,,,,,,,,
37.28886783536321,-121.9176132,,,,,,,,
37.28886783536321,-121.912906,,,,,,,,
37.28886783536321,-121.9116355,,,,,,,,
37.28886783536321,-121.9107551,,,,,,,,
37.28886783536321,-121.9063107,,,,,,,,
37.28886783536321,-121.9040138,,,,,,,,
37.28886783536321,-121.9010887,,,,,,,,
37.28886783536321,-121.8971614,,,,,,,,
37.28886783536321,-121.8924481,,,,,,,,
37.28886783536321,-121.8888817,,,,,,,,
37.28886783536321,-121.882904,,,,,,,,
37.28886783536321,-121.8796156,,,,,,,,
37.28886783536321,-121.8745421,,,,,,,,
37.28886783536321,-121.8706364,,,,,,,,
37.28886783536321,-121.8647732,,,,,,,,
37.28886783536321,-121.8589252,,,,,,,,
37.28886783536321,-121.852682,,,,,,,,
37.28886783536321,-121.8475134,,,,,,,,
37.28886783536321,-121.846099,,,,,,,,
37.28886783536321,-121.8415879,,,,,,,,
37.28886783536321,-121.8366381,,,,,,,,
37.28886783536321,-121.8336176,,,,,,,,
37.28886783536321,-121.8309613,,,,,,,,
37.28886783536321,-121.8243887,,,,,,,,
37.28886783536321,-121.8242056,,,,,,,,
37.28886783536321,-121.8178337,,,,,,,,
37.28886783536321,-121.8156209,,,,,,,,
37.28886783536321,-121.81485,,,,,,,,
37.28886783536321,-121.8112955,,,,,,,,
37.28886783536321,-121.808211,,,,,,,,
37.28886783536321,-121.8053257,,,,,,,,
37.28886783536321,-121.7987534,,,,,,,,
37.28886783536321,-121.7978446,,,,,,,,
37.28886783536321,-121.7937079,,,,,,,,
37.28886783536321,-121.7899798,,,,,,,,
37.28886783536321,-121.7886126,,,,,,,,
37.28886783536321,-121.7840611,,,,,,,,
37.28886783536321,-121.7801433,,,,,,,,
37.28886783536321,-121.7782883,,,,,,,,
37.28886783536321,-121.7733535,,,,,,,,
37.28907349656198,-122.017737,,,,,,,,
37.28907349656198,-122.0144104,,,,,,,,
37.28907349656198,-122.0100787,,,,,,,,
37.28907349656198,-122.0078905,,,,,,,,
37.28907349656198,-122.0025606,,,,,,,,
37.28907349656198,-121.99916,,,,,,,,
37.28907349656198,-121.998632,,,,,,,,
37.28907349656198,-121.9919582,,,,,,,,
37.28907349656198,-121.9865191,,,,,,,,
37.28907349656198,-121.9848248,,,,,,,,
37.28907349656198,-121.979548,,,,,,,,
37.28907349656198,-121.9739385,,,,,,,,
37.28907349656198,-121.9719443,,,,,,,,
37.28907349656198,-121.9653516,,,,,,,,
37.28907349656198,-121.9634925,,,,,,,,
37.28907349656198,-121.9572119,,,,,,,,
37.28907349656198,-121.9540607,,,,,,,,
37.28907349656198,-121.9511461,,,,,,,,
37.28907349656198,-121.9509061,,,,,,,,
37.28907349656198,-121.9451793,,,,,,,,
37.28907349656198,-121.9385855,,,,,,,,
37.28907349656198,-121.9385148,,,,,,,,
37.28907349656198,-121.9381244,,,,,,,,
37.28907349656198,-121.9332522,,,,,,,,
37.28907349656198,-121.929814,,,,,,,,
37.28907349656198,-121.9297696,,,,,,,,
37.28907349656198,-121.9258556,,,,,,,,
37.28907349656198,-121.9258239,,,,,,,,
37.28907349656198,-121.9212094,,,,,,,,
37.28907349656198,-121.9183811,,,,,,,,
37.28907349656198,-121.9129246,,,,,,,,
37.28907349656198,-121.9069844,,,,,,,,
37.28907349656198,-121.9032869,,,,,,,,
37.28907349656198,-121.9000508,,,,,,,,
37.28907349656198,-121.8951599,,,,,,,,
37.28907349656198,-121.8909319,,,,,,,,
37.28907349656198,-121.8868233,,,,,,,,
37.28907349656198,-121.8823337,,,,,,,,
37.28907349656198,-121.8779227,,,,,,,,
37.28907349656198,-121.8775638,,,,,,,,
37.28907349656198,-121.8710064,,,,,,,,
37.28907349656198,-121.8657193,,,,,,,,
37.28907349656198,-121.8620496,,,,,,,,
37.28907349656198,-121.8584557,,,,,,,,
37.28907349656198,-121.8535952,,,,,,,,
37.28907349656198,-121.8519085,,,,,,,,
37.28907349656198,-121.8481259,,,,,,,,
37.28907349656198,-121.8477116,,,,,,,,
37.28907349656198,-121.8470022,,,,,,,,
37.28907349656198,-121.8434652,,,,,,,,
37.28907349656198,-121.842217,,,,,,,,
37.28907349656198,-121.8394116,,,,,,,,
37.28907349656198,-121.8334588,,,,,,,,
37.28907349656198,-121.828795,,,,,,,,
37.28907349656198,-121.8272707,,,,,,,,
37.28907349656198,-121.8224491,,,,,,,,
37.28907349656198,-121.8177187,,,,,,,,
37.28907349656198,-121.813793,,,,,,,,
37.28907349656198,-121.8075111,,,,,,,,
37.28907349656198,-121.8062246,,,,,,,,
37.28907349656198,-121.8026306,,,,,,,,
37.28907349656198,-121.8025508,,,,,,,,
37.28907349656198,-121.8003412,,,,,,,,
37.28907349656198,-121.7978205,,,,,,,,
37.28907349656198,-121.7959696,,,,,,,,
37.28907349656198,-121.7956817,,,,,,,,
37.28907349656198,-121.7905962,,,,,,,,
37.28907349656198,-121.7895468,,,,,,,,
37.28907349656198,-121.788125,,,,,,,,
37.28907349656198,-121.787287,,,,,,,,
37.28907349656198,-121.7845727,,,,,,,,
37.28907349656198,-121.7788166,,,,,,,,
37.28907349656198,-121.7723846,,,,,,,,
37.28907349656198,-121.7717967,,,,,,,,
37.28907349656198,-121.7664657,,,,,,,,
37.28907349656198,-121.7659265,,,,,,,,
37.28907349656198,-121.7595513,,,,,,,,
37.28907349656198,-121.7544503,,,,,,,,
37.290622197103595,-122.0199575,,,,,,,,
37.290622197103595,-122.0182408,,,,,,,,
37.290622197103595,-122.0137201,,,,,,,,
37.290622197103595,-122.0129634,,,,,,,,
37.290622197103595,-122.0091848,,,,,,,,
37.290622197103595,-122.0030388,,,,,,,,
37.290622197103595,-122.0020559,,,,,,,,
37.290622197103595,-121.9963312,,,,,,,,
37.290622197103595,-121.9942019,,,,,,,,
37.290622197103595,-121.9933874,,,,,,,,
37.290622197103595,-121.9918433,,,,,,,,
37.290622197103595,-121.989675,,,,,,,,
37.290622197103595,-121.9854144,,,,,,,,
37.290622197103595,-121.9813037,,,,,,,,
37.290622197103595,-121.9788848,,,,,,,,
37.290622197103595,-121.9733867,,,,,,,,
37.290622197103595,-121.9675422,,,,,,,,
37.290622197103595,-121.9634613,,,,,,,,
37.290622197103595,-121.9572898,,,,,,,,
37.290622197103595,-121.957257,,,,,,,,
37.290622197103595,-121.9511966,,,,,,,,
37.290622197103595,-121.9449858,,,,,,,,
37.290622197103595,-121.9396947,,,,,,,,
37.290622197103595,-121.9373934,,,,,,,,
37.290622197103595,-121.9316774,,,,,,,,
37.290622197103595,-121.9251095,,,,,,,,
37.290622197103595,-121.9237288,,,,,,,,
37.290622197103595,-121.9237026,,,,,,,,
37.290622197103595,-121.9187392,,,,,,,,
37.290622197103595,-121.9176388,,,,,,,,
37.290622197103595,-121.915525,,,,,,,,
37.290622197103595,-121.9112216,,,,,,,,
37.290622197103595,-121.9070838,,,,,,,,
37.290622197103595,-121.9019758,,,,,,,,
37.290622197103595,-121.896169,,,,,,,,
37.290622197103595,-121.8911151,,,,,,,,
37.290622197103595,-121.8851338,,,,,,,,
37.290622197103595,-121.8792903,,,,,,,,
37.290622197103595,-121.8729273,,,,,,,,
37.290622197103595,-121.8723689,,,,,,,,
37.290622197103595,-121.8708613,,,,,,,,
37.290622197103595,-121.8683696,,,,,,,,
37.290622197103595,-121.8626654,,,,,,,,
37.290622197103595,-121.8575266,,,,,,,,
37.290622197103595,-121.8568698,,,,,,,,
37.290622197103595,-121.8515572,,,,,,,,
37.290622197103595,-121.8502257,,,,,,,,
37.290622197103595,-121.8476616,,,,,,,,
37.290622197103595,-121.8416742,,,,,,,,
37.290622197103595,-121.8403867,,,,,,,,
37.290622197103595,-121.8364156,,,,,,,,
37.290622197103595,-121.8307038,,,,,,,,
37.290622197103595,-121.8282459,,,,,,,,
37.290622197103595,-121.824243,,,,,,,,
37.290622197103595,-121.8176335,,,,,,,,
37.290622197103595,-121.8133088,,,,,,,,
37.290622197103595,-121.8122105,,,,,,,,
37.290622197103595,-121.8091146,,,,,,,,
37.290622197103595,-121.8052304,,,,,,,,
37.290622197103595,-121.7990821,,,,,,,,
37.290622197103595,-121.7929863,,,,,,,,
