POLE_LAT,POLE_LONG,POLE_ZIPCODE,POLE_POP_SCALED,POLE_SUB_DIST,POLE_SUB_DIST_SCALED,POLE_ZONE,POLE_TILT,FAKE_OR_SYNTH,POLE_CRIT_LABEL,POLE_CRIT_CALC,POLE_CRIT_SIM,Unnamed: 13,Unnamed: 14,Unnamed: 15,Population,Distance,Zone,Tilt Angle,Criticality Label
37.2970086,-122.0092301,95070,0.268768215,0.719726848,0.267102993,1,0.3,1,,,,,,,Low,Low,Forest,Low,
37.2970086,-122.0054504,95070,0.268768215,0.897509029,0.305753987,1,0.3,1,,,,,,,Low,Low,Forest,Low,
37.29948853,-122.007479,95070,0.268768215,0.865267313,0.208632807,1,0.3,1,,,,,,,Low,Low,Forest,Low,
37.29991058,-122.0153837,95070,0.268768215,0.690899086,0.228583653,1,0.3,1,,,,,,,Low,Low,Forest,Low,
37.29991058,-122.0134168,95070,0.268768215,0.703102611,0.228941175,1,0.3,1,,,,,,,Low,Low,Forest,Low,
37.29991058,-122.0096606,95070,0.268768215,0.793396571,0.165372371,1,0.3,1,,,,,,,Low,Low,Forest,Low,
37.30156605,-122.0138364,95070,0.268768215,0.758348288,0.063948426,1,0.3,1,,,,,,,Low,Low,Forest,Low,
37.30337946,-122.0197788,95070,0.268768215,0.874404536,0.187647179,1,0.3,1,,,,,,,Low,Low,Forest,Low,
37.30337946,-122.0087545,95070,0.268768215,0.934846347,0.243331945,1,0.3,1,,,,,,,Low,Low,Forest,Low,
37.30575103,-122.0093566,95070,0.268768215,0.993803167,0.138252151,1,0.3,1,,,,,,,Low,Low,Forest,Low,
37.2761554,-122.0146761,95070,0.268768215,0.184544627,0.030661131,1,1,0,,,,,,,Low,Low,Forest,High,
37.2803671,-122.014639,95070,0.268768215,0.052533365,0.007673485,1,1,0,,,,,,,Low,Low,Forest,High,
37.2776272,-122.0157497,95070,0.268768215,0.129073162,0.021001664,1,1,0,,,,,,,Low,Low,Forest,High,
37.2777964,-122.0213324,95070,0.268768215,0.433045529,0.073933582,1,1,0,,,,,,,Low,Low,Forest,High,
37.2777927,-122.0198096,95070,0.268768215,0.333198727,0.056546861,1,1,0,,,,,,,Low,Low,Forest,High,
37.2776294,-122.0143476,95070,0.268768215,0.141786308,0.023215455,1,1,0,,,,,,,Low,Low,Forest,High,
37.2765438,-122.170425,95070,0.268768215,0.362432964,0.061637535,1,1,0,,,,,,,Low,Low,Forest,High,
37.2785666,-122.0230772,95070,0.268768215,0.544532028,0.09334717,1,1,0,,,,,,,Low,Low,Forest,High,
37.2780842,-122.0231375,95070,0.268768215,0.551847094,0.094620971,1,1,0,,,,,,,Low,Low,Forest,High,
37.2776216,-122.0163341,95070,0.268768215,0.144258241,0.023645903,1,1,0,,,,,,,Low,Low,Forest,High,
37.2777975,-122.018675,95070,0.268768215,0.261433247,0.044050053,1,1,0,,,,,,,Low,Low,Forest,High,
37.2795659,-122.0214041,95070,0.268768215,0.424763709,0.072491436,1,1,0,,,,,,,Low,Low,Forest,High,
37.2796796,-122.0145437,95070,0.268768215,0.072845989,0.011210603,1,1,0,,,,,,,Low,Low,Forest,High,
37.2762184,-122.0144616,95070,0.268768215,0.186405344,0.030985145,1,1,0,,,,,,,Low,Low,Forest,High,
37.2776195,-122.0151656,95070,0.268768215,0.126065146,0.020477867,1,1,0,,,,,,,Low,Low,Forest,High,
37.2777927,-122.018104,95070,0.268768215,0.227121233,0.038075165,1,1,0,,,,,,,Low,Low,Forest,High,
37.2795579,-121.9975076,95070,0.268768215,1.231137341,0.212908485,1,1,1,,,,,,,Low,Low,Forest,High,
37.28163919,-122.0182962,95070,0.268768215,0.207641769,0.273870683,1,1,1,,,,,,,Low,Low,Forest,High,
37.28163919,-121.9929881,95070,0.268768215,1.542360395,0.16210292,1,1,1,,,,,,,Low,Low,Forest,High,
37.282985,-122.0207342,95070,0.268768215,0.381616958,0.181027462,1,1,1,,,,,,,Low,Low,Forest,High,
37.282985,-122.0049873,95070,0.268768215,0.716605365,0.084948944,1,1,1,,,,,,,Low,Low,Forest,High,
37.28388274,-122.0206709,95070,0.268768215,0.384855317,0.218392403,1,1,1,,,,,,,Low,Low,Forest,High,
37.28388274,-121.9927663,95070,0.268768215,1.560985044,0.123782268,1,1,1,,,,,,,Low,Low,Forest,High,
37.28646281,-122.013952,95070,0.268768215,0.219266313,0.156535107,1,1,1,,,,,,,Low,Low,Forest,High,
37.28646281,-122.0083862,95070,0.268768215,0.517698905,0.181390969,1,1,1,,,,,,,Low,Low,Forest,High,
37.28646281,-122.003483,95070,0.268768215,0.840740891,0.190798825,1,1,1,,,,,,,Low,Low,Forest,High,
37.28646281,-121.9982881,95070,0.268768215,1.19258028,0.16572989,1,1,1,,,,,,,Low,Low,Forest,High,
37.28646281,-121.9964368,95070,0.268768215,1.318891991,0.165694314,1,1,1,,,,,,,Low,Low,Forest,High,
37.28646281,-121.9963932,95070,0.268768215,1.32187049,0.142540461,1,1,1,,,,,,,Low,Low,Forest,High,
37.28646281,-121.9961854,95070,0.268768215,1.336068281,0.111695496,1,1,1,,,,,,,Low,Low,Forest,High,
37.28886784,-122.0184364,95070,0.268768215,0.358825753,0.084122302,1,1,1,,,,,,,Low,Low,Forest,High,
37.2890735,-122.017737,95070,0.268768215,0.338473747,0.308239363,1,1,1,,,,,,,Low,Low,Forest,High,
37.2890735,-122.0100787,95070,0.268768215,0.465718096,0.218149161,1,1,1,,,,,,,Low,Low,Forest,High,
37.2890735,-121.99916,95070,0.268768215,1.153787705,0.133743727,1,1,1,,,,,,,Low,Low,Forest,High,
37.2906222,-122.0199575,95070,0.268768215,0.475601266,0.072223415,1,1,1,,,,,,,Low,Low,Forest,High,
37.2906222,-122.0030388,95070,0.268768215,0.917357713,0.150194027,1,1,1,,,,,,,Low,Low,Forest,High,
37.2906222,-122.0020559,95070,0.268768215,0.98046079,0.168613176,1,1,1,,,,,,,Low,Low,Forest,High,
37.29305965,-122.0152492,95070,0.268768215,0.439934383,0.243576941,1,1,1,,,,,,,Low,Low,Forest,High,
37.29544619,-122.0039812,95070,0.268768215,0.943653663,0.034683129,1,1,1,,,,,,,Low,Low,Forest,High,
37.2970086,-122.0127102,95070,0.268768215,0.61147971,0.187198399,1,1,1,,,,,,,Low,Low,Forest,High,
37.29948853,-122.0184144,95070,0.268768215,0.708744433,0.295284908,1,1,1,,,,,,,Low,Low,Forest,High,
37.29948853,-122.0137364,95070,0.268768215,0.684070567,0.257345278,1,1,1,,,,,,,Low,Low,Forest,High,
37.29948853,-122.0028152,95070,0.268768215,1.095952116,0.188009595,1,1,1,,,,,,,Low,Low,Forest,High,
37.29972048,-122.0112796,95070,0.268768215,0.738338357,0.17565557,1,1,1,,,,,,,Low,Low,Forest,High,
37.29972048,-122.010686,95070,0.268768215,0.754750772,0.176393248,1,1,1,,,,,,,Low,Low,Forest,High,
37.30156605,-122.0210155,95070,0.268768215,0.848786205,0.06911969,1,1,1,,,,,,,Low,Low,Forest,High,
37.30156605,-122.0148933,95070,0.268768215,0.752061369,0.066233525,1,1,1,,,,,,,Low,Low,Forest,High,
37.30156605,-122.0133618,95070,0.268768215,0.763430773,0.092569172,1,1,1,,,,,,,Low,Low,Forest,High,
37.30575103,-122.0162297,95070,0.268768215,0.907077345,0.20974553,1,1,1,,,,,,,Low,Low,Forest,High,
37.30575103,-122.0110563,95070,0.268768215,0.951258825,0.158315212,1,1,1,,,,,,,Low,Low,Forest,High,
37.30723791,-122.0137933,95070,0.268768215,0.964959394,0.148662809,1,1,1,,,,,,,Low,Low,Forest,High,
37.30950653,-122.0124331,95070,0.268768215,1.061105618,0.192506436,1,1,1,,,,,,,Low,Low,Forest,High,
37.30981285,-122.0121133,95070,0.268768215,1.076437724,0.155907984,1,1,1,,,,,,,Low,Low,Forest,High,
37.2791201,-122.0169299,95070,0.268768215,0.132550327,0.021607157,1,0.7,0,,,,,,,Low,Low,Forest,Medium,
37.2776046,-122.0151653,95070,0.268768215,0.12661092,0.020572904,1,0.7,0,,,,,,,Low,Low,Forest,Medium,
37.2777932,-122.0192406,95070,0.268768215,0.296817345,0.050211626,1,0.7,0,,,,,,,Low,Low,Forest,Medium,
37.2786135,-122.0186063,95070,0.268768215,0.244805275,0.041154558,1,0.7,0,,,,,,,Low,Low,Forest,Medium,
37.2774861,-122.0145025,95070,0.268768215,0.141920914,0.023238895,1,0.7,0,,,,,,,Low,Low,Forest,Medium,
37.2777961,-122.0220298,95070,0.268768215,0.479558752,0.082033115,1,0.7,0,,,,,,,Low,Low,Forest,Medium,
37.2789553,-122.014526,95070,0.268768215,0.093839557,0.014866297,1,0.7,0,,,,,,,Low,Low,Forest,Medium,
37.2777897,-122.0209197,95070,0.268768215,0.405778765,0.069185512,1,0.7,0,,,,,,,Low,Low,Forest,Medium,
37.2759486,-122.0166566,95070,0.268768215,0.20885678,0.034894703,1,0.7,0,,,,,,,Low,Low,Forest,Medium,
37.2768445,-122.0159938,95070,0.268768215,0.161209893,0.026597761,1,0.7,0,,,,,,,Low,Low,Forest,Medium,
37.2768258,-122.0144954,95070,0.268768215,0.164613907,0.027190516,1,0.7,0,,,,,,,Low,Low,Forest,Medium,
37.2777943,-122.0225769,95070,0.268768215,0.516276097,0.088426852,1,0.7,0,,,,,,,Low,Low,Forest,Medium,
37.2777081,-122.0176795,95070,0.268768215,0.204590996,0.034151885,1,0.7,0,,,,,,,Low,Low,Forest,Medium,
37.2795579,-122.0188834,95070,0.268768215,0.253070749,0.042593858,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.2795579,-122.013054,95070,0.268768215,0.165025075,0.027262114,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.2795579,-122.0101894,95070,0.268768215,0.357842722,0.060838218,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.2795579,-122.0024453,95070,0.268768215,0.890419774,0.153577979,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.2795579,-121.9928472,95070,0.268768215,1.552907848,0.268939663,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.28163919,-122.0206912,95070,0.268768215,0.372632169,0.288509632,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.28163919,-122.0144962,95070,0.268768215,0.060056947,0.228787095,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.28163919,-121.9996299,95070,0.268768215,1.083491913,0.166513016,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.282985,-122.0057054,95070,0.268768215,0.667247635,0.131612705,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.282985,-122.0048545,95070,0.268768215,0.725737115,0.076928576,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.282985,-121.99554,95070,0.268768215,1.367715606,0.177728052,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.28646281,-122.0170968,95070,0.268768215,0.233661247,0.142944977,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.28646281,-121.9978051,95070,0.268768215,1.225502546,0.156454922,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.28886784,-122.0104044,95070,0.268768215,0.443585324,0.085194684,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.28886784,-122.0057413,95070,0.268768215,0.720343866,0.133228442,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.28886784,-122.0053237,95070,0.268768215,0.746909055,0.157572712,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.28886784,-122.0003524,95070,0.268768215,1.072282903,0.252569295,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.28886784,-122.0002943,95070,0.268768215,1.076152199,0.280818074,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.2906222,-122.0137201,95070,0.268768215,0.367374469,0.097078458,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.2906222,-122.0129634,95070,0.268768215,0.386218314,0.119194555,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.2906222,-122.0091848,95070,0.268768215,0.549450781,0.147375377,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.29305965,-122.0095971,95070,0.268768215,0.59091405,0.302123122,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.29544619,-122.0000425,95070,0.268768215,1.179196082,0.008983596,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.29948853,-122.0053695,95070,0.268768215,0.963119165,0.202811244,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.29972048,-122.0151774,95070,0.268768215,0.683972191,0.184664831,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.29972048,-122.0115752,95070,0.268768215,0.730886741,0.181436321,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.29972048,-122.0070421,95070,0.268768215,0.890954696,0.199194589,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.29972048,-122.0033346,95070,0.268768215,1.07330982,0.202803167,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.29991058,-122.01061,95070,0.268768215,0.76328348,0.206538009,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.29991058,-122.0079147,95070,0.268768215,0.859155965,0.097689904,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.30156605,-122.0108923,95070,0.268768215,0.811038768,0.099413473,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.30156605,-122.0046729,95070,0.268768215,1.050987313,0.162533811,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.30337946,-122.0158185,95070,0.268768215,0.818717555,0.229615532,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.30337946,-122.0105738,95070,0.268768215,0.880871626,0.270230086,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.30575103,-122.0076089,95070,0.268768215,1.049523395,0.135855583,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.30723791,-122.0179562,95070,0.268768215,0.976630169,0.140575972,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.30723791,-122.0130552,95070,0.268768215,0.971802586,0.169725901,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.30950653,-122.0124787,95070,0.268768215,1.060521042,0.181887636,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.30950653,-122.0116847,95070,0.268768215,1.071978372,0.161106379,1,0.7,1,,,,,,,Low,Low,Forest,Medium,
37.29305965,-122.0063498,95070,0.268768215,0.759325551,0.333453854,1,0.3,1,,,,,,,Low,Medium,Forest,Low,
37.29544619,-122.0168239,95070,0.268768215,0.537660605,0.338266001,1,0.3,1,,,,,,,Low,Medium,Forest,Low,
37.29544619,-122.012509,95070,0.268768215,0.561653229,0.352929002,1,0.3,1,,,,,,,Low,Medium,Forest,Low,
37.29305965,-121.99978,95070,0.268768215,1.159555718,0.362655573,1,0.7,1,,,,,,,Low,Medium,Forest,Medium,
37.29544619,-122.0168423,95070,0.268768215,0.537909969,0.335797502,1,0.7,1,,,,,,,Low,Medium,Forest,Medium,
37.29544619,-122.0119701,95070,0.268768215,0.575532022,0.356008695,1,0.7,1,,,,,,,Low,Medium,Forest,Medium,
37.29544619,-122.0174039,95070,0.268768215,0.546889874,0.34306474,1,1,1,,,,,,,Low,Medium,Forest,High,
37.2795579,-121.9862343,95032,0.22024123,1.665292398,0.141955386,1,1,1,,,,,,,Low,Low,Forest,High,
37.2795579,-121.9798028,95032,0.22024123,1.322323508,0.145992609,1,1,1,,,,,,,Low,Low,Forest,High,
37.2795579,-121.9766085,95032,0.22024123,1.177468182,0.154142155,1,1,1,,,,,,,Low,Low,Forest,High,
37.2795579,-121.9707411,95032,0.22024123,0.987497316,0.12900988,1,1,1,,,,,,,Low,Low,Forest,High,
37.2795579,-121.9695123,95032,0.22024123,0.964701872,0.101134837,1,1,1,,,,,,,Low,Low,Forest,High,
37.2795579,-121.9556141,95032,0.22024123,1.196285982,0.078804708,1,1,1,,,,,,,Low,Low,Forest,High,
37.2795579,-121.9527805,95032,0.22024123,1.326460338,0.084911497,1,1,1,,,,,,,Low,Low,Forest,High,
37.28163919,-121.9820406,95032,0.22024123,1.48632472,0.138312138,1,1,1,,,,,,,Low,Low,Forest,High,
37.28163919,-121.9578342,95032,0.22024123,1.173105484,0.277542392,1,1,1,,,,,,,Low,Low,Forest,High,
37.282985,-121.9801823,95032,0.22024123,1.431567911,0.193803979,1,1,1,,,,,,,Low,Low,Forest,High,
37.28388274,-121.9828077,95032,0.22024123,1.581306968,0.124824597,1,1,1,,,,,,,Low,Low,Forest,High,
37.28388274,-121.9810078,95032,0.22024123,1.494272053,0.176785332,1,1,1,,,,,,,Low,Low,Forest,High,
37.28388274,-121.9707533,95032,0.22024123,1.139285848,0.114716127,1,1,1,,,,,,,Low,Low,Forest,High,
37.28388274,-121.9657169,95032,0.22024123,1.098409782,0.131463651,1,1,1,,,,,,,Low,Low,Forest,High,
37.28388274,-121.9608868,95032,0.22024123,1.16030852,0.158457043,1,1,1,,,,,,,Low,Low,Forest,High,
37.28646281,-121.9630212,95032,0.22024123,1.213729082,0.184663925,1,1,1,,,,,,,Low,Low,Forest,High,
37.28646281,-121.9564177,95032,0.22024123,1.374822371,0.195354242,1,1,1,,,,,,,Low,Low,Forest,High,
37.28886784,-121.9792773,95032,0.22024123,1.561533717,0.199542381,1,1,1,,,,,,,Low,Low,Forest,High,
37.28886784,-121.9765238,95032,0.22024123,1.460894458,0.170394954,1,1,1,,,,,,,Low,Low,Forest,High,
37.28886784,-121.971467,95032,0.22024123,1.328218428,0.159441489,1,1,1,,,,,,,Low,Low,Forest,High,
37.28886784,-121.9707978,95032,0.22024123,1.316620009,0.062786067,1,1,1,,,,,,,Low,Low,Forest,High,
37.28886784,-121.9705326,95032,0.22024123,1.312446068,0.067444202,1,1,1,,,,,,,Low,Low,Forest,High,
37.28886784,-121.9675015,95032,0.22024123,1.282496085,0.121353653,1,1,1,,,,,,,Low,Low,Forest,High,
37.28886784,-121.9622746,95032,0.22024123,1.310290386,0.154565202,1,1,1,,,,,,,Low,Low,Forest,High,
37.28886784,-121.9610837,95032,0.22024123,1.330327507,0.178992599,1,1,1,,,,,,,Low,Low,Forest,High,
37.28886784,-121.9558974,95032,0.22024123,1.469048763,0.222198476,1,1,1,,,,,,,Low,Low,Forest,High,
37.2890735,-121.979548,95032,0.22024123,1.578455871,0.253876639,1,1,1,,,,,,,Low,Low,Forest,High,
37.2890735,-121.9653516,95032,0.22024123,1.289251109,0.188372568,1,1,1,,,,,,,Low,Low,Forest,High,
37.2906222,-121.9675422,95032,0.22024123,1.346725975,0.174953502,1,1,1,,,,,,,Low,Low,Forest,High,
37.29305965,-121.9750491,95032,0.22024123,1.554745842,0.134441195,1,1,1,,,,,,,Low,Low,Forest,High,
37.29305965,-121.9627398,95032,0.22024123,1.454608926,0.059912931,1,1,1,,,,,,,Low,Low,Forest,High,
37.29544619,-121.9720613,95032,0.22024123,1.571318775,0.115486402,1,1,1,,,,,,,Low,Low,Forest,High,
37.29544619,-121.9618826,95032,0.22024123,1.551335154,0.155081256,1,1,1,,,,,,,Low,Low,Forest,High,
37.29544619,-121.9614987,95032,0.22024123,1.556806867,0.171898855,1,1,1,,,,,,,Low,Low,Forest,High,
37.29544619,-121.9604455,95032,0.22024123,1.574017491,0.193119805,1,1,1,,,,,,,Low,Low,Forest,High,
37.2970086,-121.9614923,95032,0.22024123,1.612763907,0.280710491,1,1,1,,,,,,,Low,Low,Forest,High,
37.29948853,-121.9597805,95032,0.22024123,1.728729988,0.303196611,1,1,1,,,,,,,Low,Low,Forest,High,
37.2795579,-121.8046824,95138,0.165815162,1.261232996,0.267014236,1,1,1,,,,,,,Low,Low,Forest,High,
37.2795579,-121.7970786,95138,0.165815162,0.776517524,0.257857843,1,1,1,,,,,,,Low,Low,Forest,High,
37.2795579,-121.7742537,95138,0.165815162,0.976762465,0.07220546,1,1,1,,,,,,,Low,Low,Forest,High,
37.2795579,-121.7626511,95138,0.165815162,1.743470647,0.099057337,1,1,1,,,,,,,Low,Low,Forest,High,
37.28163919,-121.80241,95138,0.165815162,1.140613677,0.162874753,1,1,1,,,,,,,Low,Low,Forest,High,
37.28163919,-121.7877446,95138,0.165815162,0.456751583,0.236621105,1,1,1,,,,,,,Low,Low,Forest,High,
37.282985,-121.8021871,95138,0.165815162,1.147205904,0.067277609,1,1,1,,,,,,,Low,Low,Forest,High,
37.282985,-121.79166,95138,0.165815162,0.588513474,0.069254818,1,1,1,,,,,,,Low,Low,Forest,High,
37.282985,-121.7787956,95138,0.165815162,0.773325217,0.186474825,1,1,1,,,,,,,Low,Low,Forest,High,
37.282985,-121.7676769,95138,0.165815162,1.445243325,0.251322622,1,1,1,,,,,,,Low,Low,Forest,High,
37.28388274,-121.8059599,95138,0.165815162,1.398310337,0.178968434,1,1,1,,,,,,,Low,Low,Forest,High,
37.28388274,-121.7997088,95138,0.165815162,1.013214672,0.155424993,1,1,1,,,,,,,Low,Low,Forest,High,
37.28646281,-121.7979677,95138,0.165815162,0.971671194,0.138524861,1,1,1,,,,,,,Low,Low,Forest,High,
37.28646281,-121.7906603,95138,0.165815162,0.673099502,0.195588996,1,1,1,,,,,,,Low,Low,Forest,High,
37.28646281,-121.7904382,95138,0.165815162,0.667923226,0.22470239,1,1,1,,,,,,,Low,Low,Forest,High,
37.28646281,-121.7823389,95138,0.165815162,0.717477575,0.30134169,1,1,1,,,,,,,Low,Low,Forest,High,
37.28886784,-121.7801433,95138,0.165815162,0.871463725,0.156478628,1,1,1,,,,,,,Low,Low,Forest,High,
37.28886784,-121.7733535,95138,0.165815162,1.200834288,0.171580541,1,1,1,,,,,,,Low,Low,Forest,High,
37.2890735,-121.8003412,95138,0.165815162,1.158615609,0.181283326,1,1,1,,,,,,,Low,Low,Forest,High,
37.2890735,-121.7959696,95138,0.165815162,0.942460497,0.136690486,1,1,1,,,,,,,Low,Low,Forest,High,
37.2890735,-121.7723846,95138,0.165815162,1.259407158,0.216717845,1,1,1,,,,,,,Low,Low,Forest,High,
37.2890735,-121.7717967,95138,0.165815162,1.292808369,0.223598693,1,1,1,,,,,,,Low,Low,Forest,High,
