POLE_LAT,POLE_LONG
37.28863590103395,-121.9813154
37.28863590103395,-121.9751467
37.28863590103395,-121.9698378
37.28863590103395,-121.9693154
37.28863590103395,-121.9685083
37.28863590103395,-121.9624128
37.28863590103395,-121.9571407
37.28863590103395,-121.9564142
37.28863590103395,-121.9544241
37.28863590103395,-121.9487807
37.28863590103395,-121.9430711
37.28998653212473,-122.0175883
37.28998653212473,-122.0128469
37.28998653212473,-122.0065505
37.28998653212473,-122.0037534
37.28998653212473,-121.9981833
37.28998653212473,-121.9952944
37.28998653212473,-121.9925167
37.28998653212473,-121.9875541
37.28998653212473,-121.982439
37.28998653212473,-121.9794375
37.28998653212473,-121.975124
37.28998653212473,-121.9747229
37.28998653212473,-121.9739618
37.28998653212473,-121.9680141
37.28998653212473,-121.9670408
37.28998653212473,-121.9634157
37.28998653212473,-121.9579096
37.28998653212473,-121.9553966
37.28998653212473,-121.9511478
37.28998653212473,-121.9509173
37.28998653212473,-121.9500366
37.28998653212473,-121.9491844
37.29180839745155,-122.0148289
37.29180839745155,-122.0138652
37.29180839745155,-122.0077142
37.29180839745155,-122.0037682
37.29180839745155,-122.0032118
37.29180839745155,-122.0017196
37.29180839745155,-122.0012886
37.29180839745155,-121.9957094
37.29180839745155,-121.9913894
37.29180839745155,-121.9906506
37.29180839745155,-121.9840365
37.29180839745155,-121.9829285
37.29180839745155,-121.9779033
37.29180839745155,-121.972091
37.29180839745155,-121.9699424
37.29180839745155,-121.9696485
37.29180839745155,-121.966909
37.29180839745155,-121.9652537
37.29180839745155,-121.9648342
37.29180839745155,-121.9591384
37.29180839745155,-121.9586116
37.29180839745155,-121.9571268
37.29362984805555,-122.0170253
37.29362984805555,-122.0147542
37.29362984805555,-122.0092956
37.29362984805555,-122.0050771
37.29362984805555,-122.0036207
37.29362984805555,-121.9998436
37.29362984805555,-121.9964758
37.29362984805555,-121.9914221
37.29362984805555,-121.9886419
37.29362984805555,-121.9822742
37.29362984805555,-121.9764668
37.29362984805555,-121.9750516
37.29362984805555,-121.9685237
37.29362984805555,-121.9672694
37.29362984805555,-121.9633506
37.29362984805555,-121.9612485
37.29362984805555,-121.9609228
37.29362984805555,-121.9587466
37.29362984805555,-121.9565334
37.29362984805555,-121.9532422
37.29362984805555,-121.9516816
37.29362984805555,-121.9469393
37.294506375045785,-122.0192713
37.294506375045785,-122.0177152
37.294506375045785,-122.016686
37.294506375045785,-122.0107829
37.294506375045785,-122.0042816
37.294506375045785,-121.9993336
37.294506375045785,-121.9934579
37.294506375045785,-121.9891903
37.294506375045785,-121.9863035
37.294506375045785,-121.9830948
37.294506375045785,-121.9815254
37.294506375045785,-121.9791432
37.294506375045785,-121.9750673
37.294506375045785,-121.9719968
37.294506375045785,-121.9694399
37.294506375045785,-121.9688782
37.294506375045785,-121.966783
37.294506375045785,-121.9617397
37.294506375045785,-121.9559328
37.294506375045785,-121.9497714
37.294506375045785,-121.9444669
37.294506375045785,-121.9414237
37.29608938792425,-122.0208775
37.29608938792425,-122.0189223
37.29608938792425,-122.0130191
37.29608938792425,-122.0076438
37.29608938792425,-122.0025432
37.29608938792425,-121.9964966
37.29608938792425,-121.9948015
37.29608938792425,-121.9924144
37.29608938792425,-121.9916046
37.29608938792425,-121.9909321
37.29608938792425,-121.985462
37.29608938792425,-121.9845807
37.29608938792425,-121.9789385
37.29608938792425,-121.9726218
37.29608938792425,-121.971993
37.29608938792425,-121.9714027
37.29608938792425,-121.9673096
37.29608938792425,-121.9623835
37.29608938792425,-121.9573979
37.29608938792425,-121.9519983
37.29608938792425,-121.9516144
37.29608938792425,-121.95032
37.29738879340449,-122.020521
37.29738879340449,-122.0163871
37.29738879340449,-122.0117128
37.29738879340449,-122.0070765
37.29738879340449,-122.0036609
37.29738879340449,-121.9972767
37.29738879340449,-121.9965805
37.29738879340449,-121.9915585
37.29738879340449,-121.9860742
37.29738879340449,-121.9859682
37.29738879340449,-121.9797593
37.29738879340449,-121.9774598
37.29738879340449,-121.9738842
37.29738879340449,-121.9728856
37.29738879340449,-121.966552
37.29738879340449,-121.9632039
37.29738879340449,-121.9602637
37.29738879340449,-121.9599255
37.29738879340449,-121.9591477
37.29738879340449,-121.955024
37.29738879340449,-121.9507834
37.29738879340449,-121.9474158
37.29810702197494,-122.015312
37.29810702197494,-122.0119065
37.29810702197494,-122.0098737
37.29810702197494,-122.0096394
37.29810702197494,-122.0081138
37.29810702197494,-122.0025593
37.29810702197494,-122.001449
37.29810702197494,-121.9956717
37.29810702197494,-121.9938828
37.29810702197494,-121.9891695
37.29810702197494,-121.9863152
37.29810702197494,-121.9808398
37.29810702197494,-121.9807024
37.29810702197494,-121.9789965
37.29810702197494,-121.9780979
37.29810702197494,-121.974871
37.29810702197494,-121.9698493
37.29810702197494,-121.968819
37.29810702197494,-121.964688
37.29810702197494,-121.9600532
37.29810702197494,-121.9596214
37.29810702197494,-121.9530383
37.29899464155224,-122.016216
37.29899464155224,-122.0125282
37.29899464155224,-122.0120156
37.29899464155224,-122.0090149
37.29899464155224,-122.0029307
37.29899464155224,-121.9965092
37.29899464155224,-121.9941333
37.29899464155224,-121.9899802
37.29899464155224,-121.9861406
37.29899464155224,-121.9795277
37.29899464155224,-121.9774102
37.29899464155224,-121.9712997
37.29899464155224,-121.9651317
37.29899464155224,-121.9599711
37.29899464155224,-121.956237
37.29899464155224,-121.953034
37.29899464155224,-121.952215
37.29899464155224,-121.9521803
37.29899464155224,-121.9488637
37.29899464155224,-121.9466549
37.29899464155224,-121.9422141
37.29899464155224,-121.9357585
37.299185767367966,-122.015265
37.299185767367966,-122.008831
37.299185767367966,-122.0064041
37.299185767367966,-122.0026931
37.299185767367966,-122.0009642
37.299185767367966,-122.0001791
37.299185767367966,-121.9989416
37.299185767367966,-121.9974636
37.299185767367966,-121.9920423
37.299185767367966,-121.9861696
37.299185767367966,-121.9826598
37.299185767367966,-121.9780515
37.299185767367966,-121.9769301
37.299185767367966,-121.9768861
37.299185767367966,-121.974352
37.299185767367966,-121.9690143
37.299185767367966,-121.9639199
37.299185767367966,-121.9575249
37.299185767367966,-121.9549389
37.299185767367966,-121.9513028
37.299185767367966,-121.9451195
37.299185767367966,-121.943899
37.30047905567989,-122.0147355
37.30047905567989,-122.0092043
37.30047905567989,-122.0073567
37.30047905567989,-122.0042391
37.30047905567989,-122.0026398
37.30047905567989,-122.0025453
37.30047905567989,-121.9970566
37.30047905567989,-121.9933314
37.30047905567989,-121.9885193
37.30047905567989,-121.9847882
37.30047905567989,-121.9790161
37.30047905567989,-121.9774605
37.30047905567989,-121.9773635
37.30047905567989,-121.9709377
37.30047905567989,-121.9695423
37.30047905567989,-121.9664577
37.30047905567989,-121.9629688
37.30047905567989,-121.9595143
37.30047905567989,-121.9553229
37.30047905567989,-121.9543924
37.30047905567989,-121.9494295
37.30047905567989,-121.9489776
37.300541912940595,-122.0195403
37.300541912940595,-122.013203
37.300541912940595,-122.012478
37.300541912940595,-122.0116961
37.300541912940595,-122.0068941
37.300541912940595,-122.0066063
37.300541912940595,-122.0059436
37.300541912940595,-122.0023205
37.300541912940595,-121.9989353
37.300541912940595,-121.9925096
37.300541912940595,-121.9873893
37.300541912940595,-121.9814871
37.300541912940595,-121.9747988
37.300541912940595,-121.9723812
37.300541912940595,-121.9700021
37.300541912940595,-121.9669949
37.300541912940595,-121.9660024
37.300541912940595,-121.9631152
37.300541912940595,-121.9617148
37.300541912940595,-121.9571764
37.300541912940595,-121.9537281
37.300541912940595,-121.9498323
37.30064861351911,-122.0205322
37.30064861351911,-122.0139739
37.30064861351911,-122.0090668
37.30064861351911,-122.0024081
37.30064861351911,-121.9975118
37.30064861351911,-121.9954784
37.30064861351911,-121.9912645
37.30064861351911,-121.98972
37.30064861351911,-121.9847584
37.30064861351911,-121.9788248
37.30064861351911,-121.9724591
37.30064861351911,-121.9691414
37.30064861351911,-121.9659739
37.30064861351911,-121.964071
37.30064861351911,-121.9604334
37.30064861351911,-121.958712
37.30064861351911,-121.9537939
37.30064861351911,-121.9479375
37.30064861351911,-121.9457046
37.30064861351911,-121.9405698
37.30064861351911,-121.9345425
37.30064861351911,-121.931408
37.30285737467109,-122.0200333
37.30285737467109,-122.017103
37.30285737467109,-122.0127834
37.30285737467109,-122.0095728
37.30285737467109,-122.0081437
37.30285737467109,-122.0026166
37.30285737467109,-121.9984143
37.30285737467109,-121.9950849
37.30285737467109,-121.9943559
37.30285737467109,-121.9939976
37.30285737467109,-121.9931802
37.30285737467109,-121.9901786
37.30285737467109,-121.987948
37.30285737467109,-121.9874452
37.30285737467109,-121.984025
37.30285737467109,-121.9826864
37.30285737467109,-121.9793411
37.30285737467109,-121.976084
37.30285737467109,-121.9744121
37.30285737467109,-121.9723283
37.30285737467109,-121.9679561
37.30285737467109,-121.9674622
37.30497149927326,-122.0173599
37.30497149927326,-122.0112639
37.30497149927326,-122.0110735
37.30497149927326,-122.0065653
37.30497149927326,-122.0049427
37.30497149927326,-122.000688
37.30497149927326,-121.9947377
37.30497149927326,-121.9943138
37.30497149927326,-121.9913735
37.30497149927326,-121.9873176
37.30497149927326,-121.9862594
37.30497149927326,-121.9840374
37.30497149927326,-121.9819763
37.30497149927326,-121.9800709
37.30497149927326,-121.978246
37.30497149927326,-121.9727905
37.30497149927326,-121.9698067
37.30497149927326,-121.9663624
37.30497149927326,-121.9628381
37.30497149927326,-121.9572833
37.30497149927326,-121.9565322
37.30497149927326,-121.9507507
37.30757066268008,-122.0191958
37.30757066268008,-122.0136877
37.30757066268008,-122.0115176
37.30757066268008,-122.0048461
37.30757066268008,-121.9995789
37.30757066268008,-121.9947162
37.30757066268008,-121.9883041
37.30757066268008,-121.9841704
37.30757066268008,-121.9781053
37.30757066268008,-121.9718232
37.30757066268008,-121.9691253
37.30757066268008,-121.966289
37.30757066268008,-121.9605941
37.30757066268008,-121.9544467
37.30757066268008,-121.9537064
37.30757066268008,-121.9524881
37.30757066268008,-121.9503694
37.30757066268008,-121.9458035
37.30757066268008,-121.9399063
37.30757066268008,-121.93804
37.30757066268008,-121.9376971
37.30757066268008,-121.9346659
37.30851986016577,-122.0196579
37.30851986016577,-122.0183053
37.30851986016577,-122.0117867
37.30851986016577,-122.0109769
37.30851986016577,-122.0053858
37.30851986016577,-122.0035075
37.30851986016577,-122.0021441
37.30851986016577,-121.9964838
37.30851986016577,-121.9924486
37.30851986016577,-121.9884254
37.30851986016577,-121.9858154
37.30851986016577,-121.9839364
37.30851986016577,-121.9783381
37.30851986016577,-121.9764113
37.30851986016577,-121.9742352
37.30851986016577,-121.9688951
37.30851986016577,-121.9654745
37.30851986016577,-121.9652343
37.30851986016577,-121.9601713
37.30851986016577,-121.9583983
37.30851986016577,-121.9559273
37.30851986016577,-121.9511797
