zipcode,population
01746,0.11892095930334631
01747,0.05188911127497454
01748,0.13101759190982828
01749,0.16734260332174583
01752,0.33795954914147264
01754,0.08871449137961304
01756,0.051257066610484917
01757,0.246330629586713
01760,0.2878085606938446
01770,0.03615822184767723
01772,0.08225359036483022
01773,0.044875171178763294
01775,0.05784964359703641
01776,0.15501773236419816
01778,0.11507602092770111
01801,0.34150602198110885
01803,0.2149566347132975
01810,0.2914515959127778
01821,0.26607324695389584
01824,0.21867867551529196
01826,0.25827802942519046
01827,0.02790652761684048
01830,0.22066259348993994
01832,0.19365146248112644
01833,0.07183363179886934
01834,0.05669967344359001
01835,0.12010604304926437
01840,0.04154815829207486
01841,0.4145598511183679
01843,0.214412374029987
01844,0.41477053267319774
01845,0.24888514343902524
01850,0.13375645212261666
01851,0.2650198391797465
01852,0.29414656413497664
01854,0.24233645844306329
01860,0.05563748727132273
01862,0.08977667755188033
01863,0.07804873766635063
01864,0.13072790477193721
01867,0.21029530531268653
01876,0.25165033884616733
01879,0.09923979072298886
01880,0.21711612065030372
01886,0.19269461708627408
01887,0.19597773798237297
01890,0.18769970855718246
01901,0.014826714421152427
01902,0.3962481126444046
01904,0.159793180940342
01905,0.22166333087538184
01906,0.23403209382351908
01907,0.12313459039994382
01908,0.02993433758207802
01913,0.14293865655395202
01915,0.3467642824537378
01921,0.069884827416693
01922,0.027283261350468765
01923,0.23124056322202324
01929,0.030759507005161696
01930,0.2527213034165525
01937,0.0013255381158046278
01938,0.11565539520348327
01940,0.10628884441167175
01944,0.04508585273359317
01945,0.17388250991958987
01949,0.07889146388567014
01950,0.1528845816215457
01951,0.031233540503528914
01952,0.07271147161066048
01960,0.44720671371888054
01966,0.06102742371572035
01969,0.05140629937848941
01970,0.3608711682292215
01982,0.06815548298746445
01983,0.05345166613996278
01984,0.042794690824818286
01985,0.03717651602935496
02019,0.1433687980617297
02021,0.18927104182028862
02025,0.0662066786052881
02026,0.21692299589170966
02030,0.049062467081007054
02032,0.03709751044629376
02035,0.14804768425857648
02038,0.2777046244601285
02043,0.19450296709856385
02045,0.09035605182766249
02047,0.0015801116612240598
02048,0.20351838196565888
02050,0.22322588574037008
02052,0.10555145896976718
02053,0.11194213279960671
02054,0.0692703395484392
02056,0.09639558973278556
02061,0.09222585062677761
02062,0.2510797429685031
02066,0.15499139716984445
02067,0.1534990694897995
02071,0.014984725587274834
02072,0.23700797078549105
02081,0.16215457003406017
02090,0.12848063485375188
02093,0.09616735138171986
02108,0.03357737280101127
02109,0.03310333930264405
02110,0.015212963938340531
02111,0.06481091330454018
02113,0.06070262298535763
02114,0.1053319990168194
02115,0.24966642087151936
02116,0.18108079637627725
02118,0.23260999332841742
02119,0.22249727869658342
02120,0.13326486182801361
02121,0.22804522630710347
02122,0.20610800941044277
02124,0.41945819726816247
02125,0.2922767653358615
02126,0.2243934126900523
02127,0.279144281751466
02128,0.3555953509603567
02129,0.14430808666034622
02130,0.310764071772183
02131,0.2618245022648267
02132,0.22701815372730783
02134,0.18876189472944976
02135,0.37553987148425155
02136,0.2500790055830612
02138,0.31877874925383615
02139,0.31908599318796305
02140,0.15456125566206677
02141,0.10455072158432528
02142,0.027572948488359842
02143,0.21519365146248112
02144,0.20972470943502228
02145,0.2233136697215492
02148,0.5223410232100846
02149,0.36474244179922044
02150,0.3083324554935215
02151,0.454791249692756
02152,0.15359563186909653
02155,0.5088310685066189
02163,0.022665823940447347
02169,0.4832947083816145
02170,0.1712226552898627
02171,0.15547420906632956
02176,0.23686751641560447
02180,0.1881825204536676
02184,0.3137750623266266
02186,0.2370430843779627
02188,0.12823483970645036
02189,0.1278046981986727
02190,0.14149899926261456
02191,0.07423891288317708
02199,0.010060044243126514
02203,0.0
02210,0.018346852066434917
02215,0.22933565083043644
02301,0.5357017451455458
02302,0.28741353277853854
02322,0.038238702201622246
02324,0.23318058920608167
02330,0.1010305839390428
02332,0.13219389725762842
02333,0.12108922363847044
02338,0.06599599705045822
02339,0.12183538747849292
02341,0.08969767196881913
02343,0.09432388777695845
02346,0.2028336669124618
02347,0.09315636082727623
02351,0.14070894343200252
02356,0.11029179395343937
02357,0.011938621440359563
02359,0.1565012816461252
02360,0.4939692404929948
02364,0.11086238983110361
02366,0.0017293444292285542
02367,0.02475508269251027
02368,0.28229572667579617
02370,0.15352540468415324
02375,0.08065592190737034
02379,0.06071140138347554
02382,0.12719021033041888
02420,0.1233540503528916
02421,0.15223498016082024
02445,0.18152849468029073
02446,0.25730362723410233
02451,0.1529723656027248
02452,0.12498683240282313
02453,0.2542926366796587
02457,0.012570666104849186
02458,0.10649074756838371
02459,0.16762351206151901
02460,0.07674075634678183
02461,0.061966712314336876
02462,0.013641630675234382
02464,0.02592260964219249
02465,0.102795041960743
02466,0.07106991116261105
02467,0.19743495206994627
02468,0.046288493275747036
02472,0.2810316373468169
02474,0.2309772112784859
02476,0.14512447768531198
02478,0.21651041118016784
02481,0.1425962990273535
02482,0.09047017100319533
02492,0.17496225288809297
02493,0.09885354120580075
02494,0.07861055514589697
02532,0.11139787211629622
02534,0.007391411215281435
02535,0.010332174584781768
02536,0.17190737034305978
02537,0.05524245935601671
02538,0.03162856841883493
02539,0.03570174514554584
02540,0.07216721092734997
02542,0.009998595456301133
02543,0.0055742828048737664
02553,0.001983917974647986
02554,0.08648477825766354
02556,0.027344710137294146
02557,0.03942378594754029
02558,0.01892622634221707
02559,0.02963587204606903
02561,0.004731556585554268
02562,0.026133291197022367
02563,0.09093542610344464
02564,0.0027213034165525472
02568,0.03511359247164577
02571,0.09200639067382983
02575,0.02392113487130868
02576,0.03295410653463956
02584,8.778398117911443e-05
02601,0.12367885108325433
02630,0.01624003651813617
02631,0.08496611538326486
02632,0.09429755258260472
02633,0.034095298289968046
02635,0.028933600196636117
02637,0.0022209347238315953
02638,0.028152322764141997
02639,0.025237894588995398
02641,0.0046701077987288874
02642,0.0433389515081288
02643,0.00022823835106569753
02644,0.03471856455633976
02645,0.08482566101337827
02646,0.014712595245619579
02647,0.001132413357210576
02648,0.06409108465887145
02649,0.12295024403946767
02650,0.007444081603988904
02651,0.0001404543698865831
02652,0.010314617788545945
02653,0.05188911127497454
02655,0.030882404578812455
02657,0.025826047262895464
02659,0.009726465114645878
02660,0.05496155061624355
02663,0.0015186628743986796
02664,0.08226236876294814
02666,0.007268513641630675
02667,0.022648267144211524
02668,0.02877558903051371
02669,0.002501843463604761
02670,0.011473366340110256
02671,0.008980301274623407
02672,0.0015801116612240598
02673,0.07375610098669194
02675,0.05773552442150356
02702,0.036210892236384705
02703,0.38267670915411356
02713,0.00045647670213139506
02715,0.027414937322237435
02717,0.0416534990694898
02718,0.05842023947470065
02719,0.13933951332560834
02720,0.26587134379718386
02721,0.23078408651989182
02723,0.12963060500719828
02724,0.14842515537764667
02725,0.023095965448225005
02726,0.13636363636363635
02738,0.04307559956459145
02739,0.05306541662277467
02740,0.37823483970645033
02743,0.09047894940131325
02744,0.10446293760314618
02745,0.21573791214579163
02746,0.13467818392499736
02747,0.20126233364935564
02748,0.10044243126514273
02760,0.23472558727483409
02762,0.07254468204642016
02763,0.017319779486639278
02764,0.03500825169423084
02766,0.16706169458197268
02767,0.11908774886758663
02769,0.10189964535271603
02770,0.04470838161452298
02771,0.12033428140033006
02777,0.13904982618771725
02779,0.05627831033393026
02780,0.4304575301099055
02790,0.13797008321921414
02791,0.002159485937006215
02802,0.006899820920678394
02804,0.02288528389339513
02806,0.14317567330313563
02807,0.009226096421924927
02808,0.021076933881105375
02809,0.20135889602865267
02812,0.01314126198251343
02813,0.06874363566136452
02814,0.06580287229186417
02815,0.002440394676779381
02816,0.2862723410232101
02817,0.053855472453386705
02818,0.1587309947680747
02822,0.05364479089855683
02825,0.04720144668000983
02826,0.006943712911267951
02827,0.019066680712103653
02828,0.06762877910038975
02830,0.052459707152638785
02831,0.03085606938445872
02832,0.04045085852733593
02833,0.006882264124442572
02835,0.04744724182731135
02836,0.0011938621440359563
02837,0.03065416622774676
02838,0.029846553600898905
02839,0.016696513220267564
02840,0.20484392008146352
02841,0.01221953018013273
02842,0.14128831770778466
02852,0.19796165595702095
02857,0.07384388496787106
02858,0.005003686927209522
02859,0.0591488465184873
02860,0.39677481653147934
02861,0.22980090593068575
02863,0.17016924751571333
02864,0.29316338354577054
02865,0.14880262649671688
02871,0.1507338740826574
02872,0.0019136907897046947
02873,0.002062923557709189
02874,0.051441412970961053
02875,0.002694968222198813
02876,0.0037747111907019204
02878,0.13852312230064256
02879,0.178824748059974
02881,0.06883141964254362
02882,0.1245127989044559
02885,0.0932880367990449
02886,0.25693493451315
02888,0.17479546332385265
02889,0.24770005969310718
02891,0.18608448330348676
02892,0.04378664981214228
02893,0.2601039362337161
02894,0.0063380034411320615
02895,0.3615471048843007
02896,0.10127637908634432
02898,0.014888163207977808
02903,0.09463113171108535
02904,0.25772499034376206
02905,0.22141753572808032
02906,0.24919238737315214
02907,0.24092313634607956
02908,0.32890024228378806
02909,0.38221145405386425
02910,0.1843463604761403
02911,0.13671477228835283
02912,0.012026405421538678
02914,0.19279995786368903
02915,0.14832859299834966
02916,0.07144738228168124
02917,0.12080831489869728
02919,0.25273008181467044
02920,0.32960251413322095
02921,0.10850977913550335
03031,0.09873064363215
03032,0.043479405878015374
03033,0.043777871414024366
03034,0.03485024052810843
03036,0.04197829979985252
03037,0.03703606165946838
03038,0.2920485269847958
03042,0.05566382246567646
03043,0.0138084202394747
03044,0.03742231117665648
03045,0.11903507847887916
03046,0.02421082200919976
03047,0.01551142947434952
03048,0.030074791951964604
03049,0.06748832473050317
03051,0.21489518592647214
03052,0.0724920116577127
03053,0.21030408371080445
03054,0.22364724885002985
03055,0.13243091400681203
03057,0.021945995294778607
03060,0.25770743354752623
03062,0.23433055935952807
03063,0.14235050388005197
03064,0.1248902700235261
03070,0.04612170371150672
03071,0.044848835984409564
03076,0.11321500052670389
03077,0.0891446328873907
03079,0.2526071842410197
03082,0.01417711296042698
03084,0.011991291829067031
03086,0.03272586818357386
03087,0.11931598721865233
03101,0.026765335861511988
03102,0.2729730678745742
03103,0.3202008497489378
03104,0.2879139014712595
03106,0.11740229642894764
03109,0.09054039818813862
03110,0.18612837529407633
03215,0.0021682643351241264
03216,0.018952561536570805
03217,0.018223954492784154
03218,0.008427262193194986
03220,0.06522349801608202
03221,0.018355630464552828
03222,0.046990765125179954
03223,0.030083570350082516
03224,0.020348326837318725
03225,0.03212893711155588
03226,0.009805470697707082
03227,0.008120018259068084
03229,0.049062467081007054
03230,0.010806208083148987
03231,0.0017732364198181116
03233,0.0010095157835598159
03234,0.04013483619509112
03235,0.07516064468555778
03237,0.019786509357772392
03238,0.0006583798588433583
03240,0.011763053478001334
03241,0.007689876751290424
03242,0.042452333298219735
03243,0.009524561957933915
03244,0.07103479757013939
03245,0.017793812985006496
03246,0.14012956915622035
03249,0.06244074581270409
03251,0.014589697671968818
03253,0.054592857895291266
03254,0.03554373397942343
03255,0.018346852066434917
03256,0.01904034551774992
03257,0.03910776361529548
03258,0.022095228062783103
03259,0.003230450507391411
03260,0.007101724077390357
03261,0.03727307840865199
03262,0.010806208083148987
03263,0.03611432985708768
03264,0.06555707714456266
03266,0.018987675129042453
03268,0.011166122405983355
03269,0.02603672881772534
03273,0.0027388602127883703
03275,0.10039853927455317
03276,0.07307138593349485
03278,0.02591383124407458
03279,0.007277292039748586
03280,0.00985814108641455
03281,0.07711822746585202
03282,0.007918115102356122
03284,0.008769619719793531
03285,0.021761648934302467
03287,0.011368025562695318
03290,0.04153060149583904
03291,0.0003423575265985463
03293,0.0012553109308613363
03301,0.2897573650760209
03303,0.13627585238245724
03304,0.06600477544857614
03307,0.04682397556093964
03431,0.22191790442080128
03440,0.023631447733417604
03441,0.00346746725657502
03442,0.013088591593805961
03443,0.006513571403490291
03444,0.013957653007479195
03445,0.006065873099476807
03446,0.05517223217107342
03447,0.021261280241581516
03448,0.0071192808736261805
03449,0.014519470487025527
03450,0.008436040591312897
03451,0.03578952912672495
03452,0.047903718529442745
03455,0.01831173847396327
03456,0.006513571403490291
03457,0.007479195196460549
03458,0.05831489869728571
03461,0.05279328628111942
03462,0.013711857860177673
03464,0.00973524351276379
03465,0.01892622634221707
03466,0.011692826293058041
03467,0.016169809333192876
03470,0.04418167772744829
03561,0.05213490642227606
03570,0.08823167948312792
03574,0.022174233645844307
03575,0.001088521366621019
03576,0.02842445310579725
03579,0.0040468415323571755
03580,0.012017627023420765
03581,0.02835422592085396
03582,0.022621931949857788
03583,0.009717686716527967
03584,0.03312967449699779
03585,0.022112784859018925
03586,0.004801783770497559
03588,0.014405351311492677
03590,0.009234874820042838
03592,0.010051265845008601
03593,0.0027476386109062815
03595,0.005609396397345412
03597,0.004573545419431862
03598,0.02883703781733909
03601,0.004187295902243759
03602,0.023297868604936968
03603,0.04750869061413673
03604,0.0006057094701358896
03605,0.010182941816777273
03607,0.0028266441939674846
03608,0.024676077109449066
03609,0.0074967519926963724
03740,0.007997120685417325
03741,0.03693949928017135
03743,0.12380174865690508
03745,0.012500438919905895
03746,0.0018961339934688718
03748,0.04180273183749429
03750,0.0076372063625829555
03751,0.005117806102742371
03752,0.0071105024755082685
03753,0.026080620808314896
03754,0.0007549422381403841
03755,0.09250675936655078
03765,0.0044155342533094555
03766,0.0786368903402507
03768,0.015063731170336036
03770,0.004599880613785596
03771,0.006618912180905228
03773,0.06883141964254362
03774,0.017258330699813897
03777,0.010858878471856456
03779,0.00693493451315004
03780,0.0035991432283436916
03781,0.016152252536957054
03782,0.0258523824572492
03784,0.035868534709786154
03785,0.021068155482987464
03801,0.18901646827486918
03809,0.03262052740615892
03810,0.0135011763053478
03811,0.05928052249025598
03812,0.007233400049159029
03813,0.02852979388321219
03814,0.02044488921661575
03816,0.012008848625302854
03817,0.005038800519681168
03818,0.033419361634888865
03819,0.03842304856209838
03820,0.2636943010639418
03823,0.01509006636468977
03824,0.12849819164998771
03825,0.0747217247796622
03826,0.021682643351241263
03827,0.027651954071421046
03830,0.014133220969837422
03832,0.00346746725657502
03833,0.1839513325608343
03835,0.059570209628147054
03836,0.013071034797570139
03837,0.013334386741107481
03838,0.009050528459566698
03839,0.03278731697039924
03840,0.031303767688472206
03841,0.05560237367885108
03842,0.13470451911935108
03844,0.01964605498788581
03845,0.00869939253485024
03846,0.007013940096211243
03847,0.002580849046665964
03848,0.05284595666982689
03849,0.013913761016889637
03850,0.003265564099863057
03851,0.03546472839636223
03852,0.004898346149794585
03853,0.005284595666982688
03854,0.008497489378138276
03855,0.023157414235050387
03856,0.014747708838091225
03857,0.07905825344991045
03858,0.04040696653674637
03860,0.035605182766248814
03861,0.03801046385055655
03862,0.03755398714842515
03864,0.014888163207977808
03865,0.06679483127918817
03867,0.18222198813160573
03868,0.04672741318164261
03869,0.021673864953123352
03870,0.04531409108465887
03871,0.0011938621440359563
03872,0.03343691843112469
03873,0.05013343165139225
03874,0.07703922188279082
03875,0.007312405632220232
03878,0.1037957793461849
03882,0.012860353242740263
03883,0.001562554864988237
03884,0.03479757013940096
03885,0.06373994873415499
03886,0.01853997682502897
03887,0.01890866954598125
03890,0.002870536184557042
03894,0.055426805716492854
03901,0.06360827276238631
03902,0.0194090382387022
03903,0.05452263071034797
03904,0.06762000070227185
03905,0.01562554864988237
03906,0.040793216053934475
03907,0.00784788791741283
03908,0.06349415358685347
03909,0.08548404087222163
03910,0.0028793145826749534
03911,0.0021945995294778606
04001,0.021322729028406893
04002,0.06453000456476701
04003,0.002896871378910776
04005,0.20318480283717827
04006,0.0008427262193194986
04008,0.02390357807507286
04009,0.045217528705361845
04010,0.014019101794304574
04011,0.17800835703500825
04015,0.03342814003300677
04017,0.002993433758207802
04019,0.0006232662663717125
04020,0.012316092559429755
04021,0.051090277046244595
04022,0.010077601039362337
04024,0.005337266055690158
04027,0.052942519049123914
04029,0.015142736753397239
04030,0.019382703044348467
04032,0.06916499877102426
04037,0.03365637838407247
04038,0.14379893956950734
04039,0.06515327083113873
04040,0.027309596544822498
04041,0.014159556164191157
04042,0.03758032234277889
04043,0.0948944836546227
04046,0.06580287229186417
04047,0.01660872923908845
04048,0.02586116085536711
04049,0.03212015871343797
04050,0.0020190315671196318
04051,0.010121493029951894
04055,0.0332964640612381
04056,0.0022560483163032406
04057,0.0004915902946030408
04061,0.02957442325924365
04062,0.14940833596685277
04063,0.0036167000245795147
04064,0.07208820534428877
04066,0.004731556585554268
04068,0.013211489167456722
04069,0.012860353242740263
04071,0.042145089364092836
04072,0.1622423540152393
04073,0.14211348713086835
04074,0.16468274869201868
04076,0.0235524421503564
04079,0.0339811791144352
04083,0.03972225148354928
04084,0.07099968397766775
04085,0.015678219038589836
04086,0.07713578426208785
04087,0.018575090417500613
04088,0.013308051546753748
04090,0.08417605955265282
04091,0.007997120685417325
04092,0.15375364303521893
04093,0.07052565047930054
04095,0.011183679202219179
04096,0.07329084588644263
04097,0.031373994873415495
04101,0.15122546437726042
04102,0.15217353137399486
04103,0.2686716527967976
04105,0.09794936619965589
04106,0.22099617261842058
04107,0.07883001509884476
04108,0.007566979177639664
04109,0.0008163910249657642
04110,0.012210751782014816
04210,0.2022981846272692
04216,0.005618174795463324
04217,0.0290740545665227
04219,0.012921802029565645
04220,0.02701113100881351
04221,0.009638681133466765
04222,0.03377927595772323
04224,0.026686330278450788
04226,0.0016678956424031742
04227,0.000693493451315004
04228,5.267038870746866e-05
04231,0.0020717019558271006
04234,0.0014747708838091225
04236,0.03818603181291478
04237,0.0020892587520629233
04238,0.012430211734962603
04239,0.04258400926998841
04240,0.3212191439306155
04250,0.03711506724252958
04252,0.042127532567857014
04253,0.018390744057024472
04254,0.0279240844130763
04255,0.007040275290564977
04256,0.02689701183328066
04257,0.02353488535412058
04258,0.022973067874574246
04259,0.02865269145686295
04260,0.048649882369465214
04261,0.003897608764352681
04263,0.020418554022262017
04265,0.008058569472242705
04267,0.0003248007303627234
04268,0.04409389374626918
04270,0.05161698093331928
04271,0.0005881526739000667
04274,0.04690298114400084
04275,0.004512096632606481
04276,0.05127462340672074
04280,0.05683134941535868
04281,0.044910284771234946
04282,0.05033533480810421
04284,0.009989817058183222
04285,0.0038010463850556547
04286,0.00041258471154183784
04287,0.028301555532146493
04289,0.01593279258400927
04290,0.013527511499701534
04292,0.008321921415780049
04294,0.03506970048105622
04330,0.2289932933038379
04342,0.014677481653147932
04343,0.00021945995294778608
04344,0.025905052845956667
04345,0.10223322448119666
04346,0.015555321464939077
04347,0.020673127567681446
04348,0.026124512798904456
04349,0.010165385020541451
04350,0.03140033006776923
04351,0.02256926156115032
04352,0.014326345728431476
04353,0.020190315671196318
04354,0.013474841110994064
04355,0.02282383510656975
04357,0.029837775202780994
04358,0.03753643035218933
04359,0.00340601846974964
04360,0.004915902946030408
04363,0.022604375153621965
04364,0.05288984866041645
04401,0.3941412970961059
04406,0.007189508058569472
04408,0.001544998068752414
04410,0.011324133572105762
04411,0.013097369991923872
04412,0.0832367709540363
04413,0.001720566031110643
04414,0.010955440851153481
04415,0.0024228378805435584
04416,0.04800028090873977
04417,0.003248007303627234
04418,0.015546543066821166
04419,0.024526844341444573
04421,0.011991291829067031
04422,0.012368762948137223
04424,0.007224621651041117
